KSSL.Project.lab,KSSL.Project.name,Site,UserPedonID,Field,Soil,Comp,Crop,Cover_kind,Mgmt,layerID,labsampno,hor_desg,hor_top,hor_bot,ADOD,AggStab,Bgluc,Pom_C,Pom_N,Pom_S,POX_C,CaCarb,Ca_amextr,CEC_ph7,Mg_amextr,K_amextr,Na_extr,CEC_NH4OAc,BD_3inCore,FM_core3,BD_4inCore,BD_comp_cav,FM_core4,BD_Clod_13,BD_Clod_OD,WRC_core13,BD_recon13,BD_reconOD,FM_recon_moist,Mehlich3_Al,X,X,X,Mehlich3_Ca,X,X,X,Mehlich3_Fe,X,Mehlich3_Mg,Mehlich3_Mn,X,X,El_Mehlich3_P,Mehlich3_K,X,X,X,X,X,X,WaterSol_P,X,Clay_h2oDisp,X,X,X,X,X,X,X,KCL_AL,KCL_Mn,Mehlich3_P,X,X,X,X,X,X,X,Tot_P,X,X,X,X,X,X,Tot_C,Tot_N,Tot_S,NewZ_P,Oxal_AL,Oxal_Fe,Oxal_Mn,X,Oxal_P,X,ph_h20,ph_Cacl2,EC_test,Clay,X,X,sand_coarse,sand_fine,sand_medium,sand_vcoarse,sand_vfine,silt_fine,x,x,x,x,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,Est_OC,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,Sand,X,X,X,X,X,X,Silt,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
C2016USTN029,TN Soil Health 2016,S2015TN071003,S2015TN071003D,B,Chenneby,No Cover Crop,Corn/Soybean,,No-Till,S2015TN071003D-2,16N01452,Ap2,5,10,1.014459318,9,36,0.21411477,0.02429671,0,510.2669623,,6.5350025,10.0453394,0.5650566,0.7861657,0,60.51955749,1.32927167,22.2222222,,,,1.55940169,1.66396987,21.0851706,1.36918702,1.40543262,20.0574674,383.1917182,0,33.1119521,0.5072297,602.162762,0.0811567,0.6695431,1.0651823,120.9641291,4.1187048,29.4598986,178.6158521,0,0.5275188,84.6059071,98.9605065,292.2150065,12.0416321,3.1549685,4.2302954,14.0561018,9.3709677,0.3723066,,6.5325031,0.6064956,7.0252403,3.234643,0.1516239,6.7219925,46.4172892,23.447817,1.3378844,2.6342383,74.8371628,1.532275,-2.835648,34202.48881,1844.20284,15177.55107,1570.23187,720.674943,724.825096,8756.243721,355724.5799,2375.810971,47.087144,5145.401572,205.107443,1.27821874,0.16231349,0.00913013,16,0.08020324,0.25075528,701.644894,0.0405,358.8320919,0.00576694,5.11,4.75,0.242,17.166162,,17.166162,0.509859,1.9041673,2.5597003,0.072837,9.864211,37.7989699,,,,,,,,,,,,,,,,,,0.21881887,5.74691204,104.3173589,0.85478342,0.09890978,29.54724354,5.96096295,6.76066123,16.52351337,606.654585,28.810645,0.73700469,8.58334029,601.0250459,446.6664377,0.04433187,16.90890647,0.80355323,0.02647739,41.84583819,35.14918934,0.20558088,14,79,36,1.8876,1.07,9.2,22,0,0.236923,0.148898,0,0.236923,0.99851102,0.99860446,0.020926546,0.020896105,85,94.9,96.8,99.4,0.000762826,99.9,0.014748738,0.02329986,1.28,1.28,,0,,1.0703603,30.5441459,0.501511,2.0926546,2.0926546,1.2659572,1.2659572,0.14,100,100,100,17.2,55,100,100,32.242132,100,90.599341,100,98.7461,8,33,0.54651163,0.58139535,0.53488372,7.901235,0.122093023,1.27906977,7.888889,15,45,17.7,1,0.046136,30,29.4,67.8,75.8,0.01,7.9,0.69871795,0.69871795,10.121226,100,0.139695,39.896462,0.139695,0.139695,0,0,0,0,8.826651,25.5542964,0.18252,0.18252,11.956522,1.61954198,1.88916,1.56,1.66396987,1.97132075,1.97132075,0.236923,20.772947,20.731401,99.763077,99.763077,0,0.236923,45.652174,81.72029,36.231884,18.07971,2.294686,5.1,3.140097,0.603865,0.120773,0.236923,0,0,0,0,0.236923
C2016USTN029,TN Soil Health 2016,S2015TN071003,S2015TN071003D,B,Chenneby,No Cover Crop,Corn/Soybean,,No-Till,S2015TN071003D-3,16N01453,Ap3,10,19,1.013851273,,30,0.16161881,0.02268334,0,474.1177652,,6.9811143,9.9918512,0.5614183,0.5614183,0,60.16594232,,,,,,1.5780534,1.68418149,21.7354051,,,,381.5523265,0.1114184,37.8419583,0.5014434,650.822317,0.0810433,0.780042,1.0534498,104.5610488,4.3155648,30.1632577,193.805048,0,0.5065208,57.6928828,78.7385241,318.4651638,12.7390089,3.474708,3.5101605,6.7016374,9.4228188,0.2352135,,,,,,,,,22.875516,0.129456,1.9815515,52.933175,1.405117,-2.466348,36887.9272,1991.523263,16767.15143,1637.441789,774.091669,587.091871,8790.607601,358213.0497,2379.309209,48.007885,5181.360942,195.255589,1.10509789,0.15207769,0.00608311,17,0.08168865,0.25912881,710.3810602,0.0484,306.0739357,0.01158118,5.38,4.96,0.169,17.7001673,,17.7001673,0.3304624,2.3855257,2.3029101,0.216866,9.0360824,37.6387632,,,,,,,,,,,,,,,,,,0.12485953,5.87032029,106.2929972,0.79853436,0.0739646,28.50308281,5.68171562,6.08280409,16.26877153,607.3690558,54.031595,0.66122935,8.26946475,494.620902,561.5643279,0.02681343,16.26340885,0.6762044,0,37.85105462,33.07431762,0.21125306,1,82,55,1.9276,0.95,8.3,14.9,0,0.041894,0.079912,0.083788,0.125682,0.99920088,0.99925119,0.02066698,0.020650856,85.8,94.8,97.2,99.5,0.000734517,99.8,0.014456813,0.02303307,1.11,1.11,,0,,1.066502,31.3581297,0.518258,2.066698,2.066698,1.2501294,1.2501294,0.13,100,100,100,17.7,55.3,100,100,32.662544,100,90.89031,100,98.92155,5,35,0.53107345,0.56497175,0.46892655,7.302632,0.118644068,0.84180791,7.269737,14.2,44.7,,1,0.092649,30.5,,68.1,,0.01,8.2,0.67721519,0.67721519,10.591375,100,0.075281,40.749865,0,0.075281,0,0,0,0,8.497035,23.1347131,0.19434,0.19434,10.935601,1.6405613,1.92286,1.58,1.68418149,1.98377358,1.98377358,0.041894,21.506683,21.485176,99.874318,99.874318,0,0.125682,45.686513,82.663305,37.059538,17.236695,2.91616,5.2,2.794654,0.36452,0.243013,0.125682,0,0,0,0.083788,0.125682
C2016USTN029,TN Soil Health 2016,S2015TN113002,S2015TN113002A,C,Feliciana,Cover Crop,Corn/Soybean,Wheat,No-Till,S2015TN113002A-1,16N01454,Ap1,0,5,1.02125346,4,91,0.31037274,0.02297891,0.001951634,661.7722421,0.038556,9.72283,13.573684,3.132355,0.9021183,0,61.34334255,1.49985438,24.8160435,1.27123462,,,1.47021748,1.61081104,23.9130891,1.35284757,1.45370763,24.406106,444.9732653,0,47.5551731,0.4894186,827.0460453,0.0611773,1.6110029,1.3153125,118.8879327,2.8141569,195.145467,102.7575117,0,0.3772602,95.426429,123.3130925,306.3148607,13.3468528,11.1036843,1.5804142,2.2896828,12.9508197,0.575987,,10.0681188,0.2437167,1.5740036,0.9444021,0.071084,1.7263265,45.5714852,25.862985,,,94.4638993,0.835532,-1.25916,48951.95554,2927.440404,26387.02639,3954.103444,477.123489,720.898732,14538.41107,331806.2234,4307.06498,78.974551,4965.357811,265.166418,1.19486655,0.16340055,0.00714877,22,0.13070635,0.48635644,343.9093845,0.0616,395.8594426,0.02109172,6.24,5.8,0.171,25.1966647,,25.1966647,0.1457392,0.3851679,0.4268077,0.0416398,0.6662364,33.8044804,,,,,,,,,,,,,,,,,,0.45242955,13.43539445,167.8207873,0.7365867,0.06380286,29.9176303,8.54530265,16.47418406,14.77362378,368.299976,35.672526,0.95948903,17.16990024,643.9177351,427.3568621,0.0393417,33.76037673,0.88977472,0.00693066,58.19187829,56.27198294,0.37388457,,100,86,1.8228,0.88,,16,0,0,0,0,0,1,1,0.030788379,0.030788379,98.4,99.1,99.5,99.9,0.000498718,100,0.010833226,0.02047057,1.19,1.1852,,0,,0.7535261,41.0463556,0.972713,3.0788379,3.0788379,1.5627524,1.5627524,0.14,100,100,100,25.2,59,100,100,38.650372,100,98.795913,100,99.7994,10,35,0.51587302,0.53968254,,7.300613,0.123015873,0.63492063,7.30184,1.6,41,4.5,1,0.168734,39.4,39.8,73.2,85.4,0.01,13.7,0.80272109,0.80272109,13.984462,100,0,40.621532,0,0,0,0,0,0,0.887902,23,0.16023,0.16023,0.935829,1.54009646,1.82133,1.47,1.61081104,1.91528302,1.91528302,0,33.68984,33.68984,100,100,0,0,45.187166,97.860963,52.673797,2.139037,0.534759,0.9,0.534759,0.13369,0,0,0,0,0,0,0
C2016USTN029,TN Soil Health 2016,S2015TN113002,S2015TN113002A,C,Feliciana,Cover Crop,Corn/Soybean,Wheat,No-Till,S2015TN113002A-2,16N01455,Ap2,5,10,1.021047228,4,11,0.12480852,0.01024998,0.000582842,440.7398106,0.030189,9.1766964,13.2018216,2.5462811,0.5798462,0,61.62880284,1.35358064,21.7441565,1.3985855,,,1.57128017,1.71650256,21.6859243,1.4157862,1.52007117,24.2157936,466.6026676,0.0918208,51.8481416,0.4897109,840.6805819,0.0510116,1.6017627,1.4385258,83.9140033,3.2035255,164.7673135,86.4135694,0,0.3468786,39.8808315,75.6297272,342.4507519,16.1196505,13.0385527,1.3058957,11.0543197,12.7094668,0.2123778,,10.2800695,0.0508146,1.1077574,0.7012409,0,1.4431334,47.6881003,23.218368,,,36.6817647,1.1936,-1.174895,51263.14741,2756.429307,26745.85633,3828.861758,476.89236,704.237715,14499.81,324850.56,4283.722982,77.595505,4967.142566,268.305685,0.8474692,0.13273614,0.00612628,23,0.1299459,0.47543529,339.8256271,0.06,271.433048,0.02137268,5.91,5.48,0.155,25.2413793,,25.2413793,0.041235,0.4329674,0.2577187,0.0206175,0.8246998,34.9655173,,,,,,,,,,,,,,,,,,0.50685518,14.05590733,152.9521615,0.74764706,0.07571238,29.79633879,8.71548387,16.69942103,16.21671636,377.4719891,35.869124,0.94176831,17.53123824,532.1553453,439.0910684,0.03637863,32.37066176,0.89764521,0.01039389,59.44074331,57.72167478,0.36766355,,93,53,1.9154,0.73,,23.4,0,0,0,0,0,1,1,0.030883523,0.030883523,98.5,99.3,99.7,100,0.000498718,100,0.010223543,0.01973857,0.85,0.8464,,0,,0.7641429,39.5785899,0.950871,3.0883523,3.0883523,1.4646431,1.4646431,0.12,100,100,100,25.2,60.2,100,100,39.1279,100,98.952472,100,99.92455,6,35,0.50396825,0.52380952,,6.390977,0.123015873,0.92857143,6.341353,1.5,39.8,3.3,1,0.170981,38.3,38.7,73.3,86.4,0.01,12.3,0.68789809,0.68789809,14.858491,100,0,43.21934,0,0,0,0,0,0,0.884434,24,0.1413,0.1413,1.069519,1.63887755,1.91069,1.57,1.71650256,1.97754717,1.97754717,0,33.68984,33.68984,100,100,0,0,46.791444,97.994652,51.203209,2.005348,0.534759,0.7,0.40107,0,0,0,0,0,0,0,0
C2016USTN029,TN Soil Health 2016,S2015TN113002,S2015TN113002A,C,Feliciana,Cover Crop,Corn/Soybean,Wheat,No-Till,S2015TN113002A-3,16N01456,Ap3,10,15,1.021152086,,19,0.0590341,0.00607939,0.000255974,220.3485813,0.004824,8.5614965,12.8446957,2.4211812,0.6240158,0,61.08455156,,,,,,1.54684891,1.71276584,21.5154559,,,,479.3594237,0.1021152,54.3763486,0.4799415,791.3520206,0.0408461,1.000729,1.2458055,60.2786076,2.6447839,154.2245995,61.4835671,0,0.234865,17.4719122,71.7869916,331.1596215,16.7366827,12.8052472,0.5309991,,13.0981257,0.1266229,,,,,,,,,21.986695,,,15.1455904,1.479875,-1.261848,50433.7151,2638.771359,27526.42377,3952.80416,551.399661,551.058596,14564.43079,321869.4218,4237.808728,77.009163,4811.782998,268.239293,0.57184517,0.11232673,0.00408461,24,0.13384486,0.47236906,379.7313137,0.0599,195.0817463,0.0234724,5.56,5.16,0.169,25.59602,0,25.59602,0.0102684,0.3080525,0.3388577,0.0616105,0.8420101,36.4774197,,,,,,,,,,,,,,,,,,0.45856991,14.75552539,161.0462686,0.80574982,0.05440361,30.33235425,9.00153355,16.94764641,15.8449478,423.4214195,40.870494,0.96651679,18.01740757,451.1864955,475.6335205,0.03724276,33.37855487,0.93131247,0.00275711,62.29939947,59.72290196,0.37002939,,91,,1.891,0.51,,,0,0,0,0,0,1,1,0.033288202,0.033288202,98.5,99.3,99.6,99.9,0.000491649,99.9,0.009322302,0.01751845,0.57,0.57,,0,,0.8091055,35.6320454,0.944738,3.3288202,3.3288202,1.4832668,1.4832668,0.1,100,100,100,25.6,62.1,100,100,40.12481,100,98.952472,100,99.82455,8,34,0.51171875,0.5,,5.089286,0.12890625,,5.107143,1.5,37.9,,1,0.187779,36.4,,72.9,,0,11.6,0.70967742,0.70967742,14.862119,100,0,42.322206,0,0,0,0,0,0,0.870827,23,0.1302,0.1302,1.075269,1.61934985,1.88325,1.55,1.71276584,1.96509434,1.96509434,0,34.408602,34.408602,100,100,0,0,49.05914,97.983871,48.924731,2.016129,0.403226,0.7,0.403226,0,0.134409,0,0,0,0,0,0
C2016USTN029,TN Soil Health 2016,S2015TN113002,S2015TN113002B,C,Feliciana,Cover Crop,Corn/Soybean,Wheat,No-Till,S2015TN113002B-1,16N01457,Ap1,0,5,1.019975464,8,162,0.67754502,0.04843137,0.006226891,881.6114455,0.400389,10.8244076,14.0794572,4.0407856,1.3224389,0,60.00098775,1.28644224,24.8389378,1.32155409,0.75375,,1.47983459,1.59872058,24.0888394,1.31105703,1.39666147,24.8352197,427.1759241,0.2753934,46.1946888,0.4895882,953.2792684,0.0611985,1.6319607,1.4687647,131.3014415,3.243522,224.1600077,106.8220303,0,0.3875907,231.5854291,207.9525976,277.9433139,13.637072,10.4241492,2.6111372,2.3688525,12.4172185,1.3157683,,8.4933369,0.6510549,2.4211105,2.0142011,0.0101727,2.1057557,44.304185,32.786624,,,225.8268994,1.214022,-0.874468,47329.70216,3872.735659,25092.98758,4363.029705,478.358293,987.178153,14899.09678,326751.0177,4357.383121,86.407221,4655.92382,227.921677,1.78495706,0.21419485,0.01835956,18,0.13426968,0.47440553,387.3769393,0.0692,630.9310042,0.02162592,6.51,6.22,0.3775,22.9566753,,22.9566753,0.0420526,0.6833545,0.2312892,0.0105131,1.0197752,34.1396146,0,1.3463667,0,4.5,0,1.9002623,0.79,0.0300032,2,0.0430871,0.2745717,6.49,0,0.64,-1.6248998,2.360608,58.4894749,0.45746205,13.54307541,211.8617299,0.70706084,0.10148858,27.04645118,8.63986402,15.90540781,14.2289631,387.373448,29.214866,0.98444937,16.8019072,857.709583,420.0018727,0.03837632,38.55944968,0.79725028,0.01903547,52.81253795,56.87564381,0.37147245,,100,,1.8352,1.1,,,0,0,0,0,0,1,1,0.026327791,0.026327791,98.1,99.1,99.8,100,0.000544268,100,0.0123828,0.02133914,1.78,1.732,,,0.675023,0.8863956,39.2070681,0.948811,2.6327791,2.6327791,1.3334903,1.3334903,0.16,100,100,100,23,57.1,100,100,36.569754,100,98.66559,100,99.9497,8,36,0.53913043,0.61304348,,8.084112,0.113043478,,8.116822,1.9,42.9,7.2,1,0.173007,41,40,75.1,84.3,0.01,16.1,0.79054054,0.79054054,12.763596,100,0,41.675916,0,0,0,0,0,0,1.054384,33,0.17316,0.17316,1.298701,1.54352941,1.83668,1.48,1.59872058,1.92150943,1.92150943,0,29.87013,29.87013,100,100,0,0,44.285714,97.532468,53.246753,2.467532,0.909091,0.9,0.25974,0,0,0,0,0,0,0,0
C2016USTN029,TN Soil Health 2016,S2015TN113002,S2015TN113002B,C,Feliciana,Cover Crop,Corn/Soybean,Wheat,No-Till,S2015TN113002B-2,16N01458,Ap2,5,10,1.021117598,7,30,0.175376,0.014238,0.0010848,514.8492091,0.004815,8.6672422,12.9717484,2.2610197,0.7285508,0,61.48261557,1.50122249,21.4993398,1.52770109,0.49678801,,1.46464581,1.60031129,22.0286005,1.4680062,1.49938775,22.2987374,462.018894,0.132958,46.6887203,0.4602393,788.8808462,0.0409102,1.1454845,1.1250294,85.9011088,2.7205257,140.5775379,72.6462169,0,0.3272813,69.3836317,92.0171778,286.7290851,14.3696938,10.4934561,1.3500353,12.7388726,12.4587459,0.3114409,,9.2343492,0.0508968,1.3436756,0.9263218,0.0203587,1.6083389,45.7222867,22.148847,,,68.0132885,1.087045,-1.350925,48905.89842,2910.772297,26150.89827,3857.590315,490.863483,679.68038,14764.54868,329217.9611,4412.989451,77.523248,4831.819214,249.853181,0.92921701,0.14295646,0.00714782,21,0.13237006,0.4662332,376.0634424,0.0691,352.5594773,0.01901684,5.46,5.1,0.245,23.1673361,,23.1673361,0.0619496,0.4233219,0.2994228,0,0.6298204,34.4401722,,,,,,,,,,,,,,,,,,0.4800657,13.80093596,157.6183282,0.77737342,0.07934224,30.14603958,8.54338401,15.88379519,14.83639735,388.5166894,32.097999,0.9456873,17.15898851,588.6372822,433.523601,0.03871821,32.68769958,0.90024857,0.0032098,59.61099974,56.33208882,0.36548666,,90,48,1.7812,0.75,,24.4,0,0,0,0,0,1,1,0.030992982,0.030992982,98.6,99.2,99.6,99.9,0.000539591,100,0.012025406,0.02110202,0.93,0.93,,0,,0.8730122,39.1074561,0.932466,3.0992982,3.0992982,1.5732913,1.5732913,0.13,100,100,100,23.2,57.6,100,100,36.889136,100,98.939354,100,99.82455,13,32,0.5387931,0.56034483,,6.503497,0.13362069,1.05172414,6.496503,1.4,42.4,3.9,1,0.152135,41,41.2,75.4,86.9,0.01,11.7,0.81506849,0.81506849,12.874584,100,0,41.842397,0,0,0,0,0,0,0.776915,24,0.1387,0.1387,0.78125,1.52686777,1.7812,1.46,1.60031129,1.9090566,1.9090566,0,30.208333,30.208333,100,100,0,0,44.791667,98.177083,53.385417,1.822917,0.520833,0.8,0.390625,0.130208,0,0,0,0,0,0,0
C2016USTN029,TN Soil Health 2016,S2015TN113002,S2015TN113002C,D,Feliciana,Cover Crop,Corn/Soybean,Wheat,No-Till,S2015TN113002C-1,16N01459,Ap1,0,5,1.021454911,6,125,0.51516955,0.03279484,0.003487046,733.9795768,,9.0927922,13.5589869,3.0309307,1.2465925,0,59.84788621,1.25551699,27.8735,1.31314201,,,1.47955732,1.6233941,22.227588,1.30550708,1.41589038,27.3663105,470.0591737,0.6841011,52.4715792,0.5105232,831.8567878,0.1021046,1.2865186,2.0318825,237.8732013,2.2156709,197.5929172,154.8008587,0,0.3369453,89.3824099,190.0269627,339.3141704,19.348831,11.7522451,1.8685151,4.75557,12.4924925,0.4739551,,8.8628205,0.4985755,2.035002,1.2820513,0.0407,1.8925519,42.353663,33.91584,,,75.5860265,0.854122,-1.01473,47816.39224,2939.43569,25758.17558,3869.387649,516.402659,784.995249,14627.93607,328032.5429,4308.98507,78.181137,4895.179657,263.920456,1.43003688,0.17364733,0.01021455,28,0.13344022,0.60068951,384.6831476,0.0736,463.913281,0.02178829,6.52,6.02,0.157,22.6081877,,22.6081877,0.0730117,0.3129074,0.5006519,0.0208605,0.7822686,33.6610796,,,,,,,,,,,,,,,,,,0.53346043,14.16478642,154.8383946,0.72307182,0.06483486,26.48330837,8.51334756,15.82358026,14.46041708,402.0932791,29.563066,1.03847916,17.01364659,701.7984461,432.8440671,0.0364951,30.22711392,0.80717365,0.01722813,52.85305379,56.06237949,0.43378498,,98,73,1.8056,0.91,,18.1,0,0,0,0,0,1,1,0.030586462,0.030586462,98.3,99.1,99.4,99.9,0.000553998,100,0.013004282,0.02168136,1.43,1.43,,0,,0.91545,39.136208,1.201379,3.0586462,3.0586462,1.5523539,1.5523539,0.14,100,100,100,22.6,56.3,100,100,36.010578,100,98.752472,100,99.77425,11,33,0.55309735,0.60176991,,8.218391,0.137168142,0.80088496,8.218391,1.7,43.7,5.7,1,0.174306,42,43,75.7,85.4,0.01,13.3,0.79054054,0.79054054,12.54162,100,0,42.008879,0,0,0,0,0,0,0.943396,35,0.14356,0.14356,1.033592,1.54773067,1.80856,1.48,1.6233941,1.92150943,1.92150943,0,29.198966,29.198966,100,100,0,0,43.540052,97.803618,54.263566,2.196382,0.387597,0.9,0.645995,0.129199,0,0,0,0,0,0,0
C2016USTN029,TN Soil Health 2016,S2015TN113002,S2015TN113002C,D,Feliciana,Cover Crop,Corn/Soybean,Wheat,No-Till,S2015TN113002C-2,16N01460,Ap2,5,10,1.022775746,6,57,0.17388,0.01334,0.00092,515.0669224,-0.012105,9.0652509,13.2934265,2.5542972,0.7262218,0,61.2356776,1.37627563,20.8559571,1.45159142,,,1.55891519,1.71739056,21.8961119,1.3391786,1.48128018,22.4797645,451.0171135,0.30671,55.9336876,0.4702887,819.1202796,0.0511183,1.6460105,1.2779585,84.0283272,2.9955347,160.5524822,104.9050573,0,0.4089467,36.3860344,94.0066272,345.7337805,15.6013174,12.5751116,1.5335502,4.3918771,12.8448276,0.2076235,,9.8013214,0.0915558,1.2463344,0.844469,0.0101762,1.5007027,45.535704,24.3176,,,37.3706523,1.24285,-1.244548,49887.99188,2687.148945,25334.22785,3690.30683,503.601481,655.010134,13625.71509,308320.6457,4014.783458,73.451663,4599.653677,246.674077,0.90004266,0.10227757,0.00511388,22,0.13005499,0.47762318,388.2238509,0.0575,260.9726998,0.02178367,5.84,5.46,0.192,24.0120469,,24.0120469,0.0724473,0.3829356,0.4346836,0.0310488,0.7141231,34.7717705,,,,,,,,,,,,,,,,,,0.33280638,14.96223894,139.5749316,0.72150159,0.08449017,26.44481692,8.64973172,16.06728143,14.85106767,407.2354454,32.138605,0.90230651,17.32968181,509.9915618,489.456812,0.035878,28.51664526,0.79952361,0.00454792,53.69997139,57.59308843,0.36886658,,93,74,1.9032,0.73,,16.8,0,0,0,0,0,1,1,0.033081575,0.033081575,98.4,99.1,99.5,99.9,0.000522031,100,0.011172656,0.02056311,0.9,0.9012,,0,,0.8243319,39.390557,0.955246,3.3081575,3.3081575,1.4738961,1.4738961,0.09,100,100,100,24,58.8,100,100,37.848312,100,98.795913,100,99.7994,7,34,0.53333333,0.55416667,,8.823529,0.1375,0.7,8.835294,1.6,41.2,3.6,1,0.174269,39.6,41.1,74.4,86.6,0.01,12.4,0.69871795,0.69871795,14.150943,100,0,43.867925,0,0,0,0,0,0,0.943396,26,0.14196,0.14196,0.921053,1.63420999,1.90164,1.56,1.71739056,1.97132075,1.97132075,0,31.578947,31.578947,100,100,0,0,45.789474,97.894737,52.105263,2.105263,0.526316,0.9,0.526316,0.131579,0,0,0,0,0,0,0
C2016USTN029,TN Soil Health 2016,S2015TN113002,S2015TN113002C,D,Feliciana,Cover Crop,Corn/Soybean,Wheat,No-Till,S2015TN113002C-3,16N01461,Bt1,10,25,1.02317797,,38,0.11211,0.009546,0.0005106,368.4177675,0.038744,9.7093178,13.0415223,2.5274255,0.5255043,0,61.04504149,,,,,,1.44100924,1.61321092,25.7715391,,,,441.1918042,0,56.3750197,0.4807014,853.8074464,0.0511384,1.7693901,1.4421041,69.0164428,2.5671498,154.6324243,106.6952477,0,0.327286,14.6562778,62.1843468,363.0624908,18.5427995,14.1346657,0.7363936,,12.3667377,0.1268741,,,,,,,,,22.295008,,,13.3062229,1.067975,-1.003973,49739.87139,2935.654142,26976.90265,3912.772733,535.52521,494.222585,14227.72964,326856.1189,4227.972938,79.260481,4896.811076,256.517879,0.7059928,0.12278136,0.00409271,24,0.13531381,0.48794981,373.3539009,0.0772,193.1512955,0.02751597,6.28,5.87,0.173,26.334845,0,26.334845,0.1748162,0.8123811,0.1850995,0,0.9254975,35.869875,,,,,,,,,,,,,,,,,,0.48345159,15.03938603,149.0912524,0.73801827,0.05944664,27.99476317,8.76290541,16.46549148,14.9730841,409.721284,36.2205,0.99698461,17.99534718,423.1240969,446.0032771,0.04062017,32.23071996,0.87993305,0.01626853,55.42350428,57.56358332,0.37928872,,98,,1.8144,0.6,,,0,0,0,0,0,1,1,0.037897489,0.037897489,97.9,98.8,99.6,99.8,0.000480019,100,0.009145283,0.01736795,0.71,0.7052,,0,,0.7712254,36.1818298,0.9759,3.7897489,3.7897489,2.2632073,2.2632073,0.11,100,100,100,26.3,62.2,100,100,40.586046,100,98.409031,100,99.7497,9,37,0.47148289,0.49429658,,5.772358,0.144486692,,5.700813,2.1,37.8,,1,0.220128,35.7,,71.6,,0,12.7,0.84027778,0.84027778,14.383374,100,0,39.15778,0,0,0,0,0,0,1.148482,23,0.19296,0.19296,1.221167,1.53701874,1.81152,1.44,1.61321092,1.89660377,1.89660377,0,35.68521,35.68521,100,100,0,0,48.710991,97.150611,48.43962,2.849389,1.085482,1.2,0.27137,0.27137,0,0,0,0,0,0,0
C2016USTN029,TN Soil Health 2016,S2015TN113002,S2015TN113002D,D,Feliciana,Cover Crop,Corn/Soybean,Wheat,No-Till,S2015TN113002D-1,16N01462,Ap1,0,5,1.021545058,2,87,0.394539,0.026372,0.0028454,661.696519,0.165303,9.2896452,13.7264752,3.4681342,0.9908955,0,60.60055314,1.38726767,26.4235109,1.29391742,,,1.52993968,1.66939328,20.7330804,1.37869548,1.42427841,22.7862847,438.2767723,0.2555907,52.1098395,0.5009578,818.5957891,0.0511181,1.5744389,1.7584643,138.3052597,2.6376964,201.5793025,112.6132788,0,0.3476034,113.8810088,144.449661,317.290341,15.1718662,11.8900811,1.3086246,,12.1264368,0.6977153,0,9.2198959,0.2947394,1.9513782,1.1281405,0.071144,1.7481096,42.0198797,26.695041,,,125.3416975,0.87609,-0.746938,46651.32006,2944.635298,23857.67814,3687.547812,458.034244,813.060992,13561.03618,308661.818,4007.605029,77.18488,4594.769719,244.205454,1.32800858,0.16344721,0.00715082,21,0.12837426,0.50551252,361.8951134,0.0862,504.9940408,0.02488677,6.41,5.94,0.176,22.3602577,1.2371378,21.1231199,0.0103928,0.4884639,0.4676782,0,0.7482852,35.1256288,,,,,,,,,,,,,,,,,,0.383786,13.7616857,180.1341276,0.76545219,0.07954323,30.30910055,8.50658336,15.69202228,14.69329038,401.6369942,25.033911,0.90697454,16.55256295,729.8765817,389.2369312,0.05037065,38.38566593,0.87053405,0.01433393,61.84304574,55.04149376,0.38113052,,100,,1.8513,0.94,,,0,0,0,0,0,1,1,0.029615361,0.029615361,98.3,99,99.5,100,0.00055906,100,0.012227982,0.02115503,1.33,1.3096,,0,,0.9167191,37.840338,1.011025,2.9615361,2.9615361,1.2904649,1.2904649,0.13,100,100,100,22.4,57.5,100,100,36.367694,100,98.695913,100,99.87425,10,32,0.54017857,0.61160714,,8.03681,0.133928571,,8.022086,1.7,42.5,5.2,1,0.199094,40.8,43.6,75.9,85.6,0.01,13.8,0.73202614,0.73202614,13.004354,100,0,44.063861,0,0,0,0,0,0,0.986938,30,0.13158,0.13158,0.902062,1.59490566,1.84671,1.53,1.66939328,1.95264151,1.95264151,0,28.865979,28.865979,100,100,0,0,45.231959,97.809278,52.57732,2.190722,0.64433,1,0.64433,0,0,0,0,0,0,0,0
