KSSL.Project.lab,KSSL.Project.name,Site,UserPedonID,Field,Soil,Comp,Crop,Cover_kind,Mgmt,layerID,labsampno,hor_desg,hor_top,hor_bot,ADOD,AggStab,Bgluc,Pom_C,Pom_N,Pom_S,POX_C,CaCarb,Ca_amextr,CEC_ph7,Mg_amextr,K_amextr,Na_extr,CEC_NH4OAc,BD_3inCore,FM_core3,BD_4inCore,BD_comp_cav,FM_core4,BD_Clod_13,BD_Clod_OD,WRC_core13,BD_recon13,BD_reconOD,FM_recon_moist,Mehlich3_Al,X,X,X,Mehlich3_Ca,X,X,X,Mehlich3_Fe,X,Mehlich3_Mg,Mehlich3_Mn,X,X,El_Mehlich3_P,Mehlich3_K,X,X,X,X,X,X,WaterSol_P,X,Clay_h2oDisp,X,X,X,X,X,X,X,KCL_AL,KCL_Mn,Mehlich3_P,X,X,X,X,X,X,X,Tot_P,X,X,X,X,X,X,Tot_C,Tot_N,Tot_S,NewZ_P,Oxal_AL,Oxal_Fe,Oxal_Mn,X,Oxal_P,X,ph_h20,ph_Cacl2,EC_test,Clay,X,X,sand_coarse,sand_fine,sand_medium,sand_vcoarse,sand_vfine,silt_fine,x,x,x,x,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,Est_OC,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,Sand,X,X,X,X,X,X,Silt,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
C2016USTN029,TN Soil Health 2016,S2015TN113002,S2015TN113002D,D,Feliciana,Cover Crop,Corn/Soybean,Wheat,No-Till,S2015TN113002D-2,16N01463,Ap2,5,10,1.022246613,4,51,0.15757024,0.01191181,0.000835916,441.6105368,0.03869,9.2546066,13.3663451,2.5119227,0.4585777,0,60.47313315,1.52390049,20.2193421,1.35435717,,,1.53469187,1.67472635,21.0608711,1.37994392,1.48502338,22.5030443,459.9355743,0.0664686,59.1916974,0.4854638,863.6552021,0.0511022,1.8448113,1.4054181,90.3740802,2.8308765,164.7589583,121.1955614,0,0.403729,34.3163431,68.5134702,362.4295712,18.2338695,14.7221248,0.7052391,,12.3305085,0.1104026,0,8.9177274,0.122293,1.1210191,0.6726115,0.0407643,1.355414,44.5886369,22.388313,,,33.0372632,0.81019,-1.530623,49491.39304,2885.570139,26125.18766,3866.43212,510.121505,617.344952,14395.27987,327586.1125,4270.614119,81.110158,4936.816326,251.420532,0.90979949,0.15333699,0.00511123,22,0.12703159,0.49674399,375.8331133,0.0587,263.0831793,0.02018761,5.87,5.53,0.244,23.1697283,0,23.1697283,0.020652,0.6402115,0.1239119,0,0.6298855,35.1483535,,,,,,,,,,,,,,,,,,0.25193952,14.4534201,159.6648595,0.79676879,0.06026828,30.0708531,9.17687688,16.52407318,15.13397877,409.8198745,34.913344,0.90040206,18.3038488,550.2652903,402.8617558,0.04406929,33.00759858,0.82564525,0.00392398,63.77742287,55.08148485,0.37540359,,92,,1.8513,0.75,,,0,0,0,0,0,1,1,0.029615361,0.029615361,98.7,99.3,99.9,100,0.000539591,100,0.011602799,0.02078619,0.91,0.9052,,0,,0.8703319,38.52215,0.993488,2.9615361,2.9615361,1.5023703,1.2904649,0.14,100,100,100,23.2,58.3,100,100,37.167694,100,99.039354,100,99.97485,10,32,0.53017241,0.57758621,,5.947712,0.129310345,,5.91634,1.3,41.7,3.3,1,0.161501,40.4,43.2,75.5,87.8,0.01,12.3,0.73202614,0.73202614,13.468795,100,0,43.83164,0,0,0,0,0,0,0.754717,24,0.13464,0.13464,0.78125,1.59525424,1.85283,1.53,1.67472635,1.95264151,1.95264151,0,30.208333,30.208333,100,100,0,0,45.703125,98.307292,52.604167,1.692708,0.78125,0.7,0.130208,0,0,0,0,0,0,0,0
C2016USTN029,TN Soil Health 2016,S2015TN119001,S2015TN119001A,E,Hicks,Cover Crop,Corn/Soybean,radish,No-Till,S2015TN119001A-1,16N01464,A1,0,5,1.021155951,26,195,0.66745698,0.05756303,0.012609044,809.4030356,0.195183,11.972059,18.0386273,2.5094721,1.4677847,0,61.44952588,1.1412209,26.371134,1.24868052,,,1.41877083,1.48964774,24.9422694,1.11611734,1.17169173,26.0835271,536.4135891,0,17.9530422,0.5418629,1018.93738,0.0306715,0.2862672,1.7687223,95.6745834,1.0632781,156.4654653,131.9078302,0,0.4089531,258.9388944,246.8441057,130.8343282,10.6021097,3.5783398,18.8220675,,13.1005587,0.9976694,0,9.6950593,2.3643553,5.0140638,3.8013126,0.927398,3.4344299,52.8523909,32.800443,,,270.9574642,0.74908,0.123891,41308.01293,18654.80368,29794.93093,3195.959774,3111.965613,10042.39584,12005.24853,300064.5348,2376.369796,171.526629,5058.228607,212.311597,2.74690951,0.30634679,0.03063468,27,0.12316086,0.45754692,356.3483033,0.0667,247.6136246,0.02271586,6.01,5.71,0.354,23.3692962,0,23.3692962,2.0731288,2.577984,2.41686,1.1063848,1.5897568,42.0388631,0,2.7405333,0,4.4546,0,0.2341128,0.823,0,1.9208,1.0375806,3.2606522,6.01,0,1.242,-1.7882998,0.9172975,56.9711031,0.22378308,10.34386404,337.231181,1.48786879,0.28821316,26.51084963,11.06232019,13.39436483,21.08454037,2626.665052,48.018643,0.65595087,17.11206137,9377.606366,395.5966259,0.04356122,137.4404996,1.05235794,0.07557364,49.26165717,89.83193997,0.35193432,,89,,1.7732,2.08,,,0.668776,0.771665,1.344177,0.925998,2,0.98655823,0.98718959,0.016169077,0.015955263,87.494,89.046,91.568,93.896,0.000551566,95.933,0.009357981,0.01646801,2.75,2.726,,,0.564796,1.0052861,29.8568332,0.915094,1.6169077,1.6057784,0.930286,0.9238398,0.25,99.5019,99.2094,99.7094,22.698,63.438,99,98.5038,38.910076,97,88.371796,98,93.310508,12,34,0.55982906,0.76923077,,8.921569,0.068376068,,8.898693,9.8,34.6,15.5,1,0.181727,24.8,21.9,66.8,74.8,0.02,16,0.86619718,0.85314685,12.362264,99,1.078167,35.290566,0.539084,1.617251,0.539084,0,0.539084,0,5.177358,34.9321678,0.16756,0.1636778,2.088773,1.45625988,1.77358,1.4333054,1.50315974,1.88415094,1.89037736,1,30.548303,29.363519,97,97,3.880983,3,54.830287,83.824062,32.375979,12.297542,3.394256,10.954,3.133159,2.741514,1.436031,3,1,2.587322,3.880983,1,3
C2016USTN029,TN Soil Health 2016,S2015TN119001,S2015TN119001A,E,Hicks,Cover Crop,Corn/Soybean,radish,No-Till,S2015TN119001A-2,16N01465,Ap2,5,10,1.022804551,19,72,0.33305592,0.02831649,0.012405322,625.7359362,0.102285,9.354697,16.6052708,1.6184203,0.8096437,0,61.75227183,1.22891666,28.2586361,1.26853627,,,1.476923,1.53094179,22.5575396,1.29904542,1.33688122,22.8661317,574.7699084,0,13.2199228,0.5116069,787.0765473,0.0409286,0.1944106,1.0743745,97.1848502,0.5320712,94.7905298,100.7149379,0,0.4604462,228.2687748,130.3676749,105.7184536,10.7539774,2.5375703,8.2880321,,13.2446809,0.8704067,0,12.6778128,2.3942701,3.8308321,2.8833124,1.5995762,2.6286029,50.9157318,27.529226,,,252.4281632,1.8506,0.40812,42925.73133,18496.3842,30834.184,3053.362061,3309.653357,10550.49078,11322.66219,287752.2781,2358.292727,169.956364,4853.600351,196.174936,2.0456091,0.23524505,0.03068414,30,0.38566876,0.95693056,2949.105501,0.1204,4851.165907,0.03132553,5.57,5.15,0.192,24.4352568,0,24.4352568,0.179666,2.3145212,4.1534559,1.3739167,1.5324456,41.6587191,,,,,,,,,,,,,,,,,,0.23280403,11.36967292,353.3967252,1.58605313,0.24853949,28.51052556,12.17742625,12.77396137,22.23127221,2898.379861,40.549056,0.68076015,18.12905936,10057.47611,374.9274671,0.05446888,144.2443909,1.08524203,0.09047886,52.49791485,73.05880804,0.86413404,,71,,1.8178,1.72,,,0,1.435513,1.149894,0.538317,2,0.98850106,0.9889023,0.011136773,0.011010439,88.592,90.062,92.316,96.432,0.000523878,96.628,0.008697793,0.01527958,2.05,2.038,,0,,0.9923572,29.1662922,1.913861,1.1136773,1.1062844,0.4484365,0.4454402,0.21,100,100,100,23.912,64.778,100,99.5038,40.174216,98,89.423417,99,95.396826,11,33,0.54098361,0.68032787,,8.680851,0.045081967,,8.655319,9.6,33.9,13.3,2,0.250604,24.3,23.1,66,74,0.02,11.8,0.79054054,0.77852349,13.467756,99,1.126443,36.429175,0.563222,1.126443,0,0,0.563222,0,5.298789,28.6188604,0.13912,0.1372588,1.984127,1.50312992,1.81448,1.49318511,1.54304308,1.92150943,1.92773585,1,32.275132,31.421813,98,98,2.628121,2,55.15873,84.99343,32.142857,12.362681,3.042328,9.938,5.555556,0.26455,1.851852,2,0,2.628121,2.628121,1,2
C2016USTN029,TN Soil Health 2016,S2015TN119001,S2015TN119001A,E,Hicks,Cover Crop,Corn/Soybean,radish,No-Till,S2015TN119001A-3,16N01466,BA,10,32,1.023681286,,37,0.13412059,0.0070063,0.009208279,515.9361111,0.259015,12.1298794,15.8149302,1.0577144,0.3377779,0,61.15912683,,,,,,1.54179751,1.57038994,21.4953299,,,,549.7057771,0,16.2103377,0.5126609,1032.591332,0.0307597,0.2153176,0.7894978,86.1782974,0.5434206,58.2895444,94.0835284,0,0.328103,188.0440183,56.0953557,126.2376201,13.0625997,2.5735577,1.9993775,,13.8212435,0.7467755,,,,,,,,,24.531589,,,207.6218842,2.025425,0.543277,46370.03005,18507.95701,32519.45641,3086.875089,3754.151499,10098.94039,11577.33374,305019.0518,2364.469348,184.890148,5196.948377,222.550359,1.52528512,0.19449944,0.02047363,32,0.40900708,1.00616581,3053.402432,0.1412,5002.003572,0.02809172,6.15,5.65,0.143,25.3511371,0,25.3511371,1.6730277,2.5513672,2.2585873,0.6587546,1.5057249,42.6436347,,,,,,,,,,,,,,,,,,0.22145774,11.43301095,410.8063589,1.61454115,0.24745762,29.89332884,12.86004714,12.16549366,23.38061548,3173.137204,49.5527,0.68058492,18.57614477,9592.061578,416.0999331,0.05567032,155.1072912,1.09332016,0.06678399,55.57457624,55.8363083,0.91208999,,85,,1.8876,1.4,,,0.230054,1.676106,1.51525,0.624432,3,0.9848475,0.98511928,0.006451791,0.006354559,88.464,89.919,92.441,94.672,0.000509222,96.321,0.008218547,0.01434818,1.53,1.4988,,0,,0.9951276,28.1766789,2.012332,0.6451791,0.6369598,0.2159834,0.2132203,0.18,100,100,100,24.638,65.96,100,99.5038,41.081677,97,89.286933,99,94.110904,8,33,0.54330709,0.62204724,,7.731959,0.023622047,,7.7,8.8,32,,2,0.224734,23.2,,65.8,,0.01,13.5,0.72077922,0.69871795,14.527123,98,1.768868,37.633255,1.179245,1.768868,0.135645,0,0.589623,0,5.033019,25.9347808,0.11858,0.1165164,2.010724,1.55207527,1.8711,1.55959797,1.58943307,1.95886792,1.97132075,2,34.048257,32.676393,97,97,3.97878,3,57.104558,84.649867,31.099196,11.320955,3.485255,10.081,3.08311,2.27882,0.938338,3,0.230054,3.97878,3.97878,1,3
C2016USTN029,TN Soil Health 2016,S2015TN119001,S2015TN119001B,E,Hicks,Cover Crop,Corn/Soybean,radish,No-Till,S2015TN119001B-1,16N01467,Ap1,0,5,1.029162716,31,195,0.65355571,0.05163533,0.019326365,889.1965866,0.277577,11.0036818,19.3273182,2.8830607,0.9610202,0,58.45515606,1.14218938,30.2036775,1.20875832,,,1.44836513,1.50697016,26.6371001,1.08665982,1.28845366,25.4080256,613.498985,0.0513965,42.3712417,0.5242439,910.1285145,0.0308379,0.1850273,1.1204428,104.6329134,1.2540736,173.7611521,121.7890517,0,0.3392166,338.4045722,158.4141692,84.4957803,12.0473302,4.6565193,11.6053207,,16.2759463,1.2185287,0,13.7869052,2.0444672,6.2458472,3.4449272,0.9404549,3.6084845,48.2541681,36.675452,,,372.6651278,1.8565,0.510432,45982.80284,25591.76833,33486.7287,3880.096785,3432.032271,13908.85315,12265.67343,282398.6379,2381.698649,141.744523,4674.967521,203.687768,2.75815608,0.31904044,0.03499153,34,0.50748428,1.12805699,3476.381515,0.1272,6672.216758,0.04110329,5.61,5.35,0.416,27.404178,0,27.404178,1.9675092,3.5049618,2.3438088,0.9676275,1.9030007,40.0920966,0,1.5614667,0,6.9166,0,0.2908555,1.215,0,3.3381,6.5364516,3.331087,5.56,0,0.6578,-1.7673998,0.676877,59.0340302,0.24376512,12.30754539,323.8776084,1.68408444,0.21762927,31.23976644,11.56374143,13.26867354,23.94644011,2862.974878,45.966556,0.78305859,18.90527163,13146.71532,341.3932053,0.04820387,116.2843021,1.20306274,0.07606855,59.39580749,81.78935089,1.07151278,,77,,1.8396,2.11,,,0,1.464598,1.035272,0.34174,2,0.98964728,0.99004588,0.01360711,0.013467982,88.407,90.288,93.753,96.03,0.000467391,98.01,0.0075373,0.01346205,2.76,2.7264,,,0.539841,0.887275,28.8025745,2.256114,1.360711,1.3515148,0.6849529,0.680293,0.27,100,100,100,27.126,66.825,100,100,42.92382,99,89.470875,100,95.457335,7,38,0.59489051,0.70437956,,8.557994,0.051094891,,8.540439,10.7,32.5,16.1,2,0.328826,21.8,21.8,61.9,70.1,0.01,14.9,0.82758621,0.81506849,14.685261,99,1.093793,33.175827,0.546896,0.546896,0,0,0.186896,0,5.734755,36.7296057,0.14935,0.1488762,2.61708,1.47609797,1.8357,1.46325209,1.52310445,1.90283019,1.9090566,1,37.741047,37.209877,99,99,1.371742,1,55.23416,84.061728,30.027548,14.530864,4.820937,9.712,3.168044,2.754821,1.37741,1,0,1.371742,1.371742,0.34174,1
C2016USTN029,TN Soil Health 2016,S2015TN119001,S2015TN119001B,E,Hicks,Cover Crop,Corn/Soybean,radish,No-Till,S2015TN119001B-2,16N01468,Ap2,5,10,1.028176669,19,50,0.20614684,0.01874062,0.01486756,517.9938436,0.280724,10.1281433,17.8617958,1.5315729,0.4199474,0,60.11260371,1.33201369,22.4974987,1.50104112,,,1.43647904,1.5354156,24.5280992,1.20918613,1.28702445,22.4474366,664.578907,0.061666,48.854836,0.508744,914.2437176,0.030833,0.1181931,0.5704099,104.7087556,1.0174879,90.2275388,98.9429907,0,0.3443015,306.474552,71.9744224,93.6808311,13.730948,4.5581403,3.3196828,,14.7887324,1.2235302,0,14.4577067,2.0406914,4.9078628,2.724323,1.071363,3.2344958,50.704365,25.767971,,,330.2873834,2.0938,0.363882,48686.51363,25685.34096,35721.73124,3910.32038,3790.020626,13878.04901,12468.77764,291992.8916,2454.281357,144.15551,4833.000982,202.160097,1.77874564,0.23648063,0.04112707,36,0.50562171,1.15278376,3052.292948,0.1239,6389.35407,0.03290654,5.58,5.1,0.149,27.6909223,0,27.6909223,1.3481205,3.6652027,2.7278376,1.0321548,1.8641979,39.2323296,,,,,,,,,,,,,,,,,,0.2513892,12.29699296,315.5954356,1.68497593,0.29107681,30.43845056,11.97836101,12.43908698,23.59871091,3087.142707,42.360879,0.75684085,19.80813198,13029.36978,366.5449825,0.04452005,113.5703385,1.12585345,0.08400203,60.29557004,66.25272284,1.08201359,,67,,1.8104,1.57,,,0,2.595832,1.75555,0.395974,3,0.9824445,0.98355711,0.022632073,0.022243133,86.718,88.561,92.15,94.769,0.000471201,96.03,0.008116267,0.01487127,1.78,1.7464,,0,,0.8340484,31.5603638,2.305568,2.2632073,2.2328766,0.9174824,0.9050266,0.22,100,100,100,26.869,64.893,100,100,42.000271,97,87.760382,100,94.110322,10,35,0.53429603,0.64620939,,7.415254,0.083032491,,7.395763,10.6,33.1,13.9,2,0.263252,22.5,20.9,61.7,71.6,0.03,12,0.84027778,0.81506849,14.910655,98,1.664817,33.212542,1.664817,1.664817,0,0,0.219741,0,5.705882,27.9151307,0.13968,0.1373714,2.627939,1.4847417,1.7928,1.45999923,1.55959797,1.89660377,1.9090566,3,38.312586,36.756498,97,97,4.103967,3,54.218534,81.872777,31.120332,14.065663,5.117566,11.439,3.73444,1.798064,1.383126,3,0,4.103967,4.103967,0.395974,3
C2016USTN029,TN Soil Health 2016,S2015TN119001,S2015TN119001B,E,Hicks,Cover Crop,Corn/Soybean,radish,No-Till,S2015TN119001B-3,16N01469,BA,10,25,1.028317028,,28,0.13059476,0.01342563,0.013547681,444.055334,0.21295,11.8065098,17.2511278,0.7193042,0.2232323,0,60.34966416,,,,,,1.54405035,1.60727204,22.8117727,,,,671.1332901,0.0411656,47.4124955,0.4939874,1094.665706,0.0411656,0.1132054,0.7718553,105.4045537,0.8233123,38.3148949,77.504559,0,0.2469937,304.5843751,42.7813639,102.6670403,16.8470274,5.1457017,1.2555512,,15.3212521,1.284368,,,,,,,,,24.98206,,,321.6063563,1.750545,0.1648,48543.80616,24679.55006,35139.74511,3776.22281,3586.613489,12946.08463,12327.87277,289989.7424,2450.101057,141.951967,4867.738146,206.753422,1.44992701,0.21594658,0.03496278,38,0.53049182,1.20662562,3919.073812,0.1328,6565.651625,0.03764022,5.96,5.38,0.091,27.3947286,0,27.3947286,1.8108736,3.6950196,2.1877028,0.8164632,1.9364833,40.7559612,,,,,,,,,,,,,,,,,,0.19311308,9.37519468,233.433026,1.24642955,0.15434877,23.76890034,8.79605787,9.38238076,16.73687175,2235.629031,34.614609,0.65312301,14.83681313,9250.446468,230.6628452,0.03491825,83.47069959,0.77822142,0.05850071,44.76316653,46.58124318,1.13380463,,73,,1.9065,1.32,,,0.537652,0.115211,0.537596,0.230422,1,0.99462404,0.99483441,0.014927574,0.014848151,88.704,90.585,94.248,96.426,0.000467391,98.208,0.007367671,0.01302879,1.45,1.4248,,0,,0.9115518,27.8755876,2.413251,1.4927574,1.4832668,0.6451791,0.6410431,0.21,99.5019,99.2094,99.7094,27.126,67.518,99,99,43.199592,99,89.767875,99,95.878233,6,36,0.55839416,0.63138686,,6.574074,0.054744526,,6.596296,10.4,31.8,,2,0.301122,21.4,,62.2,,0.02,12.7,0.72077922,0.70967742,15.994104,99,0.589623,36.307783,0.067931,0.589623,0.589623,0,0.135862,0,6.070755,26.4517599,0.1155,0.1150875,2.61708,1.56628943,1.89112,1.5464777,1.61634339,1.95886792,1.96509434,0.115211,37.741047,37.209877,99,99,1.371742,1,56.198347,84.469136,29.476584,14.123457,5.096419,9.415,3.030303,2.479339,1.101928,1,1,0,1.371742,0.230422,1
C2016USTN029,TN Soil Health 2016,S2015TN119001,S2015TN119001C,F,Hicks,No Cover Crop,Corn/Soybean,,No-Till,S2015TN119001C-1,16N01470,Ap1,0,5,1.020470281,10,35,0.15293971,0.01853815,0.005406959,514.9349436,0.114791,7.037824,13.6012102,1.7533679,0.3409327,0,59.75503753,1.272362,27.3062607,1.20216547,,,1.44820516,1.60754718,23.4369258,1.27422151,1.35551969,26.5862749,507.0180855,0.1021287,50.7784051,0.5106437,629.7359687,0.0612772,0.6638368,1.1336289,91.834155,1.1132032,108.2973064,238.4603742,0,0.7149011,102.0776667,56.8550646,195.178218,13.2358835,4.0749364,3.9319561,,11.2285337,0.4219645,0,8.8790892,3.2876045,2.7295235,3.1759883,2.6382012,2.4555565,49.2015586,24.520795,0.1830118,3.2695483,100.8423913,2.34885,-0.996658,38761.27069,4282.857643,28768.43996,2447.25305,3012.573176,2556.679099,9629.481061,337503.6597,1892.052928,71.753347,5337.706548,251.085692,1.36743018,0.18368465,0.01428658,26,0.24433005,0.82198383,3411.603267,0.0872,1502.908928,0.01427763,5.35,4.9,0.158,18.8909852,0,18.8909852,3.644239,1.7179984,2.61344,4.019075,2.1865434,38.9522084,,,,,,,,,,,,,,,,,,0.25246964,9.17262239,223.6165082,1.35920123,0.16508806,30.15102676,14.87289605,8.85975964,18.98879285,2641.101947,39.31153,0.69090523,15.9503986,2137.679006,515.3273076,0.04939402,44.79956193,0.78847115,0.02566452,47.07270531,40.12597099,0.65532197,,67,,1.8081,1.22,,,0.545338,1.40879,2.067367,1.40879,3,0.97932633,0.98133728,0.035506012,0.034796168,83.323,85.457,87.106,89.628,0.000702254,93.12,0.013744121,0.022764,1.37,1.3568,,0,,1.0354498,32.4156017,1.643968,3.5506012,3.5039101,2.027577,2.0005283,0.16,99.5019,99.2094,99.7094,18.333,56.163,99,98.5038,33.38707,97,84.529969,98,88.993717,11,34,0.59259259,0.71957672,,7.391304,0.19047619,,7.357609,14.1,42.1,14.3,2,0.114221,28,27.6,67,76.8,0,9.1,0.82758621,0.80272109,10.173696,98,1.664817,36.065483,0.554939,1.664817,0.554939,0,0.554939,0,7.5899,26.2457922,0.1769,0.1739598,2.7127,1.54142857,1.7893,1.4699694,1.6291813,1.90283019,1.91528302,1,23.304562,22.439412,97,97,3.671971,3,48.088779,79.547124,34.525277,16.740514,2.096178,14.543,3.205919,4.438964,4.932182,3,1,2.44798,3.671971,1,3
C2016USTN029,TN Soil Health 2016,S2015TN119001,S2015TN119001C,F,Hicks,No Cover Crop,Corn/Soybean,,No-Till,S2015TN119001C-2,16N01471,Ap2,5,10,1.019851363,4,20,0.09135314,0.00830483,0.006643864,439.8719936,0.068055,10.4955931,15.6023207,0.7939929,0.1736859,0,60.92058475,1.38563805,21.092442,1.49589621,,,1.50405424,1.58706118,21.8067252,1.30232479,1.36398761,24.1562783,440.5872295,0,44.6593566,0.4903132,930.879955,0.0306446,0.6333212,0.8886926,71.5346464,0.9601966,41.400817,172.8456021,0,0.429024,54.1796037,31.1246705,233.8895899,11.0626906,5.8224687,0.9499817,,10.786802,0.2615919,0,9.7754417,4.079189,1.9584166,2.5063674,2.3947478,2.1309196,47.288699,20.853455,,,59.5660887,2.271275,-0.555818,38410.668,4718.1404,28677.88276,2283.416606,3032.011983,2297.452821,9539.287828,341185.4787,1912.801601,75.485318,5349.59157,237.507065,1.16263055,0.1529777,0.01121836,23,0.24259802,0.85228234,3095.729295,0.0908,1204.485334,0.01987986,6.26,5.72,0.097,19.7357389,0,19.7357389,3.8919769,1.4594914,2.3082736,3.8505729,1.9666905,41.3411794,,,,,,,,,,,,,,,,,,0.27206875,9.30088324,223.942432,1.3864182,0.1618193,31.22065722,14.92378885,8.81347128,18.73097539,2627.274862,35.009762,0.70444767,16.1586214,2202.055541,463.0782629,0.06306748,44.93070691,0.83403241,0.04048727,47.67995708,45.38514474,0.66873919,,74,,1.8513,1.07,,,0.644196,0.901874,2.2452,2.14732,4,0.977548,0.97869727,0.019612822,0.019178781,82.944,84.864,86.304,88.512,0.000675764,92.256,0.012165503,0.02111205,1.16,1.1516,,0,,1.0163817,31.241767,1.704565,1.9612822,1.9235468,1.0989891,1.0776692,0.14,99.5019,99.2094,99.7094,18.912,58.56,99,98.0076,34.689525,96,84.029933,97,87.956688,10,32,0.54822335,0.79187817,,7.51634,0.101522843,,7.546405,13.6,39,13.1,2,0.159039,25.4,29.8,66.7,77.1,0,11.5,0.76666667,0.73202614,10.813036,98,2.287021,36.610635,0.571755,2.287021,0.571755,0,1.143511,0,7.464837,22.9515807,0.165,0.161568,2.49066,1.54997476,1.827,1.5264977,1.61585366,1.93396226,1.95264151,1,24.533001,23.319359,96,96,4.932182,4,51.43213,78.954377,31.631382,16.098644,1.867995,15.136,2.864259,4.856787,4.856787,4,1,3.699137,4.932182,2,4
C2016USTN029,TN Soil Health 2016,S2015TN119001,S2015TN119001C,F,Hicks,No Cover Crop,Corn/Soybean,,No-Till,S2015TN119001C-3,16N01472,BA,10,20,1.017971206,,241,0.95630022,0.07101239,0.013571257,1025.29474,0.383376,12.122061,15.4409923,4.3328854,1.0268688,0,61.58237851,,,,,,1.51965284,1.61337939,21.825459,,,,363.97141,0.1627452,39.9850993,0.4935167,1009.952404,0.0457884,0.8954567,1.2770738,91.37194,1.7348923,237.1421252,236.4755127,0,0.5240355,177.2591145,169.8277824,185.4820191,8.1914011,5.097973,6.4716604,,12.1975806,0.8897068,,,,,,,,,36.864137,,,173.0754644,1.940325,-0.66794,36192.05143,5309.991285,23659.00168,2954.726576,2153.970066,2289.540417,10275.37692,226939.1021,1947.925568,76.967785,5259.041826,237.056991,2.79942082,0.30539136,0.02850319,20,0.20133626,0.67978385,1988.312952,0.1107,1311.973428,0.01722161,6.61,6.3,0.39,20.8753466,0,20.8753466,2.2550469,1.5645062,1.7910899,1.4458195,2.0500426,44.6091432,0,5.2659667,0,4.6935,0,0.260686,0.788,0,3.0001,0.0249161,0.1730239,6.59,0,1.0462,-1.8356998,2.0237477,58.7558265,0.2312565,7.62945277,260.8948546,1.17650111,0.14756559,27.79805759,11.33136743,9.12975322,16.35473344,1906.920999,33.798253,0.62406061,13.97598017,2136.613025,351.3610101,0.05592806,50.92411017,0.84676696,0.02907052,43.36828931,53.88829747,0.54122819,,100,,1.8634,1.84,,,0,1.779046,1.988239,1.445475,3,0.98011761,0.98125099,0.019359628,0.018982697,88.076,90.113,91.665,93.411,0.000622726,95.642,0.009731254,0.01656985,2.8,2.7544,,,0.698518,1.0917501,26.6085777,1.359568,1.9359628,1.911289,0.8696089,0.8584111,0.24,100,100,100,20.273,63.535,100,99.5038,37.48868,97,89.228107,99,92.971881,10,32,0.58373206,0.73684211,,9.016393,0.090909091,,9.027541,9.2,34.5,,1,0.137773,25.3,,69.9,,0.02,17.4,0.74342105,0.72077922,11.769521,98,1.741655,39.363135,1.161103,1.741655,0,0,0.580552,0,5.180842,40.499327,0.14592,0.1434048,2.654867,1.5632,1.85136,1.53969649,1.6291813,1.94641509,1.95886792,2,26.42225,25.436637,97,97,3.764115,3,56.384324,85.072773,31.984829,11.196989,2.022756,9.887,2.275601,2.907712,1.769912,3,0,3.764115,3.764115,1,3
