"sampled_taxon_name","pedlabsampnum1","labsampnum1","correlated_taxon_name","user_pedon_id","user_site_id","latitude_decimal_degrees","longitude_decimal_degrees","hzn_top","hzn_bot","hzn_desgn","tex_psda","sand_tot_psa","silt_tot_psa","clay_tot_psa","co3_cly","silt_f_psa","silt_c_psa","sand_vf_psa","sand_f_psa","sand_m_psa","sand_vc_psa","sand_c_psa","wf_25","wf_520","wf_2075","wf_0175","wpg2","c_tot","n_tot","s_tot","oc","c_n_ra","base_sum","al_kcl","cec_nh4","ecec","al_sat","ca_nh4","mg_nh4","na_nh4","k_nh4","acid_tea","base_sum_calc","cec_sum","ESP_calc","ph_h2o","ph_cacl2","ph_naf","gypl20","caco3","ec_12pre","sar","na_exch","p_olsn","p_nz","NCSS_Layer_labsampnum","hzn_master","db_13b","db_od","COLEws","w15l2","w15cly","cec7_cly","wrd_ws13","LEP","w15bfm","w3cld","w10cld","final_oc","est_OM","Calc_Clay","basesat8_2","basesat7","abgll","abgpi","w3rec","w10l2","w5bl2","mlra_code","ssa_code","county_code","vf52","vf205","vf7520","vf25075","vf250u","vf752","wrd_l2","Major_Elements_labsampnum","Major_Elements_result_source_key","al_mjelm","ca_mjelm","fe_mjelm","k_mjelm","mg_mjelm","mn_mjelm","na_mjelm","p_mjelm","si_mjelm","sr_mjelm","ti_mjelm","zr_mjelm","Trace_Elements_Tier_1_result_source_key","Trace_Elements_Tier_1_prep_code","ag_trelm","as_trelm","ba_trelm","be_trelm","cd_trelm","co_trelm","cr_trelm","cu_trelm","hg_trelm","mn_trelm","mo_trelm","Trace_Elements_Tier_2_result_source_key","Trace_Elements_Tier_2_prep_code","ni_trelm","p_trelm","pb_trelm","sb_trelm","se_trelm","sn_trelm","sr_trelm","tl_trelm","v_trelm","w_trelm","zn_trelm"
"Riverhead","98P0065","98P00473","Riverhead","S1997NY081005","S1997NY081005",40.68,-73.77,130.00,200.00,"2C2","cos",98.10,1.30,0.60,,0.70,0.60,0.30,3.30,36.30,18.70,39.50,12.00,6.00,0.00,98.00,18.00,,,,0.03,,1.50,0.00,0.70,,,0.00,0.00,0.80,0.70,1.00,1.50,2.50,114.28,5.20,4.90,,,,,,,,,"98P00473","C",,,,0.90,,,,,,,,0.02,0.05,,60.00,100.00,,,,,,"149B","NY081","NY081",7.00,4.00,0.00,0.00,0.00,11.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hooksan","98P0066","98P00474","Hooksan","S1997NY081006","S1997NY081006",40.56,-73.89,0.00,8.00,"A","fs",98.70,1.10,0.20,,0.60,0.50,4.00,71.80,22.50,0.10,0.30,0.00,0.00,0.00,95.00,0.00,0.20,0.03,,0.23,7.00,0.40,0.10,0.40,0.50,20.00,0.00,0.20,0.00,0.20,0.70,0.40,1.10,0.00,4.40,4.10,,,,,,,,,"98P00474","A",,,,1.00,,,,,,,,0.20,0.34,,36.00,100.00,,,,,,"149B","NY081","NY081",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,150149,"S",,,,,0.00,1.10,22.20,18.78,2.00,83.68,,150149,"S",5.29,126.41,103.65,,,,,,,,9.72
"Hooksan","98P0066","98P00475","Hooksan","S1997NY081006","S1997NY081006",40.56,-73.89,8.00,73.00,"C1","fs",98.90,1.10,0.00,,0.40,0.70,3.80,71.20,23.60,0.00,0.30,0.00,0.00,0.00,95.00,0.00,0.03,2.0e-03,,0.09,47.00,0.20,0.20,1.00,0.40,50.00,0.00,0.10,0.10,0.00,0.90,0.20,1.10,10.00,5.00,4.50,,,,,,,,,"98P00475","C",,,,0.50,,,,,,,,0.02,0.05,,18.00,20.00,,,,,,"149B","NY081","NY081",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hooksan","98P0066","98P00476","Hooksan","S1997NY081006","S1997NY081006",40.56,-73.89,73.00,200.00,"C2","fs",98.30,1.60,0.10,,0.50,1.10,2.00,59.00,35.80,0.00,1.50,0.00,0.00,0.00,96.00,0.00,0.02,0.01,,0.05,3.00,0.60,,0.90,,,0.50,0.10,0.00,0.00,1.00,0.60,1.60,0.00,5.80,5.20,,,,,,,,,"98P00476","C",,,,0.40,,,,,,,,0.01,0.03,,38.00,67.00,,,,,,"149B","NY081","NY081",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gravesend","98P0067","98P00477","Gravesend","S1997NY081008","S1997NY081008",40.64,-73.84,0.00,5.00,"A1","cos",89.60,7.50,2.90,,3.90,3.60,3.00,18.50,40.80,5.80,21.50,3.00,2.00,0.00,87.00,5.00,,,,3.68,,6.40,0.00,13.30,,,4.10,2.30,0.00,0.00,7.30,6.40,13.70,0.00,5.40,5.00,,,,,,,,,"98P00477","A",,,,11.20,3.86,4.59,,,,,,3.68,6.34,,47.00,48.00,,,,,,"149B","NY081","NY081",2.00,1.00,0.00,0.00,0.00,3.00,,,,,,,,,,,,,,,,150152,"S",,,,,1.82,3.55,73.26,80.17,538.00,143.75,,150152,"S",23.35,676.37,125.88,,,,,,,,228.61
"Gravesend","98P0067","98P00478","Gravesend","S1997NY081008","S1997NY081008",40.64,-73.84,5.00,20.00,"A2","cos",90.90,6.60,2.50,,3.70,2.90,3.60,22.30,39.80,5.10,20.10,3.00,2.00,0.00,88.00,5.00,,,,1.20,,5.50,,4.40,,,2.60,1.70,0.10,1.10,2.40,5.50,7.90,2.27,5.90,5.40,,,,,,,,,"98P00478","A",,,,2.70,1.08,1.76,,,,,,1.20,2.06,,70.00,100.00,,,,,,"149B","NY081","NY081",2.00,1.00,0.00,0.00,0.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gravesend","98P0067","98P00479","Gravesend","S1997NY081008","S1997NY081008",40.64,-73.84,20.00,50.00,"C1","cos",93.90,4.40,1.70,,2.80,1.60,2.30,17.30,41.00,8.30,25.00,3.00,2.00,0.00,92.00,5.00,,,,0.78,,2.00,0.10,1.90,2.10,5.00,1.50,0.40,0.00,0.10,1.50,2.00,3.50,0.00,4.80,4.60,,,,,,,,,"98P00479","C",,,,1.90,1.12,1.12,,,,,,0.77,1.34,,57.00,100.00,,,,,,"149B","NY081","NY081",2.00,1.00,0.00,0.00,0.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHATFIELD","98P0351","98P02065","Chatfield","S1998NY005001","S1998NY005001",40.87,-73.78,0.00,0.00,"L",,,,,,,,,,,,,0.00,0.00,0.00,,,33.18,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,"98P02065","L",,,,95.40,,,,,,,,33.18,57.20,,,,,,,,,"144A","NY005","NY005",,,,,,,,,,,,,,,,,,,,,,151736,"S",,,,,0.38,6.75,34.77,71.52,158.00,617.44,,151736,"S",43.89,810.30,41.86,,,,,,,,99.25
"CHATFIELD","98P0351","98P02066","Chatfield","S1998NY005001","S1998NY005001",40.87,-73.78,0.00,10.00,"Ap1","l",45.20,43.00,11.80,,20.80,22.20,10.00,13.30,12.70,2.00,7.20,1.00,2.00,0.00,37.00,3.00,9.38,0.69,,,,8.20,2.50,22.00,10.70,23.00,5.20,1.50,0.10,1.40,23.10,8.19,31.30,0.45,4.20,4.00,,,,,,,,,"98P02066","A",,,,18.40,1.56,1.86,,,,,,9.38,16.17,,26.00,37.00,,,,,,"144A","NY005","NY005",1.00,1.00,0.00,0.00,0.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHATFIELD","98P0351","98P02067","Chatfield","S1998NY005001","S1998NY005001",40.87,-73.78,10.00,25.00,"Ap2","l",48.20,41.60,10.20,,20.10,21.50,10.20,13.10,12.70,4.20,8.00,,,,,,2.42,0.19,,,,2.40,3.40,10.70,5.80,59.00,1.90,0.10,0.00,0.40,12.90,2.40,15.30,0.00,4.20,4.00,,,,,,,,,"98P02067","A",1.32,1.38,0.00,7.40,0.73,1.05,0.22,0.00,,24.00,26.20,2.42,4.17,,16.00,22.00,,,,,,"144A","NY005","NY005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHATFIELD","98P0351","98P02068","Chatfield","S1998NY005001","S1998NY005001",40.87,-73.78,25.00,48.00,"Bw1","l",44.30,43.80,11.80,,21.10,22.80,9.20,11.80,10.90,4.90,7.50,,,,,,0.53,0.06,,,,1.20,2.40,6.70,3.60,67.00,0.30,0.10,0.00,0.80,6.40,1.20,7.60,0.00,4.60,4.10,,,,,,,,,"98P02068","B",1.50,1.54,0.00,6.00,0.51,0.57,0.19,0.00,,18.90,20.40,0.52,0.91,,16.00,18.00,,,,,,"144A","NY005","NY005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHATFIELD","98P0351","98P02069","Chatfield","S1998NY005001","S1998NY005001",40.87,-73.78,48.00,79.00,"Bw2","l",42.20,45.60,12.10,,22.30,23.40,10.20,10.90,9.80,4.00,7.30,,,,,,0.08,0.04,,,,1.40,1.20,7.40,2.60,46.00,0.00,0.70,0.00,0.70,4.80,1.39,6.20,0.00,5.20,4.30,,,,,,,,,"98P02069","B",1.66,1.70,0.00,6.40,0.53,0.61,0.18,0.00,,17.00,18.10,0.07,0.13,,23.00,19.00,,,,,,"144A","NY005","NY005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHATFIELD","98P0351","98P02070","Chatfield","S1998NY005001","S1998NY005001",40.87,-73.78,79.00,97.00,"2BC","sl",67.00,21.80,11.20,,15.00,6.80,8.30,16.40,18.30,7.90,16.10,,,,,,0.03,0.03,,,,4.00,2.60,9.20,6.60,39.00,2.10,1.00,0.00,0.90,5.20,4.00,9.20,0.00,4.90,4.10,,,,,,,,,"98P02070","BC",1.67,1.74,0.00,5.30,0.47,0.82,0.18,0.00,,16.00,17.60,0.02,0.05,,43.00,43.00,,,,,,"144A","NY005","NY005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SUTTON","98P0352","98P02071","Wapping","S1998NY005002","S1998NY005002",40.88,-73.80,0.00,0.00,"L",,,,,,,,,,,,,0.00,0.00,0.00,,,36.29,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,"98P02071","L",,,,79.90,,,,,,,,36.29,62.56,,,,,,,,,"144A","NY005","NY005",,,,,,,,,,,,,,,,,,,,,,151742,"S",,,,,2.06,4.21,48.60,40.32,224.00,1541.14,,151742,"S",57.08,1054.61,51.90,,,,,,,,153.56
"SUTTON","98P0352","98P02072","Wapping","S1998NY005002","S1998NY005002",40.88,-73.80,0.00,15.00,"A","sil",33.90,52.80,13.30,,24.60,28.20,10.70,9.40,8.00,1.50,4.30,1.00,1.00,0.00,25.00,2.00,4.94,0.36,,,,4.60,3.50,18.30,8.10,43.00,2.80,0.90,0.00,0.90,21.90,4.59,26.50,0.00,4.20,4.00,,,,,,,,,"98P02072","A",1.01,1.12,0.03,14.10,1.06,1.38,0.29,3.50,,42.90,46.70,4.94,8.51,,17.00,25.00,,,,,,"144A","NY005","NY005",1.00,1.00,0.00,0.00,0.00,1.00,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SUTTON","98P0352","98P02073","Wapping","S1998NY005002","S1998NY005002",40.88,-73.80,15.00,30.00,"AB","sil",,,14.50,,26.80,,10.20,7.80,6.40,1.10,2.60,,,,0.00,,2.28,0.16,,,,1.60,3.50,11.40,5.10,69.00,0.80,0.10,0.00,0.70,14.30,1.60,15.90,0.00,4.30,4.00,,,,,,,,,"98P02073","AB",1.19,1.28,0.00,8.20,0.57,0.79,0.33,0.00,,36.30,39.60,2.27,3.93,,10.00,14.00,,,,,,"144A","NY005","NY005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SUTTON","98P0352","98P02074","Wapping","S1998NY005002","S1998NY005002",40.88,-73.80,30.00,50.00,"Bw1","sil",27.60,60.20,12.20,,28.60,31.60,10.80,7.20,6.10,0.70,2.80,0.00,0.00,0.00,17.00,0.00,0.78,0.07,,,,1.20,2.80,7.20,4.00,70.00,0.40,0.10,0.00,0.70,9.10,1.20,10.30,0.00,4.50,4.10,,,,,,,,,"98P02074","B",1.39,1.45,0.01,5.50,0.45,0.59,0.28,1.40,,25.80,28.00,0.77,1.34,,12.00,17.00,,,,,,"144A","NY005","NY005",0.00,0.00,0.00,0.00,0.00,0.00,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SUTTON","98P0352","98P02075","Wapping","S1998NY005002","S1998NY005002",40.88,-73.80,50.00,75.00,"Bw2","sil",31.20,56.00,12.80,,26.20,29.80,12.70,8.70,6.90,0.50,2.40,0.00,0.00,0.00,19.00,0.00,0.11,0.03,,,,4.60,1.10,7.10,5.70,19.00,2.50,1.70,0.00,0.40,5.80,4.59,10.40,0.00,4.80,4.20,,,,,,,,,"98P02075","B",1.61,1.68,0.01,6.10,0.48,0.55,0.22,1.40,,19.50,21.00,0.10,0.18,,44.00,65.00,,,,,,"144A","NY005","NY005",0.00,0.00,0.00,0.00,0.00,0.00,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SUTTON","98P0352","98P02076","Wapping","S1998NY005002","S1998NY005002",40.88,-73.80,75.00,107.00,"Bg","sil",37.30,52.50,10.20,,19.10,33.40,16.30,10.10,8.00,0.40,2.50,0.00,0.00,0.00,21.00,0.00,0.02,0.02,,,,8.00,0.50,9.10,8.50,6.00,3.60,4.20,0.00,0.20,2.60,8.00,10.60,0.00,5.30,4.50,,,,,,,,,"98P02076","B",1.72,1.73,2.0e-03,4.70,0.46,0.89,0.21,0.20,,16.80,18.40,0.01,0.03,,75.00,88.00,,,,,,"144A","NY005","NY005",0.00,0.00,0.00,0.00,0.00,0.00,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SUTTON","98P0352","98P02077","Wapping","S1998NY005002","S1998NY005002",40.88,-73.80,107.00,150.00,"C","fsl",52.00,41.10,6.90,,11.50,29.60,21.00,12.90,13.10,0.50,4.50,0.00,0.00,0.00,31.00,0.00,0.02,,,,,7.90,0.40,9.00,8.30,5.00,3.80,3.90,0.00,0.20,2.60,7.90,10.50,0.00,5.20,4.50,,,,,,,,,"98P02077","C",1.48,1.55,0.01,4.30,0.62,1.30,0.25,1.60,,21.10,24.10,0.01,0.03,,75.00,88.00,,,,,,"144A","NY005","NY005",0.00,0.00,0.00,0.00,0.00,0.00,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VERAZANO","98P0353","98P02078","Verrazano","S1998NY081001","S1998NY081001",40.56,-73.87,0.00,8.00,"A","sl",56.70,33.50,9.80,,17.60,15.90,6.50,18.40,22.90,1.20,7.70,0.00,0.00,0.00,50.00,0.00,5.22,0.36,,,,4.40,1.60,13.40,6.00,27.00,2.00,1.50,0.20,0.70,15.30,4.40,19.70,1.49,4.40,4.20,,,,,,,,,"98P02078","A",1.13,1.25,0.03,12.10,1.23,1.37,0.23,3.40,,32.60,,5.21,8.99,,22.00,33.00,,,,,,"149B","NY081","NY081",0.00,0.00,0.00,0.00,0.00,0.00,0.23,,,,,,,,,,,,,,,151749,"S",,,,,0.22,5.45,30.22,31.08,372.00,540.99,,151749,"S",18.66,1140.68,73.53,,,,,,,,109.53
"VERAZANO","98P0353","98P02079","Verrazano","S1998NY081001","S1998NY081001",40.56,-73.87,8.00,42.00,"Bw","sl",56.40,33.30,10.30,,18.40,14.90,7.40,17.50,21.40,2.60,7.50,3.00,3.00,0.00,52.00,6.00,2.32,0.14,,,,1.60,2.50,9.70,4.10,61.00,0.50,0.50,0.20,0.40,13.10,1.60,14.70,2.06,4.60,4.10,,,,,,,,,"98P02079","B",1.29,1.36,0.01,5.90,0.57,0.94,0.21,1.70,,23.00,,2.31,3.99,,11.00,16.00,,,,,,"149B","NY081","NY081",2.00,2.00,0.00,0.00,0.00,3.00,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VERAZANO","98P0353","98P02080","Verrazano","S1998NY081001","S1998NY081001",40.56,-73.87,42.00,60.00,"BC","l",,,10.90,,21.50,,5.50,8.50,17.90,3.20,12.10,,,,0.00,,1.73,0.12,,,,3.90,1.10,7.40,5.00,22.00,2.80,0.70,0.10,0.30,7.20,3.90,11.10,1.35,5.20,4.60,,,,,,,,,"98P02080","BC",1.41,1.46,0.00,5.10,0.47,0.68,0.22,0.00,,20.70,,1.73,2.98,,35.00,53.00,,,,,,"149B","NY081","NY081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VERAZANO","98P0353","98P02081","Verrazano","S1998NY081001","S1998NY081001",40.56,-73.87,60.00,153.00,"2C1","s",98.90,0.90,0.20,,0.00,0.90,1.10,49.60,45.60,0.30,2.30,1.00,1.00,0.00,98.00,2.00,0.42,0.03,,,,2.10,,0.60,,,1.80,0.10,0.00,0.20,0.10,2.09,2.20,0.00,6.00,5.50,,,,,,,,,"98P02081","C",,,,0.50,,,,,,,,0.41,0.72,,95.00,100.00,,,,,,"149B","NY081","NY081",1.00,1.00,0.00,0.00,0.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VERAZANO","98P0353","98P02082","Verrazano","S1998NY081001","S1998NY081001",40.56,-73.87,153.00,,"2C2","s",99.60,0.40,0.00,,0.20,0.20,0.40,30.00,62.50,0.70,6.00,0.00,0.00,0.00,99.00,0.00,0.05,,,,,2.40,,0.60,,,1.90,0.20,0.10,0.20,0.00,2.40,2.40,16.66,6.30,5.90,,,,,,,,,"98P02082","C",,,,0.60,,,,,,,,0.05,0.08,,100.00,100.00,,,,,,"149B","NY081","NY081",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BIGAPPLE","98P0354","98P02083","Bigapple","S1998NY047001","S1998NY047001",40.59,-73.89,0.00,9.00,"A","cos",95.70,3.40,0.90,,2.00,1.40,3.10,20.20,46.10,5.10,21.20,0.00,0.00,0.00,93.00,0.00,1.86,,,,,2.50,0.50,3.40,3.00,17.00,1.90,0.30,0.00,0.30,4.10,2.50,6.60,0.00,4.10,3.80,,,,,,,,,"98P02083","A",,,,3.20,,,,,,,,1.86,3.20,,38.00,74.00,,,,,,"149B","NY047","NY047",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,151754,"S",,,,,0.04,2.41,21.21,14.15,50.00,116.66,,151754,"S",14.95,259.68,62.58,,,,,,,,21.39
"BIGAPPLE","98P0354","98P02084","Bigapple","S1998NY047001","S1998NY047001",40.59,-73.89,9.00,21.00,"E","s",96.20,2.80,1.00,,1.10,1.70,2.60,21.20,51.30,2.70,18.40,0.00,0.00,0.00,94.00,0.00,0.32,,,,,0.40,0.80,1.90,1.20,67.00,0.00,0.10,0.00,0.30,1.50,0.40,1.90,0.00,4.20,4.00,,,,,,,,,"98P02084","E",,,,1.50,1.50,1.90,,,,,,0.31,0.55,,21.00,21.00,,,,,,"149B","NY047","NY047",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BIGAPPLE","98P0354","98P02085","Bigapple","S1998NY047001","S1998NY047001",40.59,-73.89,21.00,39.00,"Bw","s",97.50,1.50,1.00,,0.00,1.50,1.70,15.90,51.40,3.70,24.80,1.00,0.00,0.00,96.00,1.00,0.12,,,,,1.90,0.70,1.30,2.60,27.00,1.40,0.10,0.00,0.40,1.10,1.89,3.00,0.00,4.50,4.30,,,,,,,,,"98P02085","B",,,,1.10,1.10,1.30,,,,,,0.11,0.20,,63.00,100.00,,,,,,"149B","NY047","NY047",1.00,0.00,0.00,0.00,0.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BIGAPPLE","98P0354","98P02086","Bigapple","S1998NY047001","S1998NY047001",40.59,-73.89,39.00,70.00,"BC","cos",97.30,1.60,1.10,,0.50,1.10,1.80,14.00,43.70,10.70,27.10,5.00,0.00,0.00,96.00,5.00,0.07,,,,,0.50,0.20,1.10,0.70,29.00,0.00,0.10,0.00,0.40,0.80,0.50,1.30,0.00,4.90,4.50,,,,,,,,,"98P02086","BC",,,,0.70,0.64,1.00,,,,,,0.07,0.12,,38.00,45.00,,,,,,"149B","NY047","NY047",3.00,0.00,0.00,0.00,0.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BIGAPPLE","98P0354","98P02087","Bigapple","S1998NY047001","S1998NY047001",40.59,-73.89,70.00,107.00,"C1","cos",98.00,1.70,0.30,,0.40,1.30,4.20,22.30,44.60,4.20,22.70,1.00,0.00,0.00,94.00,1.00,0.04,,,,,1.50,0.30,1.00,1.80,17.00,1.50,0.00,0.00,0.00,0.90,1.50,2.40,0.00,4.80,4.40,,,,,,,,,"98P02087","C",,,,0.60,,,,,,,,0.03,0.06,,63.00,100.00,,,,,,"149B","NY047","NY047",1.00,0.00,0.00,0.00,0.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BIGAPPLE","98P0354","98P02088","Bigapple","S1998NY047001","S1998NY047001",40.59,-73.89,107.00,121.00,"C2","s",97.80,1.60,0.60,,0.20,1.40,2.80,27.00,48.80,4.10,15.10,1.00,0.00,0.00,95.00,1.00,0.02,,,,,0.50,0.20,0.90,0.70,29.00,0.00,0.10,0.00,0.40,0.70,0.50,1.20,0.00,4.90,4.40,,,,,,,,,"98P02088","C",,,,0.90,,,,,,,,0.01,0.03,,42.00,56.00,,,,,,"149B","NY047","NY047",1.00,0.00,0.00,0.00,0.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BIGAPPLE","98P0354","98P02089","Bigapple","S1998NY047001","S1998NY047001",40.59,-73.89,121.00,,"C3","s",99.10,0.80,0.10,,0.00,0.80,1.20,21.60,52.90,4.50,18.90,1.00,1.00,0.00,98.00,2.00,0.00,,,,,2.30,,0.90,,,1.90,0.10,0.00,0.30,0.00,2.29,2.30,0.00,6.20,5.80,,,,,,,,,"98P02089","C",,,,0.70,,,,,,,,0.00,0.00,,100.00,100.00,,,,,,"149B","NY047","NY047",1.00,1.00,0.00,0.00,0.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HOLLIS","98P0355","98P02090","Hollis","S1998NY061001","S1998NY061001",40.87,-73.92,0.00,5.00,"A","sl",45.60,49.60,4.80,,21.70,27.90,21.50,13.80,6.60,0.90,2.80,1.00,0.00,0.00,25.00,1.00,20.27,0.64,,,,1.30,6.10,31.90,7.40,82.00,0.20,0.40,0.00,0.70,35.50,1.29,36.80,0.00,4.10,3.50,,,,,,,,,"98P02090","A",0.44,0.55,0.07,18.50,3.85,6.65,0.41,7.69,,112.00,118.50,20.27,34.94,,4.00,4.00,,,,,,"144A","NY061","NY061",1.00,0.00,0.00,0.00,0.00,1.00,0.41,,,,,,,,,,,,,,,151761,"S",,,,,0.26,5.00,38.68,110.04,774.00,61.31,,151761,"S",43.35,685.20,425.09,,,,,,,,81.15
"HOLLIS","98P0355","98P02091","Hollis","S1998NY061001","S1998NY061001",40.87,-73.92,5.00,13.00,"BE","sil",,,12.70,,18.70,,20.40,7.40,3.00,1.30,2.20,,,,0.00,,1.50,0.08,,,,2.20,2.90,7.80,5.10,57.00,1.80,0.00,0.00,0.40,9.80,2.20,12.00,0.00,4.40,4.10,,,,,,,,,"98P02091","BE",1.23,1.30,0.00,6.00,0.47,0.61,0.25,0.00,,26.70,29.00,1.50,2.58,,18.00,28.00,,,,,,"144A","NY061","NY061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HOLLIS","98P0355","98P02092","Hollis","S1998NY061001","S1998NY061001",40.87,-73.92,13.00,38.00,"Bw","sil",36.80,50.20,13.00,,17.90,32.30,21.20,8.20,3.60,1.30,2.50,1.00,2.00,0.00,18.00,3.00,0.85,0.05,,,,2.00,2.70,8.10,4.70,57.00,1.70,0.00,0.00,0.30,8.20,2.00,10.20,0.00,4.40,4.10,,,,,,,,,"98P02092","B",1.21,1.27,0.01,5.90,0.45,0.62,0.28,1.60,,29.50,30.80,0.85,1.46,,20.00,25.00,,,,,,"144A","NY061","NY061",1.00,1.00,0.00,0.00,0.00,1.00,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MONTAUK","98P0356","98P02093","Montauk","S1998NY081002","S1998NY081002",40.75,-73.75,0.00,0.00,"L",,,,,,,,,,,,,0.00,0.00,0.00,,,42.95,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,"98P02093","L",,,,128.50,,,,,,,,42.95,74.04,,,,,,,,,"149B","NY081","NY081",,,,,,,,,,,,,,,,,,,,,,151764,"S",,,,,0.99,1.45,11.54,51.15,104.00,1249.77,,151764,"S",15.46,883.80,32.17,,,,,,,,165.57
"MONTAUK","98P0356","98P02094","Montauk","S1998NY081002","S1998NY081002",40.75,-73.75,0.00,10.00,"Ap","l",40.50,47.40,12.10,,25.90,21.50,9.00,11.70,12.50,1.40,5.90,1.00,1.00,0.00,33.00,2.00,3.40,0.20,,,,2.80,3.40,11.20,6.20,55.00,2.60,0.20,0.00,0.00,15.00,2.79,17.80,0.00,4.10,3.90,,,,,,,,,"98P02094","A",1.05,1.12,0.02,8.80,0.73,0.93,0.33,2.19,,40.90,42.70,3.40,5.86,,16.00,25.00,,,,,,"149B","NY081","NY081",1.00,1.00,0.00,0.00,0.00,1.00,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MONTAUK","98P0356","98P02095","Montauk","S1998NY081002","S1998NY081002",40.75,-73.75,10.00,34.00,"BA","l",42.20,46.30,11.50,,25.90,20.40,8.70,11.90,13.10,2.80,5.70,2.00,2.00,0.00,36.00,4.00,0.86,0.08,,,,2.80,2.50,6.90,5.30,47.00,2.00,0.00,0.00,0.80,7.90,2.79,10.70,0.00,4.30,4.00,,,,,,,,,"98P02095","BA",1.45,1.49,9.0e-03,5.20,0.45,0.60,0.23,0.89,,21.60,23.40,0.86,1.48,,26.00,41.00,,,,,,"149B","NY081","NY081",1.00,1.00,0.00,0.00,0.00,2.00,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MONTAUK","98P0356","98P02096","Montauk","S1998NY081002","S1998NY081002",40.75,-73.75,34.00,65.00,"Bw1","l",42.30,42.70,15.00,,29.20,13.50,8.30,12.10,12.90,3.00,6.00,3.00,3.00,0.00,38.00,6.00,0.32,0.05,,,,0.70,3.40,8.40,4.10,83.00,0.20,0.10,0.00,0.40,8.40,0.69,9.10,0.00,4.30,3.90,,,,,,,,,"98P02096","B",1.56,1.62,0.01,7.60,0.51,0.56,0.19,1.20,,20.20,21.30,0.31,0.55,,8.00,8.00,,,,,,"149B","NY081","NY081",2.00,2.00,0.00,0.00,0.00,4.00,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
