"sampled_taxon_name","pedlabsampnum1","labsampnum1","correlated_taxon_name","user_pedon_id","user_site_id","latitude_decimal_degrees","longitude_decimal_degrees","hzn_top","hzn_bot","hzn_desgn","tex_psda","sand_tot_psa","silt_tot_psa","clay_tot_psa","co3_cly","silt_f_psa","silt_c_psa","sand_vf_psa","sand_f_psa","sand_m_psa","sand_vc_psa","sand_c_psa","wf_25","wf_520","wf_2075","wf_0175","wpg2","c_tot","n_tot","s_tot","oc","c_n_ra","base_sum","al_kcl","cec_nh4","ecec","al_sat","ca_nh4","mg_nh4","na_nh4","k_nh4","acid_tea","base_sum_calc","cec_sum","ESP_calc","ph_h2o","ph_cacl2","ph_naf","gypl20","caco3","ec_12pre","sar","na_exch","p_olsn","p_nz","NCSS_Layer_labsampnum","hzn_master","db_13b","db_od","COLEws","w15l2","w15cly","cec7_cly","wrd_ws13","LEP","w15bfm","w3cld","w10cld","final_oc","est_OM","Calc_Clay","basesat8_2","basesat7","abgll","abgpi","w3rec","w10l2","w5bl2","mlra_code","ssa_code","county_code","vf52","vf205","vf7520","vf25075","vf250u","vf752","wrd_l2","Major_Elements_labsampnum","Major_Elements_result_source_key","al_mjelm","ca_mjelm","fe_mjelm","k_mjelm","mg_mjelm","mn_mjelm","na_mjelm","p_mjelm","si_mjelm","sr_mjelm","ti_mjelm","zr_mjelm","Trace_Elements_Tier_1_result_source_key","Trace_Elements_Tier_1_prep_code","ag_trelm","as_trelm","ba_trelm","be_trelm","cd_trelm","co_trelm","cr_trelm","cu_trelm","hg_trelm","mn_trelm","mo_trelm","Trace_Elements_Tier_2_result_source_key","Trace_Elements_Tier_2_prep_code","ni_trelm","p_trelm","pb_trelm","sb_trelm","se_trelm","sn_trelm","sr_trelm","tl_trelm","v_trelm","w_trelm","zn_trelm"
"Paxton","00P0001","00P00001","Paxton","S1999NY061001","S1999NY061001",40.76,-73.97,0.00,5.00,,"l",51.70,39.70,8.60,,16.50,23.20,16.70,18.60,10.50,1.00,4.90,1.00,1.00,0.00,36.00,2.00,6.87,0.28,0.10,,24.00,6.20,0.70,13.50,6.90,10.00,4.30,1.10,0.40,0.40,14.60,6.19,20.80,3.00,4.80,4.50,,,,,,3.00,,,"00P00001",,,,,6.80,0.79,1.57,,,,,,6.86,11.84,,30.00,46.00,,,,,,"144A","NY061","NY061",1.00,1.00,0.00,0.00,0.00,1.00,,"00P00001",1,27500.00,2990.00,24346.00,10566.00,3551.00,358.00,7875.00,1162.00,288499.0,,3867.00,176.00,1,"S",,,,,,6.04,32.85,70.88,729.00,228.77,,1,"S",31.82,999.75,381.60,,,,,,,,116.08
"Paxton","00P0001","00P00001","Paxton","S1999NY061001","S1999NY061001",40.76,-73.97,0.00,5.00,,"l",51.70,39.70,8.60,,16.50,23.20,16.70,18.60,10.50,1.00,4.90,1.00,1.00,0.00,36.00,2.00,6.87,0.28,0.10,,24.00,6.20,0.70,13.50,6.90,10.00,4.30,1.10,0.40,0.40,14.60,6.19,20.80,3.00,4.80,4.50,,,,,,3.00,,,"00P00001",,,,,6.80,0.79,1.57,,,,,,6.86,11.84,,30.00,46.00,,,,,,"144A","NY061","NY061",1.00,1.00,0.00,0.00,0.00,1.00,,"00P00001",1,27500.00,2990.00,24346.00,10566.00,3551.00,358.00,7875.00,1162.00,288499.0,,3867.00,176.00,1,"S",,,,,,6.04,32.85,70.88,729.00,228.77,,1,"S",31.82,999.75,381.60,,,,,,,,116.08
"Paxton","00P0001","00P00002","Paxton","S1999NY061001","S1999NY061001",40.76,-73.97,5.00,12.00,"BA","l",48.70,41.90,9.40,,18.00,23.90,16.50,16.70,9.00,2.20,4.30,2.00,2.00,5.00,38.00,9.00,2.62,0.11,0.04,,23.00,1.70,1.80,7.30,3.50,51.00,1.10,0.30,0.20,0.10,10.10,1.70,11.80,2.73,4.70,4.20,,,,,,,,,"00P00002","BA",1.34,1.40,0.01,5.40,0.57,0.78,0.23,1.40,,23.50,,2.61,4.51,,14.00,23.00,,,,,,"144A","NY061","NY061",1.00,1.00,3.00,0.00,0.00,5.00,0.24,"00P00002",2,27908.00,2109.00,20599.00,10094.00,3220.00,332.00,7969.00,845.00,328369.0,,3690.00,170.00,2,"S",,,,,,6.52,25.09,46.13,666.00,283.61,,2,"S",20.89,875.69,221.15,,,,,,,,89.84
"Paxton","00P0001","00P00002","Paxton","S1999NY061001","S1999NY061001",40.76,-73.97,5.00,12.00,"BA","l",48.70,41.90,9.40,,18.00,23.90,16.50,16.70,9.00,2.20,4.30,2.00,2.00,5.00,38.00,9.00,2.62,0.11,0.04,,23.00,1.70,1.80,7.30,3.50,51.00,1.10,0.30,0.20,0.10,10.10,1.70,11.80,2.73,4.70,4.20,,,,,,,,,"00P00002","BA",1.34,1.40,0.01,5.40,0.57,0.78,0.23,1.40,,23.50,,2.61,4.51,,14.00,23.00,,,,,,"144A","NY061","NY061",1.00,1.00,3.00,0.00,0.00,5.00,0.24,"00P00002",2,27908.00,2109.00,20599.00,10094.00,3220.00,332.00,7969.00,845.00,328369.0,,3690.00,170.00,2,"S",,,,,,6.52,25.09,46.13,666.00,283.61,,2,"S",20.89,875.69,221.15,,,,,,,,89.84
"Paxton","00P0001","00P00002","Paxton","S1999NY061001","S1999NY061001",40.76,-73.97,5.00,12.00,"BA","l",48.70,41.90,9.40,,18.00,23.90,16.50,16.70,9.00,2.20,4.30,2.00,2.00,5.00,38.00,9.00,2.62,0.11,0.04,,23.00,1.70,1.80,7.30,3.50,51.00,1.10,0.30,0.20,0.10,10.10,1.70,11.80,2.73,4.70,4.20,,,,,,,,,"00P00002","BA",1.34,1.40,0.01,5.40,0.57,0.78,0.23,1.40,,23.50,,2.61,4.51,,14.00,23.00,,,,,,"144A","NY061","NY061",1.00,1.00,3.00,0.00,0.00,5.00,0.24,"00P00002",2,27908.00,2109.00,20599.00,10094.00,3220.00,332.00,7969.00,845.00,328369.0,,3690.00,170.00,2,"S",,,,,,6.52,25.09,46.13,666.00,283.61,,2,"S",20.89,875.69,221.15,,,,,,,,89.84
"Paxton","00P0001","00P00003","Paxton","S1999NY061001","S1999NY061001",40.76,-73.97,12.00,27.00,"Bw1","l",50.00,40.20,9.80,,17.70,22.50,16.10,17.90,9.50,2.10,4.40,3.00,3.00,3.00,40.00,9.00,2.00,0.09,0.03,,,0.90,1.90,4.40,2.80,68.00,0.50,0.10,0.20,0.10,8.30,0.89,9.20,4.54,4.50,4.00,,,,,,,,,"00P00003","B",1.44,1.47,7.0e-03,5.10,0.52,0.45,0.20,0.70,,19.70,,2.00,3.44,,10.00,20.00,,,,,,"144A","NY061","NY061",2.00,2.00,2.00,0.00,0.00,5.00,0.21,"00P00003",3,28874.00,2210.00,21913.00,11037.00,3466.00,326.00,8947.00,738.00,337517.0,,4033.00,176.00,3,"S",,,,,,6.42,22.73,27.54,534.00,250.33,,3,"S",18.49,732.26,146.17,,,,,,,,80.31
"Paxton","00P0001","00P00004","Paxton","S1999NY061001","S1999NY061001",40.76,-73.97,27.00,64.00,"Bw2","l",51.90,38.30,9.80,,16.20,22.10,16.00,17.30,11.10,1.80,5.70,2.00,2.00,9.00,44.00,13.00,0.86,0.05,0.02,,,1.10,1.60,5.00,2.70,59.00,0.60,0.10,0.30,0.10,6.40,1.10,7.50,6.00,4.80,4.10,,,,,,,,,"00P00004","B",1.47,1.49,4.0e-03,4.50,0.46,0.51,0.18,0.40,,17.80,,0.86,1.48,,15.00,22.00,,,,,,"144A","NY061","NY061",1.00,1.00,5.00,0.00,0.00,8.00,0.20,"00P00004",4,29026.00,1982.00,22078.00,11648.00,3590.00,336.00,8790.00,533.00,350254.0,,4078.00,178.00,4,"S",,,,,,6.24,20.43,16.16,292.00,234.18,,4,"S",17.57,470.98,68.73,,,,,,,,82.05
"Paxton","00P0001","00P00005","Paxton","S1999NY061001","S1999NY061001",40.76,-73.97,64.00,86.00,"2BC","sl",67.30,22.80,9.90,,11.10,11.70,10.40,20.30,20.60,5.10,10.90,7.00,3.00,1.00,62.00,11.00,0.22,0.01,0.02,,,1.30,1.20,3.70,2.50,48.00,0.90,0.20,0.20,0.00,5.10,1.29,6.40,5.40,4.90,4.20,,,0.00,,,,,,"00P00005","C",1.68,1.72,7.0e-03,4.80,0.48,0.37,0.13,0.70,,13.40,,0.22,0.37,11.45,20.00,35.00,,,,,,"144A","NY061","NY061",5.00,2.00,1.00,0.00,0.00,7.00,0.14,"00P00005",5,33307.00,2235.00,25231.00,13045.00,4248.00,413.00,7851.00,313.00,352928.0,,3087.00,96.00,5,"S",,,,,,6.66,25.09,16.33,60.00,325.73,,5,"S",21.51,316.87,17.29,,,,,,,,86.56
"Paxton","00P0001","00P00006","Paxton","S1999NY061001","S1999NY061001",40.76,-73.97,86.00,111.00,"2Cd1","sl",64.20,30.50,5.30,,15.20,15.30,13.30,20.80,15.10,3.70,11.30,7.00,5.00,2.00,58.00,14.00,0.06,7.0e-03,0.01,,,1.30,1.00,3.70,2.30,43.00,0.90,0.20,0.20,0.00,3.20,1.29,4.50,5.40,4.90,4.20,,,0.00,,,,,,"00P00006","C",1.81,1.84,5.0e-03,3.10,0.58,0.70,0.13,0.49,,10.90,,0.06,0.10,7.59,29.00,35.00,,,,,,"144A","NY061","NY061",5.00,4.00,1.00,0.00,0.00,10.00,0.14,"00P00006",6,35273.00,2808.00,23312.00,15735.00,4800.00,558.00,9346.00,305.00,356514.0,,3414.00,130.00,6,"S",,,,,,8.00,23.06,18.16,20.00,526.54,,6,"S",20.52,312.34,9.37,,,,,,,,73.40
"Paxton","00P0001","00P00007","Paxton","S1999NY061001","S1999NY061001",40.76,-73.97,111.00,157.00,"2Cd2","fsl",69.80,25.20,5.00,,12.70,12.50,14.20,27.30,14.50,5.30,8.50,5.00,5.00,3.00,61.00,13.00,0.05,0.01,0.01,,,1.30,0.90,2.10,2.20,41.00,0.90,0.20,0.20,0.00,3.20,1.29,4.50,9.52,4.90,4.10,,,0.00,,,,,,"00P00007","C",1.74,1.77,5.0e-03,3.10,0.62,0.42,0.16,0.49,,13.00,,0.05,0.08,7.62,29.00,62.00,,,,,,"144A","NY061","NY061",3.00,3.00,2.00,0.00,0.00,9.00,0.17,"00P00007",7,34978.00,3133.00,21821.00,15713.00,4619.00,566.00,9311.00,325.00,359133.0,,3113.00,103.00,7,"S",,,,,,7.99,21.64,18.29,10.00,569.20,,7,"S",19.50,315.11,8.19,,,,,,,,66.01
"Granby","40A1949","40A15500","Granby","S1971MI163001","S1971MI163001",42.09,-83.52,0.00,26.00,"Ap","lfs",83.90,8.10,8.00,,5.80,2.30,9.80,51.90,18.80,0.60,2.80,0.00,0.00,0.00,74.00,0.00,,,,2.93,,,,12.60,,,17.90,1.80,0.00,0.60,1.60,20.29,,0.00,7.50,7.30,,,0.00,,,,,,"40A15500","A",,,,7.70,0.96,1.58,,,,,,2.93,5.05,,93.00,100.00,,,,,,"99","MI602","MI163",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Granby","40A1949","40A15501","Granby","S1971MI163001","S1971MI163001",42.09,-83.52,26.00,38.00,"B","fs",89.40,5.80,4.80,,3.40,2.40,11.90,54.30,19.20,0.30,3.70,0.00,0.00,0.00,78.00,0.00,,,,0.14,,2.70,,2.10,,,2.20,0.40,0.00,0.10,0.60,2.70,3.30,0.00,7.30,6.80,,,0.00,,,,,,"40A15501","B",,,,2.00,0.42,0.44,,,,,,0.14,0.24,,82.00,100.00,,,,,,"99","MI602","MI163",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Granby","40A1949","40A15502","Granby","S1971MI163001","S1971MI163001",42.09,-83.52,38.00,127.00,"C","fs",97.00,0.90,2.10,,0.40,0.50,10.20,55.10,26.90,0.60,4.20,0.00,0.00,0.00,87.00,0.00,,,,0.10,,1.20,,0.90,,,1.00,0.20,0.00,0.00,0.00,1.20,1.20,0.00,7.50,6.70,,,0.00,,,,,,"40A15502","C",,,,0.70,0.33,0.43,,,,,,0.10,0.17,,100.00,100.00,,,,,,"99","MI602","MI163",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Granby","40A1949","40A15503","Granby","S1971MI163001","S1971MI163001",42.09,-83.52,127.00,152.00,"Cg","s",97.20,0.90,1.90,,0.40,0.50,3.00,49.20,36.40,0.60,8.00,0.00,0.00,0.00,94.00,0.00,,,,0.06,,,,0.50,,,27.00,0.60,0.00,0.00,0.00,27.60,,0.00,8.20,7.70,,,11.00,,,,,,"40A15503","C",,,,0.50,0.26,0.26,,,,,,0.05,0.10,,100.00,100.00,,,,,,"99","MI602","MI163",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Exchequer","40A3349","40A26118","Exchequer","S1976CA037100","S1976CA037100",34.46,-118.08,0.00,8.00,"A1","cosl",62.00,30.40,7.60,,15.20,15.20,13.60,9.00,4.60,24.90,9.90,0.00,0.00,0.00,48.00,0.00,,,,0.78,,11.90,,11.50,,,10.00,1.40,0.10,0.40,,11.89,11.90,0.86,7.30,6.90,,,,,,,,,"40A26118","A",,,,4.40,0.58,1.51,,,,,,0.77,1.34,,100.00,100.00,,,,,,"20","CA776","CA037",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Exchequer","40A3349","40A26119","Exchequer","S1976CA037100","S1976CA037100",34.46,-118.08,8.00,25.00,"A2","cosl",60.10,30.40,9.50,,15.70,14.70,14.80,10.70,5.70,18.80,10.10,0.00,0.00,0.00,45.00,0.00,,,,0.53,,15.40,,15.60,,,12.80,2.40,0.10,0.10,,15.39,15.40,0.64,7.30,7.00,,,,,,,,,"40A26119","A",,,,5.40,0.57,1.64,,,,,,0.52,0.91,,100.00,99.00,,,,,,"20","CA776","CA037",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Exchequer","40A3349","40A26120","Exchequer","S1976CA037100","S1976CA037100",34.46,-118.08,25.00,,"R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40A26120","R",,,,,,,,,,,,,,,,,,,,,,"20","CA776","CA037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Caperton","40A3350","40A26121","Caperton","S1976CA037101","S1976CA037101",34.45,-118.11,0.00,28.00,"A","lcos",85.70,9.60,4.70,,4.60,5.00,12.90,29.70,15.20,11.20,16.70,0.00,0.00,0.00,73.00,0.00,,,,0.37,,5.60,,5.60,,,4.60,0.70,0.10,0.20,,5.59,5.60,1.78,7.10,6.60,,,,,,,,,"40A26121","A",,,,2.60,0.55,1.19,,,,,,0.37,0.63,,100.00,100.00,,,,,,"20","CA776","CA037",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Caperton","40A3350","40A26122","Caperton","S1976CA037101","S1976CA037101",34.45,-118.11,28.00,41.00,"Cr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40A26122","C",,,,,,,,,,,,,,,,,,,,,,"20","CA776","CA037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanford","40A3351","40A26123","Hanford","S1976CA037102","S1976CA037102",34.45,-118.12,0.00,33.00,"A","ls",79.60,14.90,5.50,,6.30,8.60,21.30,25.30,11.20,8.90,12.90,0.00,0.00,0.00,58.00,0.00,,,,0.33,,7.00,,7.30,,,5.50,1.00,0.10,0.40,,7.00,7.00,1.36,6.90,6.40,,,,,,,,,"40A26123","A",,,,3.00,0.55,1.33,,,,,,0.33,0.56,,100.00,96.00,,,,,,"20","CA776","CA037",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanford","40A3351","40A26124","Hanford","S1976CA037102","S1976CA037102",34.45,-118.12,33.00,91.00,"C1","cosl",76.00,17.20,6.80,,8.00,9.20,15.40,20.80,10.50,14.90,14.40,0.00,0.00,0.00,61.00,0.00,,,,0.20,,8.60,,8.60,,,6.40,1.70,0.20,0.30,,8.60,8.60,2.32,7.10,6.10,,,,,,,,,"40A26124","C",,,,3.50,0.51,1.26,,,,,,0.20,0.34,,100.00,100.00,,,,,,"20","CA776","CA037",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanford","40A3351","40A26125","Hanford","S1976CA037102","S1976CA037102",34.45,-118.12,91.00,132.00,"C2","cosl",75.20,18.30,6.50,,8.60,9.70,16.50,19.50,9.10,18.40,11.70,0.00,0.00,0.00,59.00,0.00,,,,0.12,,9.60,,9.90,,,6.90,2.30,0.10,0.30,,9.60,9.60,1.01,6.90,6.30,,,,,,,,,"40A26125","C",,,,3.70,0.57,1.52,,,,,,0.11,0.20,,100.00,97.00,,,,,,"20","CA776","CA037",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanford","40A3351","40A26126","Hanford","S1976CA037102","S1976CA037102",34.45,-118.12,132.00,152.00,"C3","sl",67.10,23.90,9.00,,11.80,12.10,16.60,17.80,7.90,13.50,11.30,0.00,0.00,0.00,51.00,0.00,,,,0.09,,13.80,,14.40,,,10.10,3.30,0.10,0.30,,13.80,13.80,0.69,7.20,6.40,,,,,,,,,"40A26126","C",,,,5.10,0.57,1.60,,,,,,0.09,0.15,,100.00,96.00,,,,,,"20","CA776","CA037",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Angeles Forest","40A3357","40A26162",,"S1976CA037105","S1976CA037105",34.37,-118.48,0.00,8.00,"A1","fsl",58.00,31.00,11.00,,15.90,15.10,14.00,17.30,9.40,6.20,11.10,0.00,0.00,0.00,44.00,0.00,,,,1.29,,,,26.20,,,,,,,,,,,6.90,6.50,,,,,,,,,"40A26162","A",,,,10.30,0.94,2.38,,,,,,1.28,2.22,,,,,,,,,"20","CA776","CA037",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Angeles Forest","40A3357","40A26163",,"S1976CA037105","S1976CA037105",34.37,-118.48,8.00,36.00,"A2","fsl",58.40,34.40,7.20,,15.70,18.70,14.80,18.00,9.90,5.70,10.00,0.00,0.00,0.00,44.00,0.00,,,,0.61,,,,27.10,,,,,,,,,,,6.70,6.00,,,,,,,,,"40A26163","A",,,,9.70,1.35,3.76,,,,,,0.61,1.05,,,,,,,,,"20","CA776","CA037",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Angeles Forest","40A3357","40A26164",,"S1976CA037105","S1976CA037105",34.37,-118.48,36.00,58.00,"C","fsl",60.50,38.70,0.80,,18.00,20.70,21.90,21.70,8.50,1.40,7.00,0.00,0.00,0.00,39.00,0.00,,,,0.23,,,,31.10,,,,,,,,,,,6.40,5.70,,,,,,,,,"40A26164","C",,,,10.30,,,,,,,,0.23,0.39,,,,,,,,,"20","CA776","CA037",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Angeles Forest","40A3357","40A26165",,"S1976CA037105","S1976CA037105",34.37,-118.48,58.00,,"Cr","fsl",59.60,38.00,2.40,,19.20,18.80,13.70,19.20,11.10,4.50,11.10,0.00,0.00,0.00,46.00,0.00,,,,,,,,27.80,,,,,,,,,,,6.60,5.50,,,,,,,,,"40A26165","C",,,,9.70,4.04,11.58,,,,,,,,,,,,,,,,"20","CA776","CA037",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Angeles Forest","40A3358","40A26166",,"S1976CA037104","S1976CA037104",,,0.00,13.00,"A","lcos",79.80,17.40,2.80,,6.00,11.40,11.70,17.30,9.40,25.50,15.90,0.00,0.00,0.00,68.00,0.00,,,,1.69,,,,10.10,,,,,,,,,,,6.40,5.40,,,,,,,,,"40A26166","A",,,,3.70,1.32,3.61,,,,,,1.69,2.91,,,,,,,,,,"CA776","CA037",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Angeles Forest","40A3358","40A26167",,"S1976CA037104","S1976CA037104",,,13.00,43.00,"C","lcos",79.10,14.80,6.10,,7.70,7.10,14.90,21.60,11.70,15.30,15.60,0.00,0.00,0.00,64.00,0.00,,,,0.58,,,,6.70,,,,,,,,,,,6.50,5.70,,,,,,,,,"40A26167","C",,,,3.10,0.51,1.10,,,,,,0.57,0.99,,,,,,,,,,"CA776","CA037",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Angeles Forest","40A3358","40A26168",,"S1976CA037104","S1976CA037104",,,43.00,,"R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40A26168","R",,,,,,,,,,,,,,,,,,,,,,,"CA776","CA037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Angeles Forest","40A3359","40A26169",,"S1976CA037103","S1976CA037103",34.42,-118.17,0.00,25.00,"A","ls",82.80,14.80,2.40,,6.90,7.90,15.50,28.60,16.50,4.40,17.80,0.00,0.00,0.00,67.00,0.00,,,,1.08,,,,9.90,,,,,,,,,,,6.50,5.70,,,,,,,,,"40A26169","A",,,,3.90,1.63,4.13,,,,,,1.08,1.86,,,,,,,,,"20","CA776","CA037",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Angeles Forest","40A3359","40A26170",,"S1976CA037103","S1976CA037103",34.42,-118.17,25.00,61.00,"Cr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40A26170","C",,,,,,,,,,,,,,,,,,,,,,"20","CA776","CA037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Angeles Forrest","40A3360","40A26171",,"S1976CA037106","S1976CA037106",34.37,-118.42,0.00,41.00,"A","sic",1.90,45.90,52.20,,41.60,4.30,0.80,0.50,0.20,0.20,0.20,0.00,0.00,0.00,1.00,0.00,,,,0.52,,,,41.30,,,,,,,,,,,7.60,7.50,,,3.00,,,,,,"40A26171","A",,,,21.30,0.41,0.79,,,,,,0.51,0.89,,,,,,,,,"20","CA776","CA037",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Angeles Forrest","40A3360","40A26172",,"S1976CA037106","S1976CA037106",34.37,-118.42,41.00,74.00,"C","sicl",11.80,54.30,33.90,,46.80,7.50,5.00,5.80,0.70,0.00,0.30,0.00,0.00,0.00,7.00,0.00,,,,0.25,,,,36.50,,,,,,,,,,,7.80,7.60,,,4.00,,,,,,"40A26172","C",,,,18.80,0.55,1.08,,,,,,0.25,0.43,,,,,,,,,"20","CA776","CA037",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Angeles Forrest","40A3360","40A26173",,"S1976CA037106","S1976CA037106",34.37,-118.42,74.00,91.00,"Cr",,,,,,,,,,,,,,,,,,,,,0.22,,,,32.40,,,,,,,,,,,7.80,7.70,,,9.00,,,,,,"40A26173","C",,,,18.10,,,,,,,,0.21,0.37,,,,,,,,,"20","CA776","CA037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Calleguas","40A3373","40A26229",,"S1976CA037107","S1976CA037107",34.58,-118.71,0.00,28.00,"A","sil",7.40,72.30,20.30,,41.90,30.40,1.40,1.30,1.20,1.30,2.20,0.00,0.00,0.00,6.00,0.00,,,,1.12,,,,43.60,,,,2.40,0.10,0.60,,,,0.22,7.80,7.40,,,0.00,,,,,,"40A26229","A",,,,13.40,0.66,2.15,,,,,,1.12,1.93,,100.00,,,,,,,"20","CA776","CA037",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Calleguas","40A3373","40A26230",,"S1976CA037107","S1976CA037107",34.58,-118.71,28.00,48.00,"C","sil",5.30,80.20,14.50,,36.00,44.20,2.70,1.10,0.40,0.40,0.70,0.00,0.00,0.00,3.00,0.00,,,,0.41,,,,37.60,,,,2.40,0.10,0.60,,,,0.26,8.10,7.60,,,4.00,,,,,,"40A26230","C",,,,12.10,0.83,2.59,,,,,,0.40,0.70,,100.00,,,,,,,"20","CA776","CA037",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Calleguas","40A3373","40A26231",,"S1976CA037107","S1976CA037107",34.58,-118.71,48.00,,"Cr","si",3.70,91.00,5.30,0.00,20.90,70.10,2.20,0.90,0.20,0.20,0.20,0.00,0.00,0.00,2.00,0.00,,,,0.20,,,,18.80,,,,1.30,0.10,0.30,,,,0.53,8.10,7.50,,,17.00,,,,,,"40A26231","C",,,,5.90,1.11,3.55,,,,,,0.20,0.34,,100.00,,,,,,,"20","CA776","CA037",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Castaic","40A3374","40A26232",,"S1976CA037108","S1976CA037108",34.56,-118.62,0.00,13.00,"A","sicl",13.30,57.20,29.50,,27.80,29.40,9.20,1.90,0.80,0.40,1.00,0.00,0.00,0.00,4.00,0.00,,,,1.67,,,,22.60,,,26.90,1.60,0.10,1.00,,29.60,,0.44,7.40,7.10,,,0.00,,,,,,"40A26232","A",,,,10.50,0.36,0.77,,,,,,1.66,2.87,,100.00,100.00,,,,,,"20","CA776","CA037",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Castaic","40A3374","40A26233",,"S1976CA037108","S1976CA037108",34.56,-118.62,13.00,41.00,"B","cl",22.90,45.00,32.10,,26.80,18.20,8.20,5.40,4.70,0.70,3.90,0.00,0.00,0.00,15.00,0.00,,,,0.45,,,,25.70,,,34.00,1.00,0.20,0.50,,35.70,,0.77,7.90,7.50,,,0.00,,,,,,"40A26233","B",,,,10.20,0.32,0.80,,,,,,0.44,0.77,,100.00,100.00,,,,,,"20","CA776","CA037",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Castaic","40A3374","40A26234",,"S1976CA037108","S1976CA037108",34.56,-118.62,41.00,99.00,"Bk","cl",22.30,47.30,30.40,,28.80,18.50,8.40,5.00,4.70,0.80,3.40,0.00,0.00,0.00,14.00,0.00,,,,0.28,,,,25.30,,,,1.10,0.20,0.40,,,,0.79,8.00,7.40,,,1.00,,,,,,"40A26234","B",,,,10.50,0.35,0.83,,,,,,0.28,0.48,,100.00,,,,,,,"20","CA776","CA037",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
