samp,Pedon,Order,top,bottom,Model_desg,M,Hzn_avg,Thick,Texture,SAND,SILT,CLAY,SOC,BD,Model,Measured,SITE_PIT_VISIT,UID,DATE_COL,SITE_ID,SITE_USE,VISIT_NO,PIT,REP_PIT,LAYER,HORIZON,TOP,BOTTOM,SANDY,LOAMY,MK_MIN,ORGANIC,ROCK_FRAGMENTS,TEXTURE_CLASS,Bulk.Density,SOCd,SOC_5,SOC_30,SOC_100,SOCden,SOCstock5,SOCstock30,SOCstock100
4390-2,4390,2,14,31,Oe,O,22.5,17,MP,NA,NA,NA,50.66,0.07,0.294284444,0.07,NWCA11-R005_C_1,4390,5-Aug-11,NWCA11-R005,NWCA_NOT_PROBABILITY,1,C,Y,2,Oe,14,31,,,,MP,0,MPT,0.07,3.5462,0,16,17,3.5462,0,5.67392,6.02854
4390-3,4390,3,31,82,Oa,O,56.5,51,M,NA,NA,NA,58.07,NA,0.519387937,NA,NWCA11-R005_C_1,4390,5-Aug-11,NWCA11-R005,NWCA_NOT_PROBABILITY,1,C,Y,3,Oa,31,82,,,,M,0,MUCK,0.519387937,30.16085747,0,0,51,30.16085747,0,0,153.8203731
4446-1,4446,1,0,20,A,A,10,20,c,12.5,34.2,53.3,6.26,NA,0.785637778,NA,NWCA11-R006_C_1,4446,14-Jun-11,NWCA11-R006,NWCA_NOT_PROBABILITY,1,C,Y,1,A1,0,20,,Y,,,0,C,0.785637778,4.918092489,5,20,20,4.918092489,2.459046244,9.836184978,9.836184978
4446-2,4446,2,20,45,A,A,32.5,25,sic,11.3,41.4,47.3,5.25,0.45,0.828437778,0.45,NWCA11-R006_C_1,4446,14-Jun-11,NWCA11-R006,NWCA_NOT_PROBABILITY,1,C,Y,2,A2,20,45,,Y,,,0,SIC,0.45,2.3625,0,10,25,2.3625,0,2.3625,5.90625
4446-3,4446,3,45,54,A,A,49.5,9,NA,NA,NA,NA,NA,NA,0.967057778,NA,NWCA11-R006_C_1,4446,14-Jun-11,NWCA11-R006,NWCA_NOT_PROBABILITY,1,C,Y,3,A3,45,54,,Y,,,0,NA,0.967057778,NA,0,0,9,NA,NA,NA,NA
4772-1,4772,1,0,27,A,A,13.5,27,sic,7.7,41.3,51,7.4,0.35,0.835648889,0.35,NWCA11-R007_A_1,4772,13-Jun-11,NWCA11-R007,NWCA_NOT_PROBABILITY,1,A,Y,1,A1,0,27,,,,P,0,SIC,0.35,2.59,5,27,27,2.59,1.295,6.993,6.993
4772-2,4772,2,27,60,A,A,43.5,33,c,6.2,38.5,55.3,5.52,0.38,0.769593333,0.38,NWCA11-R007_A_1,4772,13-Jun-11,NWCA11-R007,NWCA_NOT_PROBABILITY,1,A,Y,2,A2,27,60,,,,MP,0,C,0.38,2.0976,0,3,33,2.0976,0,0.62928,6.92208
4772-3,4772,3,60,70,A,A,65,10,c,0.9,32.1,67,4.41,NA,0.833475556,NA,NWCA11-R007_A_1,4772,13-Jun-11,NWCA11-R007,NWCA_NOT_PROBABILITY,1,A,Y,3,A3,60,70,,,,M,0,C,0.833475556,3.6756272,0,0,10,3.6756272,0,0,3.6756272
5631-1,5631,1,0,37,Ap,A,18.5,37,c,0.6,19.6,79.8,1.18,1.04,1.074175556,1.04,NWCA11-R008_B_1,5631,13-Jun-11,NWCA11-R008,NWCA_NOT_PROBABILITY,1,B,Y,1,Ap,0,37,,Y,,,0,C,1.04,1.2272,5,30,37,1.2272,0.6136,3.6816,4.54064
5631-2,5631,2,37,67,B,B,52,30,c,1.5,14.3,84.2,1.27,1.17,1.115902222,1.17,NWCA11-R008_B_1,5631,13-Jun-11,NWCA11-R008,NWCA_NOT_PROBABILITY,1,B,Y,2,Bw,37,67,,Y,,,0,C,1.17,1.4859,0,0,30,1.4859,0,0,4.4577
4391-1,4391,1,0,29,Oi,O,14.5,29,P,NA,NA,NA,60.59,NA,0.370027013,NA,NWCA11-R009_D_1,4391,2-Aug-11,NWCA11-R009,NWCA_NOT_PROBABILITY,1,D,Y,1,Oi,0,29,,,,P,0,PEAT,0.370027013,22.41993672,5,29,29,22.41993672,11.20996836,65.01781648,65.01781648
4391-2,4391,2,29,45,Oe,O,37,16,NA,NA,NA,NA,NA,NA,0.923486667,NA,NWCA11-R009_D_1,4391,2-Aug-11,NWCA11-R009,NWCA_NOT_PROBABILITY,1,D,Y,2,Oe,29,45,,,,P,0,NA,0.923486667,NA,0,1,16,NA,NA,NA,NA
4391-3,4391,3,45,100,Oa,O,72.5,55,NA,NA,NA,NA,NA,NA,0.900942222,NA,NWCA11-R009_D_1,4391,2-Aug-11,NWCA11-R009,NWCA_NOT_PROBABILITY,1,D,Y,3,Oa,45,100,,,,M,0,NA,0.900942222,NA,0,0,55,NA,NA,NA,NA
4317-1,4317,1,0,6,Oi,O,3,6,NA,NA,NA,NA,NA,NA,0.938604444,NA,NWCA11-R010_B_1,4317,30-Jun-11,NWCA11-R010,NWCA_NOT_PROBABILITY,1,B,Y,1,Oi,0,6,,,,P,0,NA,0.938604444,NA,5,6,6,NA,NA,NA,NA
4317-2,4317,2,6,16,Oe,O,11,10,MP,NA,NA,NA,27.85,0.25,0.399511111,0.25,NWCA11-R010_B_1,4317,30-Jun-11,NWCA11-R010,NWCA_NOT_PROBABILITY,1,B,Y,2,Oe,6,16,,,,MP,0,MPT,0.25,6.9625,0,10,10,6.9625,0,6.9625,6.9625
4317-3,4317,3,16,22,A,A,19,6,NA,NA,NA,NA,NA,NA,1.013173333,NA,NWCA11-R010_B_1,4317,30-Jun-11,NWCA11-R010,NWCA_NOT_PROBABILITY,1,B,Y,3,A,16,22,,,,MP,0,NA,1.013173333,NA,0,6,6,NA,NA,NA,NA
4317-4,4317,4,22,41,B,B,31.5,19,l,50,31.3,18.7,4.55,1.33,0.865277778,1.33,NWCA11-R010_B_1,4317,30-Jun-11,NWCA11-R010,NWCA_NOT_PROBABILITY,1,B,Y,4,Bg,22,41,,Y,,,0,L,1.33,6.0515,0,8,19,6.0515,0,4.8412,11.49785
4317-5,4317,5,41,63,C,C,52,22,ls,77.6,15.1,7.3,1,1.7,1.009191111,1.7,NWCA11-R010_B_1,4317,30-Jun-11,NWCA11-R010,NWCA_NOT_PROBABILITY,1,B,Y,5,Cg1,41,63,Y,,,,0,LS,1.7,1.7,0,0,22,1.7,0,0,3.74
4317-6,4317,6,63,125,C,C,94,62,s,89,7.2,3.8,0.7,NA,1.096462222,NA,NWCA11-R010_B_1,4317,30-Jun-11,NWCA11-R010,NWCA_NOT_PROBABILITY,1,B,Y,6,Cg2,63,125,Y,,,,0,S,1.096462222,0.767523556,0,0,37,0.767523556,0,0,2.839837156
5632-1,5632,1,0,17,A,A,8.5,17,sil,4.4,77.4,18.2,5.5,0.66,0.779195556,0.66,NWCA11-R011_D_1,5632,8-Jun-11,NWCA11-R011,NWCA_NOT_PROBABILITY,1,D,Y,1,A,0,17,,Y,,,0,SIL,0.66,3.63,5,17,17,3.63,1.815,6.171,6.171
5632-2,5632,2,17,65,B,B,41,48,MM,8,66.5,25.5,8.45,0.46,0.682428889,0.46,NWCA11-R011_D_1,5632,8-Jun-11,NWCA11-R011,NWCA_NOT_PROBABILITY,1,D,Y,2,Bg,17,65,,Y,,,0,MK SIL,0.46,3.887,0,13,48,3.887,0,5.0531,18.6576
5632-3,5632,3,65,110,Unknown,U,87.5,45,sil,10.9,73.2,15.9,1.94,NA,1.050373333,NA,NWCA11-R011_D_1,5632,8-Jun-11,NWCA11-R011,NWCA_NOT_PROBABILITY,1,D,Y,3,,65,110,,Y,,,0,SIL,1.050373333,2.037724267,0,0,35,2.037724267,0,0,7.132034933
4773-1,4773,1,0,23,A,A,11.5,23,sc,45.3,18.9,35.8,8.87,0.33,0.615051111,0.33,NWCA11-R012_C_1,4773,13-Sep-11,NWCA11-R012,NWCA_NOT_PROBABILITY,1,C,Y,1,A,0,23,,Y,,M,0,SC,0.33,2.9271,5,23,23,2.9271,1.46355,6.73233,6.73233
4773-2,4773,2,23,125,C,C,74,102,s,98.2,1,0.8,0.25,1.68,1.5798,1.68,NWCA11-R012_C_1,4773,13-Sep-11,NWCA11-R012,NWCA_NOT_PROBABILITY,1,C,Y,2,Cg,23,125,Y,,,U,0,S,1.68,0.42,0,7,77,0.42,0,0.294,3.234
4024-1,4024,1,0,16,Oi,O,8,16,P,NA,NA,NA,50.12,0.02,0.098307848,0.02,NWCA11-R014_D_1,4024,19-Jul-11,NWCA11-R014,NWCA_NOT_PROBABILITY,1,D,Y,1,Oi,0,16,,,,P,0,PEAT,0.02,1.0024,5,16,16,1.0024,0.5012,1.60384,1.60384
4024-2,4024,2,16,33,Oe,O,24.5,17,MP,NA,NA,NA,55.65,0.05,0.135564444,0.05,NWCA11-R014_D_1,4024,19-Jul-11,NWCA11-R014,NWCA_NOT_PROBABILITY,1,D,Y,2,Oe,16,33,,,,MP,0,MPT,0.05,2.7825,0,14,17,2.7825,0,3.8955,4.73025
4024-3,4024,3,33,130,Oa,O,81.5,97,M,NA,NA,NA,58.6,0.11,0.130782222,0.11,NWCA11-R014_D_1,4024,19-Jul-11,NWCA11-R014,NWCA_NOT_PROBABILITY,1,D,Y,3,Oa,33,130,,,,M,0,MUCK,0.11,6.446,0,0,67,6.446,0,0,43.1882
4392-1,4392,1,0,60,Oe,O,30,60,MP,NA,NA,NA,48.32,NA,0.510793016,NA,NWCA11-R015_B_1,4392,18-Aug-11,NWCA11-R015,NWCA_NOT_PROBABILITY,1,B,Y,1,Oe,0,60,,,,MP,0,MPT,0.510793016,24.68151853,5,30,60,24.68151853,12.34075926,74.04455558,148.0891112
4384-1,4384,1,0,7,A,A,3.5,7,MM,31,50.2,18.8,10.03,NA,0.763573333,NA,NWCA11-R016_B_1,4384,17-Aug-11,NWCA11-R016,NWCA_NOT_PROBABILITY,1,B,Y,1,A1,0,7,,,Y,,0,MK SIL,0.763573333,7.658640533,5,7,7,7.658640533,3.829320267,5.361048373,5.361048373
4384-2,4384,2,7,18,A,A,12.5,11,l,42.2,41.3,16.5,5.1,NA,0.839768889,NA,NWCA11-R016_B_1,4384,17-Aug-11,NWCA11-R016,NWCA_NOT_PROBABILITY,1,B,Y,2,A2,7,18,,Y,,,0,L,0.839768889,4.282821333,0,11,11,4.282821333,0,4.711103467,4.711103467
4384-3,4384,3,18,127,C,C,72.5,109,s,95.7,3.5,0.8,0.18,NA,1.19178,NA,NWCA11-R016_B_1,4384,17-Aug-11,NWCA11-R016,NWCA_NOT_PROBABILITY,1,B,Y,3,C,18,127,Y,,,,0,S,1.19178,0.2145204,0,12,82,0.2145204,0,0.25742448,1.75906728
4385-1,4385,1,0,67,Oa,O,33.5,67,M,NA,NA,NA,56.5,0.12,0.151226667,0.12,NWCA11-R017_B_1,4385,23-Aug-11,NWCA11-R017,NWCA_NOT_PROBABILITY,1,B,Y,1,Oa,0,67,,,,M,0,MUCK,0.12,6.78,5,30,67,6.78,3.39,20.34,45.426
4775-1,4775,1,0,10,A,A,5,10,c,0.8,36.7,62.5,5.27,1.08,0.799657778,1.08,NWCA11-R018_C_1,4775,28-Aug-11,NWCA11-R018,NWCA_NOT_PROBABILITY,1,C,Y,1,A1,0,10,,Y,,,0,C,1.08,5.6916,5,10,10,5.6916,2.8458,5.6916,5.6916
4775-2,4775,2,10,36,A,A,23,26,c,1.3,33.8,64.9,2.63,0.96,0.903766667,0.96,NWCA11-R018_C_1,4775,28-Aug-11,NWCA11-R018,NWCA_NOT_PROBABILITY,1,C,Y,2,A2,10,36,,Y,,,0,C,0.96,2.5248,0,20,26,2.5248,0,5.0496,6.56448
4775-3,4775,3,36,63,A,A,49.5,27,sic,1.4,48.4,50.2,1.55,1.74,0.938286667,1.74,NWCA11-R018_C_1,4775,28-Aug-11,NWCA11-R018,NWCA_NOT_PROBABILITY,1,C,Y,3,A3,36,63,,Y,,,0,SIC,1.74,2.697,0,0,27,2.697,0,0,7.2819
4775-4,4775,4,63,70,AB,A,66.5,7,NA,NA,NA,NA,NA,NA,0.941108889,NA,NWCA11-R018_C_1,4775,28-Aug-11,NWCA11-R018,NWCA_NOT_PROBABILITY,1,C,Y,4,AB,63,70,,Y,,,0,NA,0.941108889,NA,0,0,7,NA,NA,NA,NA
5622-1,5622,1,0,4,A,A,2,4,NA,NA,NA,NA,NA,NA,1.06498,NA,NWCA11-R019_C_1,5622,26-Jun-11,NWCA11-R019,NWCA_NOT_PROBABILITY,1,C,Y,1,Ag,0,4,,Y,,,0,NA,1.06498,NA,4,4,4,NA,NA,NA,NA
5622-2,5622,2,4,60,C,C,32,56,cl,26.1,40.2,33.7,2.24,NA,0.886248889,NA,NWCA11-R019_C_1,5622,26-Jun-11,NWCA11-R019,NWCA_NOT_PROBABILITY,1,C,Y,2,Cg,4,60,,Y,,,1,CL,0.886248889,1.985197511,1,26,56,1.965345536,0.196534554,5.109898394,11.005935
5623-1,5623,1,0,23,A,A,11.5,23,c,19.5,25.1,55.4,0.7,NA,0.962542222,NA,NWCA11-R020_B_1,5623,28-Jun-11,NWCA11-R020,NWCA_NOT_PROBABILITY,1,B,Y,1,A,0,23,,,Y,,1,C,0.962542222,0.673779556,5,23,23,0.66704176,0.33352088,1.534196048,1.534196048
5623-2,5623,2,23,60,C,C,41.5,37,cl,24.4,38.4,37.2,0.58,NA,0.929264444,NA,NWCA11-R020_B_1,5623,28-Jun-11,NWCA11-R020,NWCA_NOT_PROBABILITY,1,B,Y,2,C,23,60,,Y,,,1,CL,0.929264444,0.538973378,0,7,37,0.533583644,0,0.373508551,1.974259483
5623-3,5623,3,60,125,Unknown,U,92.5,65,cl,23.4,39,37.6,0.47,NA,1.021988889,NA,NWCA11-R020_B_1,5623,28-Jun-11,NWCA11-R020,NWCA_NOT_PROBABILITY,1,B,Y,3,,60,125,NA,NA,NA,NA,0,CL,1.021988889,0.480334778,0,0,40,0.480334778,0,0,1.921339111
4777-1,4777,1,0,13,A,A,6.5,13,s,90.4,1.7,7.9,5.06,0.73,0.804606667,0.73,NWCA11-R021_A_1,4777,9-Jun-11,NWCA11-R021,NWCA_NOT_PROBABILITY,1,A,Y,1,Ak,0,13,,,,U,0,S,0.73,3.6938,5,13,13,3.6938,1.8469,4.80194,4.80194
4777-2,4777,2,13,28,Bt,B,20.5,15,ls,88.2,2,9.8,3.88,0.9,0.927328889,0.9,NWCA11-R021_A_1,4777,9-Jun-11,NWCA11-R021,NWCA_NOT_PROBABILITY,1,A,Y,2,Btkg,13,28,,Y,,,0,LS,0.9,3.492,0,15,15,3.492,0,5.238,5.238
4777-3,4777,3,28,60,Bt,B,44,32,ls,86.4,2.9,10.7,1.63,1.25,1.020442222,1.25,NWCA11-R021_A_1,4777,9-Jun-11,NWCA11-R021,NWCA_NOT_PROBABILITY,1,A,Y,3,Btkg,28,60,Y,,,,0,LS,1.25,2.0375,0,2,32,2.0375,0,0.4075,6.52
4777-4,4777,4,60,70,Bt,B,65,10,ls,84.9,3,12.1,0.97,NA,1.042128889,NA,NWCA11-R021_A_1,4777,9-Jun-11,NWCA11-R021,NWCA_NOT_PROBABILITY,1,A,Y,4,Btg,60,70,,Y,,,50,LS,1.042128889,1.010865022,0,0,10,0.505432511,0,0,0.505432511
4777-5,4777,5,70,125,Unknown,U,97.5,55,sl,82.4,2.7,14.9,1.09,NA,1.041566667,NA,NWCA11-R021_A_1,4777,9-Jun-11,NWCA11-R021,NWCA_NOT_PROBABILITY,1,A,Y,5,,70,125,,Y,,,0,SL,1.041566667,1.135307667,0,0,30,1.135307667,0,0,3.405923
4778-1,4778,1,0,36,A,A,18,36,s,97.8,1.4,0.8,4.59,0.95,1.020273333,0.95,NWCA11-R022_C_1,4778,7-Jun-11,NWCA11-R022,NWCA_NOT_PROBABILITY,1,C,Y,1,A,0,36,Y,,,,0,S,0.95,4.3605,5,30,36,4.3605,2.18025,13.0815,15.6978
4778-2,4778,2,36,125,C,C,80.5,89,s,99,0.6,0.4,0.78,1.69,1.626935556,1.69,NWCA11-R022_C_1,4778,7-Jun-11,NWCA11-R022,NWCA_NOT_PROBABILITY,1,C,Y,2,Cg,36,125,Y,,,,0,S,1.69,1.3182,0,0,64,1.3182,0,0,8.43648
4779-1,4779,1,0,12,A,A,6,12,PM,94.1,5.5,0.4,15.08,0.24,0.340188889,0.24,NWCA11-R023_D_1,4779,7-Sep-11,NWCA11-R023,NWCA_NOT_PROBABILITY,1,D,Y,1,A,0,12,,Y,,U,0,ORGANIC,0.24,3.6192,5,12,12,3.6192,1.8096,4.34304,4.34304
4779-2,4779,2,12,36,E,E,24,24,s,98.1,1.5,0.4,0.14,0.82,0.980913333,0.82,NWCA11-R023_D_1,4779,7-Sep-11,NWCA11-R023,NWCA_NOT_PROBABILITY,1,D,Y,2,Eg,12,36,Y,,,,0,S,0.82,0.1148,0,18,24,0.1148,0,0.20664,0.27552
4779-3,4779,3,36,60,B,B,48,24,s,98.4,1.2,0.4,0.05,1.22,1.228464444,1.22,NWCA11-R023_D_1,4779,7-Sep-11,NWCA11-R023,NWCA_NOT_PROBABILITY,1,D,Y,3,Bw,36,60,Y,,,U,0,S,1.22,0.061,0,0,24,0.061,0,0,0.1464
4497-1,4497,1,0,8,A,A,4,8,c,6.1,34.8,59.1,5.86,0.32,0.770455556,0.32,NWCA11-R024_C_1,4497,15-Jun-11,NWCA11-R024,NWCA_NOT_PROBABILITY,1,C,Y,1,A1,0,8,,Y,,,0,C,0.32,1.8752,5,8,8,1.8752,0.9376,1.50016,1.50016
4497-2,4497,2,8,50,A,A,29,42,c,16.7,32.6,50.7,6.59,0.54,0.769013333,0.54,NWCA11-R024_C_1,4497,15-Jun-11,NWCA11-R024,NWCA_NOT_PROBABILITY,1,C,Y,2,A2,8,50,,Y,,,0,C,0.54,3.5586,0,22,42,3.5586,0,7.82892,14.94612
4497-3,4497,3,50,80,A,A,65,30,NA,NA,NA,NA,NA,NA,0.956742222,NA,NWCA11-R024_C_1,4497,15-Jun-11,NWCA11-R024,NWCA_NOT_PROBABILITY,1,C,Y,3,A3,50,80,,Y,,,0,NA,0.956742222,NA,0,0,30,NA,NA,NA,NA
4781-1,4781,1,0,12,Unknown,U,6,12,c,27.7,22.8,49.5,1.67,1.01,1.013737778,1.01,NWCA11-R026_A_1,4781,27-Jul-11,NWCA11-R026,NWCA_NOT_PROBABILITY,1,A,Y,1,,0,12,,Y,,,0,C,1.01,1.6867,5,12,12,1.6867,0.84335,2.02404,2.02404
4781-2,4781,2,12,93,Unknown,U,52.5,81,c,26.6,24.4,49,0.85,0.79,0.965415556,0.79,NWCA11-R026_A_1,4781,27-Jul-11,NWCA11-R026,NWCA_NOT_PROBABILITY,1,A,Y,2,,12,93,,Y,,,0,C,0.79,0.6715,0,18,81,0.6715,0,1.2087,5.43915
4781-3,4781,3,93,125,Unknown,U,109,32,cl,33.6,30.2,36.2,0.38,NA,1.002615556,NA,NWCA11-R026_A_1,4781,27-Jul-11,NWCA11-R026,NWCA_NOT_PROBABILITY,1,A,Y,3,,93,125,,Y,,,5,CL,1.002615556,0.380993911,0,0,7,0.361944216,0,0,0.253360951
3936-1,3936,1,0,28,A,A,14,28,sicl,9.3,61.5,29.2,1.09,NA,0.8436,NA,NWCA11-R027_A_1,3936,20-Aug-11,NWCA11-R027,NWCA_NOT_PROBABILITY,1,A,Y,1,A,0,28,,Y,,,0,SICL,0.8436,0.919524,5,28,28,0.919524,0.459762,2.5746672,2.5746672
5633-1,5633,1,0,40,A,A,20,40,s,90.9,7.4,1.7,4.27,0.64,0.72714,0.64,NWCA11-R028_A_1,5633,9-Sep-11,NWCA11-R028,NWCA_NOT_PROBABILITY,1,A,Y,1,A,0,40,Y,,,,0,S,0.64,2.7328,5,30,40,2.7328,1.3664,8.1984,10.9312
5634-1,5634,1,0,16,A,A,8,16,MM,89,6.9,4.1,9.64,0.41,0.494591111,0.41,NWCA11-R029_A_1,5634,8-Sep-11,NWCA11-R029,NWCA_NOT_PROBABILITY,1,A,Y,1,A,0,16,,Y,,,0,MK S,0.41,3.9524,5,16,16,3.9524,1.9762,6.32384,6.32384
5634-2,5634,2,16,34,E,E,25,18,s,94.1,3.8,2.1,1.16,1.99,1.056348889,1.99,NWCA11-R029_A_1,5634,8-Sep-11,NWCA11-R029,NWCA_NOT_PROBABILITY,1,A,Y,2,E,16,34,Y,,,,0,S,1.99,2.3084,0,14,18,2.3084,0,3.23176,4.15512
5634-2,5634,2,16,34,E,E,25,18,s,94.1,3.8,2.1,1.16,1.99,1.056348889,1.99,NWCA11-R029_A_1,5634,8-Sep-11,NWCA11-R029,NWCA_NOT_PROBABILITY,1,A,Y,3,Bw,34,94,,,,,0,S,1.99,2.3084,0,14,18,2.3084,0,3.23176,4.15512
5634-2,5634,2,34,94,B,B,64,60,s,94.1,3.8,2.1,1.16,1.99,1.132757778,1.99,NWCA11-R029_A_1,5634,8-Sep-11,NWCA11-R029,NWCA_NOT_PROBABILITY,1,A,Y,2,E,16,34,Y,,,,0,S,1.99,2.3084,0,0,60,2.3084,0,0,13.8504
5634-2,5634,2,34,94,B,B,64,60,s,94.1,3.8,2.1,1.16,1.99,1.132757778,1.99,NWCA11-R029_A_1,5634,8-Sep-11,NWCA11-R029,NWCA_NOT_PROBABILITY,1,A,Y,3,Bw,34,94,,,,,0,S,1.99,2.3084,0,0,60,2.3084,0,0,13.8504
5634-3,5634,3,94,125,C,C,109.5,31,s,95.5,2.8,1.7,0.37,NA,1.262404444,NA,NWCA11-R029_A_1,5634,8-Sep-11,NWCA11-R029,NWCA_NOT_PROBABILITY,1,A,Y,4,Cg,94,125,,,,,0,S,1.262404444,0.467089644,0,0,6,0.467089644,0,0,0.280253787
4498-1,4498,1,0,30,Oa,O,15,30,M,NA,NA,NA,54.11,0.1,0.251762569,0.1,NWCA11-R030_B_1,4498,8-Jun-11,NWCA11-R030,NWCA_NOT_PROBABILITY,1,B,Y,1,Oa1,0,30,,,,P,0,MUCK,0.1,5.411,5,30,30,5.411,2.7055,16.233,16.233
4498-2,4498,2,30,125,Oa,O,77.5,95,NA,NA,NA,NA,NA,NA,0.915662222,NA,NWCA11-R030_B_1,4498,8-Jun-11,NWCA11-R030,NWCA_NOT_PROBABILITY,1,B,Y,2,Oa2,30,125,,,,MP,0,NA,0.915662222,NA,0,0,70,NA,NA,NA,NA
5637-1,5637,1,0,20,A,A,10,20,sic,1.2,53.3,45.5,1.82,1.3,1.277049206,1.3,NWCA11-R032_A_1,5637,27-Aug-11,NWCA11-R032,NWCA_NOT_PROBABILITY,1,A,Y,1,A,0,20,,Y,,,0,SIC,1.3,2.366,5,20,20,2.366,1.183,4.732,4.732
5637-2,5637,2,20,30,Bt,B,25,10,sic,1.2,48.4,50.4,1.38,0.84,1.017728889,0.84,NWCA11-R032_A_1,5637,27-Aug-11,NWCA11-R032,NWCA_NOT_PROBABILITY,1,A,Y,2,Bt1,20,30,,Y,,,0,SIC,0.84,1.1592,0,10,10,1.1592,0,1.1592,1.1592
5637-3,5637,3,30,47,Bt,B,38.5,17,sicl,0.9,60.2,38.9,2.33,1.21,1.178595556,1.21,NWCA11-R032_A_1,5637,27-Aug-11,NWCA11-R032,NWCA_NOT_PROBABILITY,1,A,Y,3,Bt2,30,47,,Y,,,0,SICL,1.21,2.8193,0,0,17,2.8193,0,0,4.79281
5637-4,5637,4,47,60,Bt,B,53.5,13,c,4.7,35.2,60.1,2.04,1.31,1.262837778,1.31,NWCA11-R032_A_1,5637,27-Aug-11,NWCA11-R032,NWCA_NOT_PROBABILITY,1,A,Y,4,Bt3,47,60,,Y,,,0,C,1.31,2.6724,0,0,13,2.6724,0,0,3.47412
5638-1,5638,1,0,15,Oi,O,7.5,15,NA,NA,NA,NA,NA,NA,0.969808889,NA,NWCA11-R033_D_1,5638,6-Jun-11,NWCA11-R033,NWCA_NOT_PROBABILITY,1,D,Y,1,Oi,0,15,,,,P,0,NA,0.969808889,NA,5,15,15,NA,NA,NA,NA
5638-2,5638,2,15,82,Oe,O,48.5,67,MP,NA,NA,NA,55.5,0.09,0.355388889,0.09,NWCA11-R033_D_1,5638,6-Jun-11,NWCA11-R033,NWCA_NOT_PROBABILITY,1,D,Y,2,Oe,15,82,,,,MP,0,MPT,0.09,4.995,0,15,67,4.995,0,7.4925,33.4665
4288-1,4288,1,0,7,Oi,O,3.5,7,NA,NA,NA,NA,NA,NA,0.950491111,NA,NWCA11-R034_A_1,4288,28-Aug-11,NWCA11-R034,NWCA_NOT_PROBABILITY,1,A,Y,1,Oi,0,7,,,,P,0,NA,0.950491111,NA,5,7,7,NA,NA,NA,NA
4288-2,4288,2,7,10,A,A,8.5,3,NA,NA,NA,NA,NA,NA,1.0962,NA,NWCA11-R034_A_1,4288,28-Aug-11,NWCA11-R034,NWCA_NOT_PROBABILITY,1,A,Y,2,Ag,7,10,,,Y,,0,NA,1.0962,NA,0,3,3,NA,NA,NA,NA
4288-3,4288,3,10,22,B,B,16,12,sic,8.5,41.4,50.1,8.49,0.76,0.806042222,0.76,NWCA11-R034_A_1,4288,28-Aug-11,NWCA11-R034,NWCA_NOT_PROBABILITY,1,A,Y,3,Bg1,10,22,,Y,,,0,SIC,0.76,6.4524,0,12,12,6.4524,0,7.74288,7.74288
4288-4,4288,4,22,29,B,B,25.5,7,NA,NA,NA,NA,NA,NA,0.99822,NA,NWCA11-R034_A_1,4288,28-Aug-11,NWCA11-R034,NWCA_NOT_PROBABILITY,1,A,Y,4,Bg2,22,29,,Y,,,0,NA,0.99822,NA,0,7,7,NA,NA,NA,NA
4288-5,4288,5,29,60,B,B,44.5,31,c,20.8,31.4,47.8,0.96,1.39,0.927531111,1.39,NWCA11-R034_A_1,4288,28-Aug-11,NWCA11-R034,NWCA_NOT_PROBABILITY,1,A,Y,5,Bg3,29,60,,Y,,,0,C,1.39,1.3344,0,1,31,1.3344,0,0.13344,4.13664
5639-1,5639,1,0,9,Oa,O,4.5,9,MM,23.5,58.6,17.9,13.66,0.38,0.526498246,0.38,NWCA11-R035_A_1,5639,29-Jun-11,NWCA11-R035,NWCA_NOT_PROBABILITY,1,A,Y,1,Oa,0,9,,,,M,0,MK SIL,0.38,5.1908,5,9,9,5.1908,2.5954,4.67172,4.67172
5639-2,5639,2,9,14,A,A,11.5,5,NA,NA,NA,NA,NA,NA,1.084788889,NA,NWCA11-R035_A_1,5639,29-Jun-11,NWCA11-R035,NWCA_NOT_PROBABILITY,1,A,Y,2,A,9,14,,,Y,,0,NA,1.084788889,NA,0,5,5,NA,NA,NA,NA
5639-3,5639,3,14,18,BA,B,16,4,NA,NA,NA,NA,NA,NA,1.057957778,NA,NWCA11-R035_A_1,5639,29-Jun-11,NWCA11-R035,NWCA_NOT_PROBABILITY,1,A,Y,3,BA,14,18,Y,,,,0,NA,1.057957778,NA,0,4,4,NA,NA,NA,NA
5639-4,5639,4,18,28,B,B,23,10,s,92.3,5,2.7,0.87,1.01,0.974286667,1.01,NWCA11-R035_A_1,5639,29-Jun-11,NWCA11-R035,NWCA_NOT_PROBABILITY,1,A,Y,4,Bg1,18,28,Y,,,,0,S,1.01,0.8787,0,10,10,0.8787,0,0.8787,0.8787
5639-5,5639,5,28,80,B,B,54,52,s,93,5.1,1.9,0.27,0.15,1.21512,0.15,NWCA11-R035_A_1,5639,29-Jun-11,NWCA11-R035,NWCA_NOT_PROBABILITY,1,A,Y,5,Bg2,28,80,Y,,,,1,S,0.15,0.0405,0,2,52,0.040095,0,0.008019,0.208494
4742-1,4742,1,0,45,A,A,22.5,45,sic,10,42.4,47.6,1.77,NA,0.872973333,NA,NWCA11-R036_A_1,4742,21-Aug-11,NWCA11-R036,NWCA_NOT_PROBABILITY,1,A,Y,1,A,0,45,,Y,,,0,SIC,0.872973333,1.5451628,5,30,45,1.5451628,0.7725814,4.6354884,6.9532326
