samp,Pedon,Order,top,bottom,Model_desg,M,Hzn_avg,Thick,Texture,SAND,SILT,CLAY,SOC,BD,Model,Measured,SITE_PIT_VISIT,UID,DATE_COL,SITE_ID,SITE_USE,VISIT_NO,PIT,REP_PIT,LAYER,HORIZON,TOP,BOTTOM,SANDY,LOAMY,MK_MIN,ORGANIC,ROCK_FRAGMENTS,TEXTURE_CLASS,Bulk.Density,SOCd,SOC_5,SOC_30,SOC_100,SOCden,SOCstock5,SOCstock30,SOCstock100
4963-3,4963,3,41,125,Bt,B,83,84,scl,71,4.9,24.1,0.4,1.43,1.443124444,1.43,NWCA11-1346_A_1,4963,6-Jul-11,NWCA11-1346,NWCA_PROBABILITY,1,A,Y,3,Btg,41,125,,Y,,,4,SCL,1.43,0.572,0,0,59,0.54912,0,0,3.239808
4964-1,4964,1,0,70,Oa,O,35,70,M,NA,NA,NA,35.62,0.15,0.275771648,0.15,NWCA11-1348_B_1,4964,14-Jul-11,NWCA11-1348,NWCA_PROBABILITY,1,B,Y,1,Oa,0,70,,,,P,0,MUCK,0.15,5.343,5,30,70,5.343,2.6715,16.029,37.401
4964-2,4964,2,70,100,A,A,85,30,MM,16.5,78.4,5.1,9.3,NA,0.86232,NA,NWCA11-1348_B_1,4964,14-Jul-11,NWCA11-1348,NWCA_PROBABILITY,1,B,Y,2,A,70,100,,,Y,,0,MK SIL,0.86232,8.019576,0,0,30,8.019576,0,0,24.058728
3730-1,3730,1,0,31,Oa,O,15.5,31,M,NA,NA,NA,54.74,0.07,0.271859394,0.07,NWCA11-1356_B_1,3730,9-Aug-11,NWCA11-1356,NWCA_PROBABILITY,1,B,Y,1,Oa,0,31,,,,MP,0,MUCK,0.07,3.8318,5,30,31,3.8318,1.9159,11.4954,11.87858
3730-2,3730,2,31,68,Oa,O,49.5,37,M,NA,NA,NA,56.41,0.06,0.323291111,0.06,NWCA11-1356_B_1,3730,9-Aug-11,NWCA11-1356,NWCA_PROBABILITY,1,B,Y,2,Oa,31,68,,,,P,0,MUCK,0.06,3.3846,0,0,37,3.3846,0,0,12.52302
3730-3,3730,3,68,82,Oa,O,75,14,M,NA,NA,NA,57.1,NA,0.664668889,NA,NWCA11-1356_B_1,3730,9-Aug-11,NWCA11-1356,NWCA_PROBABILITY,1,B,Y,3,Oa,68,82,,,,MP,0,MUCK,0.664668889,37.95259356,0,0,14,37.95259356,0,0,53.13363098
4965-1,4965,1,0,12,A,A,6,12,MM,5.1,18.5,76.4,15.35,0.37,0.378711111,0.37,NWCA11-1357_B_1,4965,29-Jun-11,NWCA11-1357,NWCA_PROBABILITY,1,B,Y,1,A,0,12,,Y,,,0,MK C,0.37,5.6795,5,12,12,5.6795,2.83975,6.8154,6.8154
4965-2,4965,2,12,25,C,C,18.5,13,c,0.5,12,87.5,2.27,0.67,0.651975556,0.67,NWCA11-1357_B_1,4965,29-Jun-11,NWCA11-1357,NWCA_PROBABILITY,1,B,Y,2,C1,12,25,,Y,,,0,C,0.67,1.5209,0,13,13,1.5209,0,1.97717,1.97717
4965-3,4965,3,25,134,C,C,79.5,109,c,0.6,15.5,83.9,0.63,0.61,0.677882222,0.61,NWCA11-1357_B_1,4965,29-Jun-11,NWCA11-1357,NWCA_PROBABILITY,1,B,Y,3,C2,25,134,,Y,,,0,C,0.61,0.3843,0,5,75,0.3843,0,0.19215,2.88225
4966-1,4966,1,0,28,Oa,O,14,28,M,NA,NA,NA,20.28,0.24,0.33187634,0.24,NWCA11-1359_A_1,4966,24-Sep-11,NWCA11-1359,NWCA_PROBABILITY,1,A,Y,1,Oa,0,28,,,,M,0,MUCK,0.24,4.8672,5,28,28,4.8672,2.4336,13.62816,13.62816
4966-2,4966,2,28,85,C,C,56.5,57,s,98.6,1.4,0,0.39,1.36,1.342757778,1.36,NWCA11-1359_A_1,4966,24-Sep-11,NWCA11-1359,NWCA_PROBABILITY,1,A,Y,2,C,28,85,Y,,,,0,S,1.36,0.5304,0,2,57,0.5304,0,0.10608,3.02328
4967-1,4967,1,0,64,Oa,O,32,64,M,39.5,30.9,29.6,18.12,0.2,0.377933333,0.2,NWCA11-1363_D_1,4967,24-Sep-11,NWCA11-1363,NWCA_PROBABILITY,1,D,Y,1,Oa,0,64,,,,M,0,MUCK,0.2,3.624,5,30,64,3.624,1.812,10.872,23.1936
4967-2,4967,2,64,100,C,C,82,36,sl,71.1,19.2,9.7,1.51,NA,0.99498,NA,NWCA11-1363_D_1,4967,24-Sep-11,NWCA11-1363,NWCA_PROBABILITY,1,D,Y,2,Cg,64,100,Y,,,,0,SL,0.99498,1.5024198,0,0,36,1.5024198,0,0,5.40871128
4009-1,4009,1,0,80,A,A,40,80,s,95.1,4.1,0.8,1.73,1.03,1.067488889,1.03,NWCA11-1364_B_1,4009,20-Jul-11,NWCA11-1364,NWCA_PROBABILITY,1,B,Y,1,A,0,80,Y,,,,0,S,1.03,1.7819,5,30,80,1.7819,0.89095,5.3457,14.2552
4968-1,4968,1,0,53,Oa,O,26.5,53,M,NA,NA,NA,47.86,0.13,0.156651111,0.13,NWCA11-1365_C_1,4968,1-Aug-11,NWCA11-1365,NWCA_PROBABILITY,1,C,Y,1,Oa,0,53,,,,M,0,MUCK,0.13,6.2218,5,30,53,6.2218,3.1109,18.6654,32.97554
4969-1,4969,1,0,70,A,A,35,70,s,91.3,7.5,1.2,0.75,1.35,1.015626667,1.35,NWCA11-1366_B_1,4969,26-Jul-11,NWCA11-1366,NWCA_PROBABILITY,1,B,Y,1,A,0,70,Y,,,,0,S,1.35,1.0125,5,30,70,1.0125,0.50625,3.0375,7.0875
4969-2,4969,2,70,88,C,C,79,18,s,95.5,3.7,0.8,0.22,NA,1.251351111,NA,NWCA11-1366_B_1,4969,26-Jul-11,NWCA11-1366,NWCA_PROBABILITY,1,B,Y,2,C,70,88,Y,,,,0,S,1.251351111,0.275297244,0,0,18,0.275297244,0,0,0.49553504
4970-1,4970,1,0,50,Oa,O,25,50,NA,NA,NA,NA,NA,NA,0.903791111,NA,NWCA11-1368_B_1,4970,23-Jun-11,NWCA11-1368,NWCA_PROBABILITY,1,B,Y,1,Oa,0,50,,,,M,0,NA,0.903791111,NA,5,30,50,NA,NA,NA,NA
4970-2,4970,2,50,60,A,A,55,10,sl,68.9,14.8,16.3,2.35,1.21,0.95634,1.21,NWCA11-1368_B_1,4970,23-Jun-11,NWCA11-1368,NWCA_PROBABILITY,1,B,Y,2,A,50,60,,,Y,,0,SL,1.21,2.8435,0,0,10,2.8435,0,0,2.8435
4971-1,4971,1,0,55,A,A,27.5,55,MM,74.8,14,11.2,6.88,NA,0.769853333,NA,NWCA11-1368_D_2,4971,23-Aug-11,NWCA11-1368,NWCA_REVISITS,2,D,Y,1,A1,0,55,,,Y,,0,MK SL,0.769853333,5.296590933,5,30,55,5.296590933,2.648295467,15.8897728,29.13125013
4971-2,4971,2,55,85,A,A,70,30,sl,75.9,11.6,12.5,1.81,1.08,0.935653333,1.08,NWCA11-1368_D_2,4971,23-Aug-11,NWCA11-1368,NWCA_REVISITS,2,D,Y,2,A2,55,85,,Y,,,0,SL,1.08,1.9548,0,0,30,1.9548,0,0,5.8644
4972-1,4972,1,0,60,Oa,O,30,60,c,5.7,30.4,63.9,4.7,0.36,0.357704444,0.36,NWCA11-1369_A_1,4972,18-Aug-11,NWCA11-1369,NWCA_PROBABILITY,1,A,Y,1,Oa,0,60,,,,M,0,C,0.36,1.692,5,30,60,1.692,0.846,5.076,10.152
4309-1,4309,1,0,60,Oa,O,30,60,c,4,22.5,73.5,5.19,0.39,0.375303175,0.39,NWCA11-1369_D_2,4309,13-Oct-11,NWCA11-1369,NWCA_REVISITS,2,D,Y,1,Oa,0,60,,,,M,0,C,0.39,2.0241,5,30,60,2.0241,1.01205,6.0723,12.1446
4973-1,4973,1,0,30,A,A,15,30,NA,NA,NA,NA,NA,NA,0.961166667,NA,NWCA11-1370_A_1,4973,1-Jun-11,NWCA11-1370,NWCA_PROBABILITY,1,A,Y,1,A,0,30,,,Y,,0,NA,0.961166667,NA,5,30,30,NA,NA,NA,NA
4973-2,4973,2,30,125,Oa,O,77.5,95,c,1.3,21.6,77.1,5.1,0.19,0.574392063,0.19,NWCA11-1370_A_1,4973,1-Jun-11,NWCA11-1370,NWCA_PROBABILITY,1,A,Y,2,Oab,30,125,,,,M,0,C,0.19,0.969,0,0,70,0.969,0,0,6.783
5535-1,5535,1,0,10,A,A,5,10,sl,68.2,17.9,13.9,4.68,0.71,0.87598,0.71,NWCA11-1371_B_1,5535,16-Jun-11,NWCA11-1371,NWCA_PROBABILITY,1,B,Y,1,A1,0,10,,,Y,,0,SL,0.71,3.3228,5,10,10,3.3228,1.6614,3.3228,3.3228
5535-2,5535,2,10,21,A,A,15.5,11,s,95.8,3,1.2,0.32,1.79,1.078264444,1.79,NWCA11-1371_B_1,5535,16-Jun-11,NWCA11-1371,NWCA_PROBABILITY,1,B,Y,2,A2,10,21,,Y,,,0,S,1.79,0.5728,0,11,11,0.5728,0,0.63008,0.63008
5535-3,5535,3,21,36,E,E,28.5,15,s,89.7,8,2.3,0.26,2.11,1.104893333,2.11,NWCA11-1371_B_1,5535,16-Jun-11,NWCA11-1371,NWCA_PROBABILITY,1,B,Y,3,E,21,36,Y,,,,0,S,2.11,0.5486,0,9,15,0.5486,0,0.49374,0.8229
5535-4,5535,4,36,60,E,E,48,24,ls,84.4,7.5,8.1,0.17,1.9,1.159026667,1.9,NWCA11-1371_B_1,5535,16-Jun-11,NWCA11-1371,NWCA_PROBABILITY,1,B,Y,4,E,36,60,Y,,,,0,LS,1.9,0.323,0,0,24,0.323,0,0,0.7752
5535-5,5535,5,60,115,Bt,B,87.5,55,scl,69.2,7.8,23,0.09,NA,1.015284444,NA,NWCA11-1371_B_1,5535,16-Jun-11,NWCA11-1371,NWCA_PROBABILITY,1,B,Y,5,Btg1,60,115,,Y,,,0,SCL,1.015284444,0.0913756,0,0,40,0.0913756,0,0,0.3655024
5535-6,5535,6,115,125,Bt,B,120,10,scl,70.5,6.1,23.4,0.1,NA,1.028573333,NA,NWCA11-1371_B_1,5535,16-Jun-11,NWCA11-1371,NWCA_PROBABILITY,1,B,Y,6,Btg2,115,125,,Y,,,0,SCL,1.028573333,0.102857333,0,0,0,0.102857333,0,0,0
4974-1,4974,1,0,8,C,C,4,8,s,90.9,7.2,1.9,1.34,1.02,1.051624444,1.02,NWCA11-1372_C_1,4974,30-Aug-11,NWCA11-1372,NWCA_PROBABILITY,1,C,Y,1,C1,0,8,Y,,,,0,S,1.02,1.3668,5,8,8,1.3668,0.6834,1.09344,1.09344
4974-2,4974,2,8,60,C,C,34,52,s,89.9,7.4,2.7,0.76,1.05,1.09564,1.05,NWCA11-1372_C_1,4974,30-Aug-11,NWCA11-1372,NWCA_PROBABILITY,1,C,Y,2,C2,8,60,Y,,,,0,S,1.05,0.798,0,22,52,0.798,0,1.7556,4.1496
4975-1,4975,1,0,30,Oa,O,15,30,scl,45.1,24.3,30.6,1.84,1,1.05554,1,NWCA11-1373_C_1,4975,7-Jul-11,NWCA11-1373,NWCA_PROBABILITY,1,C,Y,1,Oa,0,30,,,,M,0,SCL,1,1.84,5,30,30,1.84,0.92,5.52,5.52
4975-2,4975,2,30,60,C,C,45,30,sl,73.8,16.4,9.8,0.67,1.55,1.415988889,1.55,NWCA11-1373_C_1,4975,7-Jul-11,NWCA11-1373,NWCA_PROBABILITY,1,C,Y,2,Cg,30,60,Y,,,,0,SL,1.55,1.0385,0,0,30,1.0385,0,0,3.1155
4976-1,4976,1,0,67,C,C,33.5,67,s,98.7,0.9,0.4,0.25,1.16,1.223431111,1.16,NWCA11-1374_A_1,4976,26-Jul-11,NWCA11-1374,NWCA_PROBABILITY,1,A,Y,1,Cg,0,67,Y,,,,0,S,1.16,0.29,5,30,67,0.29,0.145,0.87,1.943
4977-1,4977,1,0,26,A,A,13,26,s,98.1,1.1,0.8,1.56,0.91,0.95398,0.91,NWCA11-1376_D_1,4977,3-Aug-11,NWCA11-1376,NWCA_PROBABILITY,1,D,Y,1,A,0,26,Y,,,,0,S,0.91,1.4196,5,26,26,1.4196,0.7098,3.69096,3.69096
4977-2,4977,2,26,60,C,C,43,34,s,97.9,0.9,1.2,0.71,1.06,1.147195556,1.06,NWCA11-1376_D_1,4977,3-Aug-11,NWCA11-1376,NWCA_PROBABILITY,1,D,Y,2,C,26,60,Y,,,,0,S,1.06,0.7526,0,4,34,0.7526,0,0.30104,2.55884
4978-1,4978,1,0,125,Oa,O,62.5,125,M,73.9,13.7,12.4,19.44,0.13,0.184697778,0.13,NWCA11-1377_A_1,4978,2-Jun-11,NWCA11-1377,NWCA_PROBABILITY,1,A,Y,1,Oa,0,125,,,Y,M,0,MUCK,0.13,2.5272,5,30,100,2.5272,1.2636,7.5816,25.272
4979-1,4979,1,0,60,Oa,O,30,60,c,11.2,29.4,59.4,7.09,0.31,0.317944444,0.31,NWCA11-1379_C_1,4979,19-Jul-11,NWCA11-1379,NWCA_PROBABILITY,1,C,Y,1,Oa,0,60,,,,M,0,C,0.31,2.1979,5,30,60,2.1979,1.09895,6.5937,13.1874
5277-1,5277,1,0,9,A,A,4.5,9,MM,76.1,16.9,7,6.71,0.57,0.593846667,0.57,NWCA11-1380_D_1,5277,3-May-11,NWCA11-1380,NWCA_PROBABILITY,1,D,Y,1,Ag1,0,9,Y,,,,0,MK SL,0.57,3.8247,5,9,9,3.8247,1.91235,3.44223,3.44223
5277-2,5277,2,9,24,A,A,16.5,15,sl,75.7,16.6,7.7,3.2,1.06,1.114366667,1.06,NWCA11-1380_D_1,5277,3-May-11,NWCA11-1380,NWCA_PROBABILITY,1,D,Y,2,Ag2,9,24,Y,,,,0,SL,1.06,3.392,0,15,15,3.392,0,5.088,5.088
5277-3,5277,3,24,125,A,A,74.5,101,ls,78.1,15.6,6.3,1.57,1.66,1.559782222,1.66,NWCA11-1380_D_1,5277,3-May-11,NWCA11-1380,NWCA_PROBABILITY,1,D,Y,3,Ag3,24,125,Y,,,,0,LS,1.66,2.6062,0,6,76,2.6062,0,1.56372,19.80712
5411-1,5411,1,0,60,Oa,O,30,60,c,15.4,37.3,47.3,5.05,0.32,0.335722222,0.32,NWCA11-1381_A_1,5411,29-Jun-11,NWCA11-1381,NWCA_PROBABILITY,1,A,Y,1,Oa,0,60,,,,M,0,C,0.32,1.616,5,30,60,1.616,0.808,4.848,9.696
5412-1,5412,1,0,3,Oi,O,1.5,3,NA,NA,NA,NA,NA,NA,0.914959683,NA,NWCA11-1382_A_1,5412,20-Apr-11,NWCA11-1382,NWCA_PROBABILITY,1,A,Y,1,Oi,0,3,,,,P,0,NA,0.914959683,NA,3,3,3,NA,NA,NA,NA
5412-2,5412,2,3,10,A,A,6.5,7,scl,54.9,24.5,20.6,1.05,0.9,1.093806667,0.9,NWCA11-1382_A_1,5412,20-Apr-11,NWCA11-1382,NWCA_PROBABILITY,1,A,Y,2,Ag,3,10,Y,,,,0,SCL,0.9,0.945,2,7,7,0.945,0.189,0.6615,0.6615
5412-3,5412,3,10,18,AC,A,14,8,scl,50.8,20.5,28.7,0.5,1,1.053426667,1,NWCA11-1382_A_1,5412,20-Apr-11,NWCA11-1382,NWCA_PROBABILITY,1,A,Y,3,ACg1,10,18,Y,,,,0,SCL,1,0.5,0,8,8,0.5,0,0.4,0.4
5412-4,5412,4,18,36,AC,A,27,18,sl,61,24.3,14.7,0.58,1.15,0.979604444,1.15,NWCA11-1382_A_1,5412,20-Apr-11,NWCA11-1382,NWCA_PROBABILITY,1,A,Y,4,ACg2,18,36,Y,,,,0,SL,1.15,0.667,0,12,18,0.667,0,0.8004,1.2006
5412-5,5412,5,36,105,C,C,70.5,69,cl,41.3,19.3,39.4,0.35,1.11,1.004091111,1.11,NWCA11-1382_A_1,5412,20-Apr-11,NWCA11-1382,NWCA_PROBABILITY,1,A,Y,5,Cg,36,105,Y,,,,0,CL,1.11,0.3885,0,0,64,0.3885,0,0,2.4864
5767-1,5767,1,0,1,Oi,O,0.5,1,NA,NA,NA,NA,NA,NA,0.939082222,NA,NWCA11-1383_C_1,5767,18-May-11,NWCA11-1383,NWCA_PROBABILITY,1,C,Y,1,Oi,0,1,,,,P,0,NA,0.939082222,NA,1,1,1,NA,NA,NA,NA
5767-2,5767,2,1,5,A,A,3,4,NA,NA,NA,NA,NA,NA,1.085406667,NA,NWCA11-1383_C_1,5767,18-May-11,NWCA11-1383,NWCA_PROBABILITY,1,C,Y,2,A,1,5,,,,,0,NA,1.085406667,NA,4,4,4,NA,NA,NA,NA
5767-3,5767,3,5,80,Bt,B,42.5,75,scl,64.1,13.5,22.4,0.45,1.77,0.989397778,1.77,NWCA11-1383_C_1,5767,18-May-11,NWCA11-1383,NWCA_PROBABILITY,1,C,Y,3,Btg1,5,80,,Y,,,0,SCL,1.77,0.7965,0,25,75,0.7965,0,1.99125,5.97375
5767-4,5767,4,80,105,Bt,B,92.5,25,sc,50.7,12,37.3,0.29,NA,1.043308889,NA,NWCA11-1383_C_1,5767,18-May-11,NWCA11-1383,NWCA_PROBABILITY,1,C,Y,4,Btg2,80,105,,Y,,,0,SC,1.043308889,0.302559578,0,0,20,0.302559578,0,0,0.605119156
5767-5,5767,5,105,125,Unknown,NA,115,20,sl,82.7,2.8,14.5,0.09,NA,1.14516,NA,NWCA11-1383_C_1,5767,18-May-11,NWCA11-1383,NWCA_PROBABILITY,1,C,Y,5,sCg,105,125,Y,,,,0,SL,1.14516,0.1030644,0,0,0,0.1030644,0,0,0
5413-1,5413,1,0,125,A,A,62.5,125,MM,63.3,22.5,14.2,6.73,0.16,0.333364444,0.16,NWCA11-1384_A_1,5413,7-Jun-11,NWCA11-1384,NWCA_PROBABILITY,1,A,Y,1,A,0,125,,,Y,,0,MK SL,0.16,1.0768,5,30,100,1.0768,0.5384,3.2304,10.768
5414-1,5414,1,0,15,A,A,7.5,15,MM,86.7,12,1.3,6.88,0.53,0.569316768,0.53,NWCA11-1385_B_1,5414,17-Aug-11,NWCA11-1385,NWCA_PROBABILITY,1,B,Y,1,A1,0,15,,,,,0,MK S,0.53,3.6464,5,15,15,3.6464,1.8232,5.4696,5.4696
5414-2,5414,2,15,35,A,A,25,20,ls,86,11.2,2.8,2.99,0.98,0.9663,0.98,NWCA11-1385_B_1,5414,17-Aug-11,NWCA11-1385,NWCA_PROBABILITY,1,B,Y,2,A2,15,35,,,,,0,LS,0.98,2.9302,0,15,20,2.9302,0,4.3953,5.8604
5414-3,5414,3,35,60,Bhs,B,47.5,25,ls,85.9,11,3.1,1.12,1.32,1.249095556,1.32,NWCA11-1385_B_1,5414,17-Aug-11,NWCA11-1385,NWCA_PROBABILITY,1,B,Y,3,Bhs,35,60,,,,,0,LS,1.32,1.4784,0,0,25,1.4784,0,0,3.696
6144-1,6144,1,0,4,Oi,O,2,4,NA,NA,NA,NA,NA,NA,0.926568889,NA,NWCA11-1386_D_1,6144,29-Jun-11,NWCA11-1386,NWCA_PROBABILITY,1,D,Y,1,Oi,0,4,,,,P,0,NA,0.926568889,NA,4,4,4,NA,NA,NA,NA
6144-2,6144,2,4,20,E,E,12,16,sl,69.1,24.7,6.2,0.53,1.4,1.042175556,1.4,NWCA11-1386_D_1,6144,29-Jun-11,NWCA11-1386,NWCA_PROBABILITY,1,D,Y,2,Eg,4,20,Y,,,,0,SL,1.4,0.742,1,16,16,0.742,0.0742,1.1872,1.1872
6144-3,6144,3,20,90,Unknown,U,55,70,sl,64.1,27.8,8.1,0.19,1.99,1.009235556,1.99,NWCA11-1386_D_1,6144,29-Jun-11,NWCA11-1386,NWCA_PROBABILITY,1,D,Y,3,Sg1,20,90,Y,,,,0,SL,1.99,0.3781,0,10,70,0.3781,0,0.3781,2.6467
6144-4,6144,4,90,125,C,C,107.5,35,scl,55.5,19.6,24.9,0.23,NA,1.007351111,NA,NWCA11-1386_D_1,6144,29-Jun-11,NWCA11-1386,NWCA_PROBABILITY,1,D,Y,4,Cg2,90,125,,Y,,,0,SCL,1.007351111,0.231690756,0,0,10,0.231690756,0,0,0.231690756
5771-1,5771,1,0,8,A,A,4,8,PM,84.2,13,2.8,12.91,0.31,0.478693333,0.31,NWCA11-1387_B_1,5771,15-Jun-11,NWCA11-1387,NWCA_PROBABILITY,1,B,Y,1,Ag1,0,8,,,Y,,0,ORGANIC,0.31,4.0021,5,8,8,4.0021,2.00105,3.20168,3.20168
5771-2,5771,2,8,22,A,A,15,14,s,87.8,10.6,1.6,3.56,1.92,0.881806667,1.92,NWCA11-1387_B_1,5771,15-Jun-11,NWCA11-1387,NWCA_PROBABILITY,1,B,Y,2,Ag2,8,22,,,Y,,0,S,1.92,6.8352,0,14,14,6.8352,0,9.56928,9.56928
5771-3,5771,3,22,42,E,E,32,20,s,95.3,3.2,1.5,0.07,2.33,1.239351111,2.33,NWCA11-1387_B_1,5771,15-Jun-11,NWCA11-1387,NWCA_PROBABILITY,1,B,Y,3,Eg1,22,42,Y,,,,0,S,2.33,0.1631,0,8,20,0.1631,0,0.13048,0.3262
5771-4,5771,4,42,60,E,E,51,18,s,93.6,4.9,1.5,0.02,NA,1.268902222,NA,NWCA11-1387_B_1,5771,15-Jun-11,NWCA11-1387,NWCA_PROBABILITY,1,B,Y,4,Eg2,42,60,Y,,,,0,S,1.268902222,0.025378044,0,0,18,0.025378044,0,0,0.04568048
5771-5,5771,5,60,90,Bt,B,75,30,sl,76.2,12.2,11.6,0.2,NA,1.032184444,NA,NWCA11-1387_B_1,5771,15-Jun-11,NWCA11-1387,NWCA_PROBABILITY,1,B,Y,5,Bt,60,90,,,,,0,SL,1.032184444,0.206436889,0,0,30,0.206436889,0,0,0.619310667
5771-6,5771,6,90,125,BC,B,107.5,35,ls,85.1,6.1,8.8,0.06,NA,1.14572,NA,NWCA11-1387_B_1,5771,15-Jun-11,NWCA11-1387,NWCA_PROBABILITY,1,B,Y,6,Bcg,90,125,,,,,0,LS,1.14572,0.0687432,0,0,10,0.0687432,0,0,0.0687432
5415-1,5415,1,0,125,A,A,62.5,125,sl,65.1,20.8,14.1,0.3,1.5,1.519931111,1.5,NWCA11-1388_D_1,5415,9-Jun-11,NWCA11-1388,NWCA_PROBABILITY,1,D,Y,1,A,0,125,Y,,,,0,SL,1.5,0.45,5,30,100,0.45,0.225,1.35,4.5
5416-1,5416,1,0,20,A,A,10,20,ls,86.3,10,3.7,1.22,1.16,1.230613333,1.16,NWCA11-1389_C_1,5416,30-Jun-11,NWCA11-1389,NWCA_PROBABILITY,1,C,Y,1,A,0,20,,,Y,,0,LS,1.16,1.4152,5,20,20,1.4152,0.7076,2.8304,2.8304
5416-2,5416,2,20,110,A,A,65,90,ls,83.2,9.7,7.1,0.51,1.38,1.413131111,1.38,NWCA11-1389_C_1,5416,30-Jun-11,NWCA11-1389,NWCA_PROBABILITY,1,C,Y,2,Ag,20,110,Y,,,,0,LS,1.38,0.7038,0,10,80,0.7038,0,0.7038,5.6304
6265-1,6265,1,0,10,Oi,O,5,10,P,NA,NA,NA,43.9,0.2,0.321313968,0.2,NWCA11-1390_A_1,6265,2-Nov-11,NWCA11-1390,NWCA_PROBABILITY,1,A,Y,1,Oi,0,10,,,,P,0,PEAT,0.2,8.78,5,10,10,8.78,4.39,8.78,8.78
6265-2,6265,2,10,15,A,A,12.5,5,NA,NA,NA,NA,NA,NA,1.071175556,NA,NWCA11-1390_A_1,6265,2-Nov-11,NWCA11-1390,NWCA_PROBABILITY,1,A,Y,2,A,10,15,Y,,,,0,NA,1.071175556,NA,0,5,5,NA,NA,NA,NA
6265-3,6265,3,15,35,E,E,25,20,s,90.8,8.1,1.1,0.17,1.82,1.044851111,1.82,NWCA11-1390_A_1,6265,2-Nov-11,NWCA11-1390,NWCA_PROBABILITY,1,A,Y,3,Eg,15,35,Y,,,,0,S,1.82,0.3094,0,15,20,0.3094,0,0.4641,0.6188
6265-4,6265,4,35,65,Bhs,B,50,30,s,92.4,6.2,1.4,0.65,1.72,1.173413333,1.72,NWCA11-1390_A_1,6265,2-Nov-11,NWCA11-1390,NWCA_PROBABILITY,1,A,Y,4,Bh,35,65,Y,,,,0,S,1.72,1.118,0,0,30,1.118,0,0,3.354
6265-5,6265,5,65,90,C,C,77.5,25,s,91.4,6.9,1.7,0.29,NA,1.2455,NA,NWCA11-1390_A_1,6265,2-Nov-11,NWCA11-1390,NWCA_PROBABILITY,1,A,Y,5,Cg1,65,90,Y,,,,0,S,1.2455,0.361195,0,0,25,0.361195,0,0,0.9029875
6265-6,6265,6,90,125,C,C,107.5,35,ls,85.1,4.5,10.4,0.19,NA,1.138148889,NA,NWCA11-1390_A_1,6265,2-Nov-11,NWCA11-1390,NWCA_PROBABILITY,1,A,Y,6,Cg2,90,125,Y,,,,0,LS,1.138148889,0.216248289,0,0,10,0.216248289,0,0,0.216248289
5534-1,5534,1,0,5,Oi,O,2.5,5,NA,NA,NA,NA,NA,NA,0.930955556,NA,NWCA11-1391_C_1,5534,28-Jun-11,NWCA11-1391,NWCA_PROBABILITY,1,C,Y,1,Oi,0,5,,,,P,0,NA,0.930955556,NA,5,5,5,NA,NA,NA,NA
5534-2,5534,2,5,28,A,A,16.5,23,ls,84,14,2,2.44,1.13,0.901404444,1.13,NWCA11-1391_C_1,5534,28-Jun-11,NWCA11-1391,NWCA_PROBABILITY,1,C,Y,2,A,5,28,Y,,,,0,LS,1.13,2.7572,0,23,23,2.7572,0,6.34156,6.34156
5534-3,5534,3,28,54,Bhs,B,41,26,ls,82.9,14.7,2.4,2.04,1.21,1.024608889,1.21,NWCA11-1391_C_1,5534,28-Jun-11,NWCA11-1391,NWCA_PROBABILITY,1,C,Y,3,Bh1,28,54,Y,,,,0,LS,1.21,2.4684,0,2,26,2.4684,0,0.49368,6.41784
5534-4,5534,4,54,120,Bhs,B,87,66,ls,82,16.1,1.9,1.83,1.58,1.007433333,1.58,NWCA11-1391_C_1,5534,28-Jun-11,NWCA11-1391,NWCA_PROBABILITY,1,C,Y,4,Bh2,54,120,Y,,,,0,LS,1.58,2.8914,0,0,46,2.8914,0,0,13.30044
5534-5,5534,5,120,125,C,C,122.5,5,s,90.5,7.6,1.9,0.11,NA,1.282811111,NA,NWCA11-1391_C_1,5534,28-Jun-11,NWCA11-1391,NWCA_PROBABILITY,1,C,Y,5,Cg,120,125,Y,,,,0,S,1.282811111,0.141109222,0,0,0,0.141109222,0,0,0
5417-1,5417,1,0,60,A,A,30,60,s,97.8,0.6,1.6,0.48,1.04,1.101006667,1.04,NWCA11-1392_C_1,5417,2-Aug-11,NWCA11-1392,NWCA_PROBABILITY,1,C,Y,1,A,0,60,,,,,0,S,1.04,0.4992,5,30,60,0.4992,0.2496,1.4976,2.9952
5418-1,5418,1,0,100,Oa,O,50,100,c,17.2,33.9,48.9,7.22,0.31,0.31464,0.31,NWCA11-1393_D_1,5418,15-Jun-11,NWCA11-1393,NWCA_PROBABILITY,1,D,Y,1,Oa,0,100,,,,M,0,C,0.31,2.2382,5,30,100,2.2382,1.1191,6.7146,22.382
5143-1,5143,1,0,7,Oi,O,3.5,7,ls,82,16,2,2.41,2,0.962626667,2,NWCA11-1394_C_1,5143,4-May-11,NWCA11-1394,NWCA_PROBABILITY,1,C,Y,1,Oi,0,7,,,,P,0,LS,2,4.82,5,7,7,4.82,2.41,3.374,3.374
5143-2,5143,2,7,17,A,A,12,10,ls,82.2,14.3,3.5,0.53,2.18,1.052417778,2.18,NWCA11-1394_C_1,5143,4-May-11,NWCA11-1394,NWCA_PROBABILITY,1,C,Y,2,A,7,17,,,,,0,LS,2.18,1.1554,0,10,10,1.1554,0,1.1554,1.1554
