smp id,Dupl,area code,taxonomic order,horz desgn master,lay depth to top,lay depth to bottom,MGMT_lable,Measured Active Carbon,pH,Clay,Sand,Silt,Est Org C,Total Carbon
137434,U,OR,alfisols,A,0,15,,640,5.5,22.4,25.4,52.2,4.28,4.3
137439,U,OR,andisols,O,0,2,,13566,,,,,34.47,34.5
137440,U,OR,andisols,A,2,18,,410,5.5,24.8,13.6,61.6,2.04,2.0
137447,U,OR,alfisols,O,0,3,,14225,,,,,30,30.0
137448,U,OR,alfisols,A,3,17,,445,5.6,25.1,11.3,63.6,2.09,2.1
137455,U,OR,inceptisols,O,0,2,,14637,,,,,38.8,38.8
137456,U,OR,inceptisols,A,2,12,,569,6.0,19.1,37.4,43.5,2.75,2.7
137462,U,OR,andisols,O,0,3,,13702,,,,,35.07,35.1
137463,U,OR,andisols,A,3,19,,643,5.8,19.1,33.8,47.1,5.11,5.1
138145,U,CO,alfisols,A,0,13,,375,8.3,34.1,8.8,57.1,1.0472,2.0
138148,U,CO,alfisols,A,0,10,,486,8.1,31.5,23.1,45.4,1.772,2.0
138155,U,CO,alfisols,A,0,5,,486,8.1,30.1,22.4,47.5,1.738,1.9
138157,U,CO,alfisols,A,0,5,,523,8.2,30.6,21.4,48.0,2.3092,2.5
138156,U,CO,alfisols,A,5,10,,411,8.1,31.1,21.2,47.7,1.3908,1.6
138158,U,CO,alfisols,A,5,10,,336,8.2,31.2,20.5,48.3,0.9996,1.2
138161,U,CO,alfisols,A,0,5,,406,7.6,20.6,52.9,26.5,1.1424,1.2
138162,U,CO,alfisols,A,5,10,,295,7.8,22.6,51.4,26.0,0.6784,0.7
138966,U,CO,,A,0,11,,485,7.0,30.7,26.5,42.8,1.39,1.4
138973,U,CO,,A,0,5,,557,7.1,29.5,27.2,43.3,1.72,1.7
138974,U,CO,,A,5,10,,448,7.0,30.0,26.1,43.9,1.27,1.3
138975,U,CO,,A,0,5,,593,6.8,24.5,30.1,45.4,1.9,1.9
138976,U,CO,,A,5,10,,445,6.9,25.9,29.9,44.2,1.24,1.2
138979,U,CO,,A,0,5,,556,7.0,25.1,30.2,44.7,1.94,1.9
138980,U,CO,,A,5,10,,408,7.0,26.1,30.1,43.8,1.26,1.3
138982,U,CO,,A,0,5,,556,7.0,24.2,30.4,45.4,1.93,1.9
138983,U,CO,,A,5,10,,446,7.0,25.6,31.2,43.2,1.3,1.3
138986,U,CO,,A,0,17,,366,6.1,17.9,27.7,54.4,0.88,0.9
138992,U,CO,,A,0,5,,438,6.1,17.0,26.4,56.6,1.36,1.4
138993,U,CO,,A,5,10,,294,6.8,24.4,25.9,49.7,0.77,0.8
138994,U,CO,,A,10,17,,262,7.4,37.0,19.7,43.3,0.81,0.8
138995,U,CO,,A,0,5,,439,6.6,16.2,28.9,54.9,1.11,1.1
138996,U,CO,,A,5,10,,367,6.5,17.0,26.3,56.7,0.78,0.8
138999,U,CO,,A,0,5,,402,7.2,15.9,27.9,56.2,0.89,0.9
139000,U,CO,,A,5,10,,293,6.8,18.5,26.3,55.2,0.7,0.7
139001,U,CO,,A,10,16,,295,7.1,24.4,29.0,46.6,0.65,0.7
139004,U,CO,,A,0,5,,365,5.9,14.6,30.4,55.0,0.9,0.9
139005,U,CO,,A,5,9,,294,6.9,23.0,25.8,51.2,0.75,0.7
139008,U,CO,,A,0,15,,371,8.1,24.7,24.5,50.8,0.9532,1.2
139015,U,CO,,A,0,5,,480,7.8,25.3,25.4,49.3,1.4316,1.7
139016,U,CO,,A,5,10,,406,7.9,26.3,25.0,48.7,1.1088,1.3
139017,U,CO,,A,10,15,,261,8.2,34.2,21.6,44.2,0.826,1.0
139018,U,CO,,A,0,5,,482,7.7,30.9,20.2,48.9,1.4612,1.7
139019,U,CO,,A,5,10,,409,8.0,29.6,22.3,48.1,1.032,1.3
139020,U,CO,,A,10,25,,264,8.1,40.5,16.6,42.9,0.728,0.9
139023,U,CO,,A,0,5,,445,7.6,33.0,20.0,47.0,1.4084,1.7
139024,U,CO,,A,5,10,,370,7.9,31.2,19.6,49.2,0.958,1.3
139025,U,CO,,A,10,17,,263,8.0,41.7,15.7,42.6,0.8084,1.1
139028,U,CO,,A,0,5,,445,7.8,29.2,45.4,25.4,1.3684,1.7
139029,U,CO,,A,5,10,,408,8.4,28.4,21.3,50.3,0.9972,1.4
139030,U,CO,,A,10,18,,336,8.4,27.4,14.4,58.2,0.8676,1.3
139033,U,CO,,A,0,15,,369,7.3,21.9,35.3,42.8,1.1624,1.2
139039,U,CO,,A,0,5,,406,7.0,19.1,34.4,46.5,1.226,1.3
139040,U,CO,,A,5,10,,333,7.3,20.0,34.1,45.9,0.9936,1.0
139041,U,CO,,A,10,15,,261,7.7,27.7,33.0,39.3,0.9132,0.9
139042,U,CO,,A,0,17,,372,7.3,26.9,30.4,42.7,1.0256,1.0
139045,U,CO,,A,0,5,,481,7.0,22.8,33.4,43.8,1.63,1.6
139046,U,CO,,A,5,10,,370,7.4,24.0,33.8,42.2,1.07,1.1
139047,U,CO,,A,10,17,,300,7.7,32.2,27.6,40.2,0.8932,0.9
139048,U,CO,,A,0,14,,333,6.9,22.8,34.6,42.6,0.98,1.0
139051,U,CO,,A,0,5,,481,6.5,21.7,34.2,44.1,1.84,1.8
139052,U,CO,,A,5,10,,332,7.0,23.1,33.6,43.3,1.05,1.0
139053,U,CO,,A,10,14,,297,7.4,26.0,32.5,41.5,0.91,0.9
139054,U,CO,,A,0,18,,297,7.5,27.5,32.5,40.0,0.918,0.9
139057,U,CO,,A,0,5,,368,6.2,20.6,38.4,41.0,1.24,1.2
139058,U,CO,,A,5,10,,333,7.1,23.0,35.3,41.7,0.93,0.9
139059,U,CO,,A,10,18,,260,7.6,26.8,30.3,42.9,0.8152,0.8
141596,U,TX,alfisols,A,0,3,R,-367,7.0,21.0,45.8,33.2,2.96,3.0
141597,U,TX,alfisols,A,3,12,R,328,7.1,21.5,50.3,28.2,1.23,1.2
141601,U,TX,alfisols,A,0,3,R,476,7.1,19.9,51.1,29.0,2.23,2.2
141602,U,TX,alfisols,A,3,17,R,292,7.4,20.1,57.3,22.6,1.08,1.1
141605,U,TX,alfisols,A,0,3,R,401,7.1,19.6,51.9,28.5,1.66,1.7
141606,U,TX,alfisols,A,3,16,R,255,7.7,20.5,57.9,21.6,0.9244,0.9
141609,U,TX,alfisols,A,0,3,R,475,7.3,21.4,45.7,32.9,2.39,2.4
141610,U,TX,alfisols,A,3,21,R,291,7.4,21.2,54.3,24.5,1.16,1.2
141612,U,TX,alfisols,A,0,3,R,400,7.4,22.0,46.3,31.7,1.63,1.6
141613,U,TX,alfisols,A,3,13,R,291,7.4,21.8,53.4,24.8,1.0104,1.0
141616,U,TX,alfisols,A,0,3,R,435,7.2,17.9,62.5,19.6,1.55,1.5
141617,U,TX,alfisols,A,3,14,R,254,7.3,15.3,71.2,13.5,0.53,0.5
141618,U,TX,alfisols,A,14,30,R,182,7.7,17.9,69.3,12.8,0.314,0.3
141620,U,TX,alfisols,A,0,3,R,437,7.4,17.8,63.2,19.0,0.95,1.0
141621,U,TX,alfisols,A,3,9,R,254,7.6,17.3,56.9,25.8,0.5892,0.6
141624,U,TX,alfisols,A,0,3,R,506,7.3,16.0,62.8,21.2,1.52,1.5
141625,U,TX,alfisols,A,3,24,R,290,7.7,16.0,69.2,14.8,0.55,0.5
141628,U,TX,alfisols,A,0,3,R,433,7.4,16.4,63.7,19.9,1.1868,1.2
141629,U,TX,alfisols,A,3,11,R,291,7.8,15.4,67.7,16.9,0.484,0.5
141630,U,TX,alfisols,AB,11,21,R,291,7.9,15.7,66.8,17.5,0.3592,0.4
141632,U,TX,alfisols,A,0,3,R,327,7.3,14.6,68.4,17.0,1.44,1.4
141635,U,TX,alfisols,A,0,3,R,510,7.4,16.5,67.9,15.6,1.3,1.3
141720,U,TX,alfisols,A,0,3,R,401,7.4,17.1,65.0,17.9,1.21,1.2
141721,U,TX,alfisols,A,3,18,R,253,7.6,17.8,67.7,14.5,0.53,0.5
141723,U,TX,alfisols,A,0,3,R,547,7.2,18.2,66.8,15.0,1.87,1.9
141724,U,TX,alfisols,A,3,11,R,254,7.3,12.3,76.8,10.9,0.5,0.5
141727,U,TX,alfisols,A,0,3,R,291,7.4,13.1,71.8,15.1,0.6024,0.6
141728,U,TX,alfisols,AB,3,36,R,181,7.7,12.1,78.1,9.8,0.2792,0.3
141730,U,TX,alfisols,A,0,3,R,545,7.1,15.2,68.9,15.9,1.9,1.9
141731,U,TX,alfisols,A,3,8,R,255,7.6,13.9,75.7,10.4,0.5316,0.5
141734,U,TX,alfisols,A,0,3,R,396,7.1,7.7,78.8,13.5,1.84,1.8
141735,U,TX,alfisols,A,3,12,R,325,7.3,6.4,85.9,7.7,0.35,0.4
141738,U,TX,alfisols,A,0,3,R,434,5.8,6.3,82.9,10.8,1.44,1.4
141739,U,TX,alfisols,A,3,14,R,252,6.7,5.6,87.3,7.1,0.32,0.3
141742,U,TX,alfisols,A,0,3,R,435,6.7,7.3,81.4,11.3,0.95,0.9
141743,U,TX,alfisols,A,3,17,R,217,7.1,7.2,84.9,7.9,0.24,0.2
141746,U,TX,alfisols,A,0,3,R,325,6.3,7.3,83.0,9.7,0.7,0.7
141747,U,TX,alfisols,A,3,15,R,199,6.9,6.5,85.6,7.9,0.25,0.2
141750,U,TX,alfisols,A,0,3,R,399,6.4,7.6,80.9,11.5,1.14,1.1
141751,U,TX,alfisols,A,3,17,R,216,6.7,6.5,86.8,6.7,0.28,0.3
141754,U,TX,alfisols,A,0,3,T,290,6.7,12.2,63.6,24.2,0.78,0.8
141755,U,TX,alfisols,A,3,15,T,255,7.2,16.3,61.6,22.1,0.78,0.8
141757,U,TX,alfisols,A,0,3,T,181,7.3,12.6,76.8,10.6,0.44,0.4
141758,U,TX,alfisols,A,3,19,T,255,7.1,15.8,60.0,24.2,0.66,0.7
141760,U,TX,alfisols,A,0,3,T,474,7.1,21.1,52.8,26.1,1.94,1.9
141761,U,TX,alfisols,A,3,20,T,291,7.2,14.6,69.6,15.8,0.81,0.8
141763,U,TX,alfisols,A,0,3,T,289,7.1,17.1,58.7,24.2,0.84,0.8
141764,U,TX,alfisols,A,3,23,T,217,7.5,15.2,73.4,11.4,0.5,0.5
141765,U,TX,alfisols,AB,23,38,T,180,7.5,17.0,73.2,9.8,0.46,0.5
141767,U,TX,alfisols,A,0,3,T,364,6.9,17.5,53.9,28.6,1.22,1.2
141770,U,TX,alfisols,A,0,3,R,363,7.1,15.4,68.3,16.3,0.68,0.7
141771,U,TX,alfisols,AB,3,12,R,254,7.6,16.0,70.5,13.5,0.4856,0.5
141774,U,TX,alfisols,A,0,3,R,401,7.2,16.1,65.6,18.3,0.73,0.7
141775,U,TX,alfisols,A,3,15,R,254,7.5,14.6,69.7,15.7,0.53,0.5
141778,U,TX,alfisols,A,0,3,R,254,7.3,12.5,72.7,14.8,0.49,0.5
141779,U,TX,alfisols,A,3,21,R,182,7.8,13.7,72.4,13.9,0.3456,0.4
141781,U,TX,alfisols,A,0,3,R,437,6.9,14.3,69.9,15.8,0.71,0.7
141782,U,TX,alfisols,A,3,18,R,254,7.4,14.1,72.9,13.0,0.37,0.4
141785,U,TX,alfisols,A,0,3,R,473,7.3,13.6,67.9,18.5,1.04,1.0
141786,U,TX,alfisols,A,3,20,R,145,7.9,14.4,71.9,13.7,0.386,0.4
145328,U,GA,ultisols,A,0,2,P,613,6.3,5.2,82.9,11.9,3.35,3.3
145329,U,GA,ultisols,A,2,28,P,288,5.2,3.6,86.1,10.3,0.92,0.9
146189,U,GA,ultisols,A,2,18,W,326,4.8,5.1,84.9,10.0,2.37,2.4
146195,U,GA,ultisols,A,0,2,W,511,4.3,4.0,86.5,9.5,6.22,6.2
146196,U,GA,ultisols,A,2,10,W,507,4.3,4.6,85.6,9.8,2.36,2.4
146199,U,GA,ultisols,A,0,2,W,538,4.7,5.5,84.4,10.1,4.2,4.2
146200,U,GA,ultisols,A,2,15,W,290,4.8,6.6,83.6,9.8,1.68,1.7
146203,U,GA,ultisols,A,0,2,W,727,5.1,9.6,79.1,11.3,3.86,3.9
146204,U,GA,ultisols,A,2,18,W,327,4.8,5.0,83.3,11.7,2.19,2.2
146206,U,GA,ultisols,A,0,2,W,626,5.0,4.9,84.8,10.3,6.64,6.6
146207,U,GA,ultisols,A,2,16,W,359,5.0,5.5,84.6,9.9,2.64,2.6
146210,U,GA,ultisols,A,0,2,W,577,4.8,4.5,84.2,11.3,5.17,5.2
146211,U,GA,ultisols,A,2,11,W,288,4.8,4.3,85.5,10.2,1.86,1.9
146214,U,GA,ultisols,A,0,2,W,644,5.2,4.1,84.2,11.7,5.36,5.4
146215,U,GA,ultisols,A,2,22,W,363,4.6,4.4,82.6,13.0,1.78,1.8
146218,U,GA,ultisols,A,0,2,W,536,4.4,1.8,88.9,9.3,3.85,3.9
146219,U,GA,ultisols,A,2,20,W,144,4.6,1.9,88.8,9.3,0.79,0.8
146226,U,GA,ultisols,A,0,2,W,472,4.2,5.0,89.2,5.8,1.85,1.8
146227,U,GA,ultisols,A,2,17,W,287,4.4,4.9,87.6,7.5,0.73,0.7
146230,U,GA,ultisols,A,0,2,W,430,4.3,3.5,89.7,6.8,2.69,2.7
146231,U,GA,ultisols,A,2,23,W,143,4.5,4.1,88.4,7.5,1.08,1.1
146234,U,GA,ultisols,A,0,2,W,599,4.6,3.4,89.9,6.7,3.57,3.6
146235,U,GA,ultisols,A,2,27,W,144,4.7,4.2,88.9,6.9,0.86,0.9
146238,U,GA,ultisols,A,0,2,W,395,4.9,4.2,89.3,6.5,2.99,3.0
146239,U,GA,ultisols,A,2,10,W,108,5.1,3.9,90.2,5.9,0.73,0.7
146241,U,GA,ultisols,A,0,2,W,1993,3.8,1.3,90.0,8.7,23.21,23.2
146242,U,GA,ultisols,A,2,23,W,319,4.3,2.1,89.0,8.9,1.05,1.0
146244,U,GA,ultisols,A,0,2,W,787,4.0,1.4,91.0,7.6,7.68,7.7
146245,U,GA,ultisols,A,2,22,W,179,4.7,1.2,88.7,10.1,1.08,1.1
146787,U,TX,alfisols,A,0,2,T,220,7.9,20.5,62.7,16.8,0.6136,0.6
146788,U,TX,alfisols,A,2,7,T,220,7.8,20.3,63.9,15.8,0.5088,0.5
146791,U,TX,alfisols,A,0,2,T,258,7.7,20.5,64.0,15.5,0.5876,0.6
146792,U,TX,alfisols,A,2,17,T,220,7.8,19.5,64.5,16.0,0.5188,0.5
146795,U,TX,alfisols,A,0,2,T,404,7.9,19.1,65.3,15.6,0.49,0.5
146796,U,TX,alfisols,A,2,12,T,182,7.8,19.7,65.4,14.9,0.49,0.5
146799,U,TX,alfisols,A,0,2,T,220,7.9,19.3,66.3,14.4,0.71,0.7
146800,U,TX,alfisols,A,2,8,T,220,7.7,20.4,64.9,14.7,0.54,0.5
146803,U,TX,alfisols,A,0,2,T,404,7.9,19.9,64.0,16.1,0.89,0.9
146804,U,TX,alfisols,A,2,11,T,221,7.5,19.4,66.2,14.4,0.53,0.5
146807,U,TX,alfisols,A,0,2,T,219,8.2,13.9,77.6,8.5,0.53,0.5
146808,U,TX,alfisols,A,2,13,T,218,8.5,12.1,78.6,9.3,0.71,0.7
146809,U,TX,alfisols,A/B,13,31,T,109,8.1,14.8,77.3,7.9,0.37,0.4
146811,U,TX,alfisols,A,0,2,T,328,8.4,12.6,77.9,9.5,1.24,1.2
146812,U,TX,alfisols,A,2,16,T,293,7.9,14.6,75.7,9.7,0.71,0.7
146815,U,TX,alfisols,A,0,2,T,362,8.3,13.2,78.1,8.7,0.92,0.9
146816,U,TX,alfisols,A,2,17,T,293,8.0,14.7,77.2,8.1,0.59,0.6
146817,U,TX,alfisols,A/B,17,32,T,91,7.9,13.9,78.5,7.6,0.35,0.4
146819,U,TX,alfisols,A,0,2,T,216,8.5,13.8,78.1,8.1,0.76,0.8
146820,U,TX,alfisols,A,2,16,T,218,8.2,14.6,78.3,7.1,0.53,0.5
146821,U,TX,alfisols,A/B,16,33,T,218,8.3,13.6,79.2,7.2,0.32,0.3
146823,U,TX,alfisols,A,0,2,T,328,8.1,13.7,78.6,7.7,0.7,0.7
146824,U,TX,alfisols,A,2,24,T,328,8.0,14.1,78.6,7.3,0.65,0.6
146825,U,TX,alfisols,A/B,24,38,T,292,8.0,14.7,77.3,8.0,0.35,0.4
151628,U,TX,alfisols,A,0,3,R,472,7.7,18.1,56.6,25.3,1.7748,1.9
151629,U,TX,alfisols,A,3,16,R,365,7.8,18.7,58.8,22.5,0.7508,0.8
151631,U,TX,alfisols,A,0,3,R,475,7.8,16.2,63.0,20.8,3.1436,3.3
151632,U,TX,alfisols,A,3,20,R,364,7.5,15.2,67.4,17.4,1.2392,1.3
151633,U,TX,alfisols,AB,20,43,R,236,7.9,13.7,67.2,19.1,0.5132,0.5
151635,U,TX,alfisols,A,0,3,R,475,7.3,17.9,59.9,22.2,2.1308,2.2
151636,U,TX,alfisols,A,3,19,R,293,7.7,16.6,62.4,21.0,0.7472,0.8
151639,U,TX,alfisols,A,0,3,R,550,7.8,19.6,54.1,26.3,5.4296,5.5
151640,U,TX,alfisols,A,3,12,R,329,7.4,19.9,54.8,25.3,1.308,1.4
151643,U,TX,alfisols,A,0,3,R,586,8.0,18.5,56.6,24.9,3.6104,3.8
151644,U,TX,alfisols,A,3,14,R,328,7.6,18.0,60.0,22.0,0.9072,0.9
151804,U,TX,alfisols,A,0,3,R,200,7.8,13.8,74.3,11.9,0.362,0.4
166183,U,OR,inceptisols,A,8,26,,686,5.6,23.0,37.5,39.5,5.08,5.1
166184,U,OR,inceptisols,AB,26,35,,418,5.8,22.4,37.1,40.5,2.61,2.6
166188,U,OR,inceptisols,A,6,18,,571,5.2,27.4,29.9,42.7,4.91,4.9
166194,U,OR,andisols,O,0,1,,10899,,,,,54.32,54.3
166195,U,OR,andisols,O,1,6,,11259,4.1,,,,55.25,55.3
166196,U,OR,andisols,A,6,23,,449,5.2,14.8,34.5,50.7,3.73,3.7
166197,U,OR,andisols,A,23,47,,412,5.3,15.3,33.2,51.5,2.91,2.9
166198,U,OR,andisols,AB,47,62,,299,5.4,15.9,30.6,53.5,1.23,1.2
166203,U,OR,andisols,O,0,3,,11156,,,,,52.69,52.7
166204,U,OR,andisols,O,3,7,,5930,4.6,,,,45.83,45.8
166205,U,OR,andisols,A,7,18,,685,5.8,2.9,65.1,32.0,5.8,5.8
166206,U,OR,andisols,AB,18,33,,458,6.0,2.2,64.8,33.0,4.1,4.1
166212,U,OR,andisols,O,3,9,,11740,4.9,,,,47.77,47.8
166213,U,OR,andisols,A,9,25,,487,5.3,17.1,53.7,29.2,5.07,5.1
166214,U,OR,andisols,A,25,45,,410,5.4,14.4,57.6,28.0,3.37,3.4
166219,U,OR,mollisols,O,0,2,,7511,5.5,,,,28.87,28.9
166220,U,OR,mollisols,A,2,16,,769,5.9,28.9,28.6,42.5,3.69,3.7
166221,U,OR,mollisols,AB,16,34,,426,5.8,32.1,32.3,35.6,1.25,1.3
166226,U,OR,mollisols,O,0,2,,8635,5.7,,,,35.5,35.5
166227,U,OR,mollisols,A,2,12,,899,5.9,17.5,40.2,42.3,3.89,3.9
166228,U,OR,mollisols,A,12,36,,449,5.8,18.1,41.0,40.9,1.99,2.0
166234,U,OR,andisols,O,0,1,,10608,,,,,52.71,52.7
166235,U,OR,andisols,O,1,2,,8541,4.7,,,,50.24,50.2
166242,U,OR,andisols,O,0,2,,11527,,,,,54.16,54.2
166243,U,OR,andisols,O,2,5,,6284,4.7,,,,45.45,45.5
166244,U,OR,andisols,A,5,32,,376,5.9,4.2,65.7,30.1,2.22,2.2
166249,U,OR,andisols,O,0,5,,5824,,,,,49.7,49.7
166250,U,OR,andisols,A,5,19,,368,5.7,3.2,74.8,22.0,2.33,2.3
166261,U,OR,andisols,O,0,3,,10807,,,,,48.8,48.8
166262,U,OR,andisols,A,3,9,,913,5.3,8.8,52.6,38.6,8.37,8.4
166263,U,OR,andisols,A,9,20,,606,5.4,7.4,55.0,37.6,4.47,4.5
166264,U,OR,andisols,AB,20,39,,492,5.6,7.5,54.1,38.4,3.09,3.1
166267,U,OR,andisols,O,0,3,,10967,,,,,53.47,53.5
166268,U,OR,andisols,O,3,10,,6220,4.5,,,,52.73,52.7
166269,U,OR,andisols,A,10,25,,584,5.4,5.9,51.6,42.5,5.44,5.4
166270,U,OR,andisols,A,25,57,,451,5.7,5.2,55.5,39.3,3.12,3.1
166271,U,OR,andisols,AB,57,86,,414,5.8,5.8,53.4,40.8,2.29,2.3
166275,U,OR,andisols,O,0,2,,11062,,,,,55.83,55.8
166276,U,OR,andisols,O,2,6,,11622,4.1,,,,54.69,54.7
166277,U,OR,andisols,A,6,23,,602,5.5,4.4,66.1,29.5,6.0848,6.1
166278,U,OR,andisols,AB,23,40,,572,5.8,4.4,63.3,32.3,4.8304,4.9
166281,U,OR,andisols,O,0,1,,11707,,,,,54.57,54.6
166282,U,OR,andisols,O,1,5,,8438,4.4,,,,53.93,53.9
166283,U,OR,andisols,A,5,17,,531,5.5,6.7,56.2,37.1,4.86,4.9
166284,U,OR,andisols,A,17,30,,492,5.6,6.5,58.5,35.0,3.43,3.4
166285,U,OR,andisols,AB,30,60,,534,5.7,8.1,57.6,34.3,3.23,3.2
166289,U,OR,andisols,O,0,2,,11150,,,,,50.89,50.9
166290,U,OR,andisols,O,2,6,,10074,5.5,,,,41.43,41.4
166291,U,OR,andisols,A,6,18,,490,6.0,8.3,56.9,34.8,3.91,3.9
166292,U,OR,andisols,A,18,35,,454,6.0,7.9,58.6,33.5,2.63,2.6
166293,U,OR,andisols,AB,35,50,,379,6.0,7.0,62.6,30.4,2.7,2.7
166295,U,OR,andisols,A,91,108,,228,6.1,7.1,56.6,36.3,0.71,0.7
166297,U,OR,andisols,O,0,4,,6204,,,,,44.62,44.6
166298,U,OR,andisols,A,4,12,,568,6.0,10.8,46.8,42.4,3.61,3.6
166299,U,OR,andisols,A,12,28,,453,6.0,11.4,47.0,41.6,2.35,2.4
166305,U,OR,andisols,O,0,1,,12640,,,,,54.18,54.2
166306,U,OR,andisols,O,1,5,,11704,5.1,,,,46.43,46.4
166308,U,OR,andisols,A,20,38,,304,5.1,34.6,26.0,39.4,0.79,0.8
166312,U,OR,andisols,O,0,2,,11803,,,,,56.5,56.5
166313,U,OR,andisols,O,2,5,,12682,4.2,,,,53.13,53.1
166314,U,OR,andisols,A,5,15,,2003,4.6,12.6,34.2,53.2,18.62,18.6
166315,U,OR,andisols,A,15,32,,1855,4.6,12.7,35.9,51.4,16.15,16.2
167130,D,OR,andisols,A,3,8,,2008,4.0,46.9,12.0,41.1,12.5464,12.6
167138,U,OR,inceptisols,A,2,16,,5063,3.7,47.6,14.5,37.9,21.87,21.9
167139,D,OR,inceptisols,A,16,33,,869,3.9,47.0,13.3,39.7,6.78,6.8
167145,U,OR,andisols,A,3,19,,1093,4.2,33.5,23.7,42.8,8.41,8.4
167146,U,OR,andisols,A,19,30,,622,4.5,28.6,24.1,47.3,6.14,6.1
167147,U,OR,andisols,AB,30,56,,426,4.8,28.6,24.4,47.0,2.81,2.8
167151,U,OR,ultisols,O,0,3,,6181,4.7,,,,21.62,21.6
167151,U,OR,ultisols,O,0,3,,7505,4.7,,,,21.62,21.6
167152,U,OR,ultisols,A,3,25,,1297,5.0,32.6,12.6,54.8,13.21,13.2
167153,U,OR,ultisols,AB,25,31,,826,5.4,35.1,10.4,54.5,4.24,4.2
167757,U,OK,mollisols,A,0,2,NT,517,6.8,22.2,14.4,63.4,1.86,1.9
167758,U,OK,mollisols,A,2,16,NT,369,5.0,22.8,14.6,62.6,0.7,0.7
167760,U,OK,mollisols,A,0,2,NT,515,7.0,23.8,14.6,61.6,1.472,1.5
167761,U,OK,mollisols,A,2,13,NT,406,5.3,24.8,13.3,61.9,0.83,0.8
167763,U,OK,mollisols,A,0,2,NT,554,7.0,24.0,13.7,62.3,1.6752,1.7
167764,U,OK,mollisols,A,2,10,NT,332,4.9,25.0,13.5,61.5,0.77,0.8
167766,U,OK,mollisols,A,0,2,NT,550,6.5,20.1,16.2,63.7,1.4312,1.5
167767,U,OK,mollisols,A,2,14,NT,294,4.9,21.2,15.7,63.1,0.72,0.7
167769,U,OK,mollisols,A,0,2,NT,480,6.5,22.3,14.8,62.9,1.62,1.6
167770,U,OK,mollisols,A,2,12,NT,294,4.9,24.2,15.3,60.5,0.74,0.7
167772,U,OK,mollisols,A,0,2,R,1585,5.0,16.0,16.5,67.5,4.67,4.7
167773,U,OK,mollisols,A,2,24,R,511,5.7,18.0,15.0,67.0,1.38,1.4
167775,U,OK,mollisols,A,0,2,R,1716,4.9,17.0,15.7,67.3,4.47,4.5
167776,U,OK,mollisols,A,2,26,R,404,5.8,21.0,13.7,65.3,1.27,1.3
167778,U,OK,mollisols,A,0,2,R,1008,5.2,17.7,16.8,65.5,3.37,3.4
167779,U,OK,mollisols,A,2,22,R,612,5.8,21.2,18.0,60.8,1.55,1.5
167781,U,OK,mollisols,A,0,2,R,1596,5.1,19.0,12.9,68.1,4.43,4.4
167782,U,OK,mollisols,A,2,31,R,367,5.7,21.4,16.6,62.0,1.3,1.3
167784,U,OK,mollisols,A,0,2,R,1518,5.0,16.3,14.5,69.2,3.75,3.7
167785,U,OK,mollisols,A,2,28,R,476,6.0,20.3,14.4,65.3,1.17,1.2
167787,U,OK,mollisols,A,0,2,R,621,5.7,13.2,22.4,64.4,2.34,2.3
167788,U,OK,mollisols,A,2,25,R,365,6.2,15.6,21.6,62.8,1.07,1.1
167790,U,OK,mollisols,A,0,2,R,1005,5.8,17.4,21.8,60.8,3.18,3.2
167791,U,OK,mollisols,A,2,35,R,404,6.3,22.9,20.0,57.1,1.28,1.3
167793,U,OK,mollisols,A,0,2,R,1410,5.7,16.6,18.6,64.8,3.35,3.3
167794,U,OK,mollisols,A,2,35,R,366,6.0,19.3,19.1,61.6,1.21,1.2
167796,U,OK,mollisols,A,0,2,R,1529,5.7,15.9,18.8,65.3,3.82,3.8
167797,U,OK,mollisols,A,2,36,R,401,6.1,18.0,19.5,62.5,1.22,1.2
167799,U,OK,mollisols,A,0,2,R,2199,5.5,17.9,18.2,63.9,3.81,3.8
167800,U,OK,mollisols,A,2,36,R,477,6.2,23.7,17.4,58.9,1.22,1.2
167802,U,OK,mollisols,A,0,2,NT,401,4.3,18.1,16.7,65.2,1.28,1.3
167803,U,OK,mollisols,A,2,22,NT,257,5.4,23.0,14.8,62.2,0.87,0.9
167805,U,OK,mollisols,A,0,2,NT,476,4.1,17.4,16.5,66.1,1.3,1.3
167806,U,OK,mollisols,A,2,24,NT,293,4.9,23.6,15.3,61.1,0.9,0.9
167808,U,OK,mollisols,A,0,2,NT,365,4.2,17.3,17.3,65.4,1.16,1.2
167809,U,OK,mollisols,A,2,23,NT,330,4.4,21.4,16.9,61.7,0.9,0.9
167811,U,OK,mollisols,A,0,2,NT,511,4.3,18.0,16.6,65.3,1.34,1.3
167812,U,OK,mollisols,A,2,27,NT,296,5.1,24.0,14.9,61.1,0.8,0.8
167814,U,OK,mollisols,A,0,2,NT,366,4.3,16.3,18.3,65.4,1.44,1.4
167815,U,OK,mollisols,A,2,17,NT,257,4.1,19.4,16.0,64.6,0.92,0.9
167817,U,OK,mollisols,A,0,2,NT,439,4.4,18.3,11.1,70.6,1.52,1.5
167818,U,OK,mollisols,A,2,20,NT,220,4.4,19.9,11.2,68.9,0.86,0.9
167819,U,OK,mollisols,A,20,44,NT,185,6.3,30.1,8.6,61.3,0.79,0.8
167820,U,OK,mollisols,A,0,2,NT,366,4.3,18.5,15.1,66.4,1.34,1.3
167821,U,OK,mollisols,A,2,24,NT,220,4.4,21.8,11.9,66.3,0.87,0.9
