smp id,Dupl,area code,taxonomic order,horz desgn master,lay depth to top,lay depth to bottom,MGMT_lable,Measured Active Carbon,pH,Clay,Sand,Silt,Est Org C,Total Carbon
130541,U,NE,Mollisols,A,0,5,T,584,6.3,22.6,3.0,74.4,1.9,1.9
130542,U,NE,Mollisols,A,5,13,T,475,6.0,23.5,3.3,73.2,1.46,1.5
130543,U,NE,Mollisols,A,13,28,T,348,6.0,28.6,2.7,68.7,1.35,1.4
130544,U,NE,Mollisols,A,28,40,T,367,6.3,30.4,4.1,65.5,1.7,1.7
130545,U,NE,Mollisols,A,0,5,T,457,5.4,22.9,4.4,72.7,1.71,1.7
130546,U,NE,Mollisols,A,5,13,T,385,6.0,25.8,4.0,70.2,1.29,1.3
130547,U,NE,Mollisols,A,13,28,T,348,6.2,28.2,3.9,67.9,1.3,1.3
130548,U,NE,Mollisols,A,28,40,T,349,6.6,31.5,3.2,65.3,1.62,1.6
130718,U,NE,Mollisols,A,0,5,O,587,6.3,24.3,6.0,69.7,2.47,2.5
130719,U,NE,Mollisols,A,5,14,O,514,5.9,26.1,5.4,68.5,2.08,2.1
130720,U,NE,Mollisols,A,14,30,O,503,6.0,28.3,4.7,67.0,2.39,2.4
130721,U,NE,Mollisols,A,30,40,O,496,6.1,26.6,4.9,68.5,2.21,2.2
130722,U,NE,Mollisols,A,0,5,O,605,6.3,24.3,5.1,70.6,2.51,2.5
130723,U,NE,Mollisols,A,5,16,O,441,5.6,28.5,4.0,67.5,2.08,2.1
130724,U,NE,Mollisols,A,16,32,O,424,5.9,33.1,4.0,62.9,2.14,2.1
130725,U,NE,Mollisols,A,32,40,O,368,6.3,30.0,4.0,66.0,1.25,1.2
130726,U,NE,Mollisols,A,0,5,O,569,5.9,24.7,4.6,70.7,2.46,2.5
130727,U,NE,Mollisols,A,5,17,O,459,5.6,25.9,4.0,70.1,2.04,2.0
130728,U,NE,Mollisols,A,17,32,O,369,5.9,35.7,3.1,61.2,2.16,2.2
130729,U,NE,Mollisols,A,32,40,O,331,6.3,32.3,3.5,64.2,1.89,1.9
130730,U,NE,Mollisols,A,0,5,O,551,6.1,27.3,4.2,68.5,2.46,2.5
130731,U,NE,Mollisols,A,5,19,O,404,5.7,30.0,3.6,66.4,1.98,2.0
130732,U,NE,Mollisols,A,19,33,O,350,6.2,33.5,3.3,63.2,2.06,2.1
130733,U,NE,Mollisols,A,33,40,O,294,6.5,31.1,3.5,65.4,1.61,1.6
130734,U,NE,Mollisols,A,0,5,O,587,5.7,26.8,4.6,68.6,2.57,2.6
130735,U,NE,Mollisols,A,5,14,O,422,5.6,29.4,3.6,67.0,2.16,2.2
130736,U,NE,Mollisols,A,14,29,O,369,5.9,34.5,3.2,62.3,2.12,2.1
130737,U,NE,Mollisols,A,29,40,O,333,6.2,36.4,2.6,61.0,2.11,2.1
130738,U,NE,Mollisols,A,0,5,NT,587,7.3,27.9,1.9,70.2,2.592,2.8
130739,U,NE,Mollisols,A,5,19,NT,331,5.5,35.8,0.9,63.3,1.99,2.0
130740,U,NE,Mollisols,A,19,31,NT,368,5.5,35.0,1.8,63.2,2.86,2.9
130741,U,NE,Mollisols,A,31,40,NT,350,5.8,33.9,1.6,64.5,2.56,2.6
130742,U,NE,Mollisols,A,0,5,NT,606,7.5,27.7,2.2,70.1,3.0036,3.2
130743,U,NE,Mollisols,A,5,18,NT,331,5.9,32.7,2.0,65.3,1.75,1.8
130744,U,NE,Mollisols,A,18,35,NT,368,5.6,33.4,1.5,65.1,2.76,2.8
130745,U,NE,Mollisols,A,35,40,NT,443,5.4,36.5,1.9,61.6,3.23,3.2
130746,U,NE,Mollisols,A,0,5,NT,495,7.5,29.0,1.4,69.6,2.3416,2.4
130747,U,NE,Mollisols,A,5,21,NT,331,5.8,33.3,1.4,65.3,1.79,1.8
130748,U,NE,Mollisols,A,21,35,NT,443,5.3,38.6,1.0,60.4,3.24,3.2
130749,U,NE,Mollisols,A,35,40,NT,405,5.5,33.3,1.7,65.0,2.74,2.7
130750,U,NE,Mollisols,A,0,5,NT,533,7.3,30.0,1.1,68.9,2.43,2.4
130751,U,NE,Mollisols,A,5,21,NT,368,5.7,36.5,1.1,62.4,1.87,1.9
130752,U,NE,Mollisols,A,21,35,NT,498,5.4,38.4,1.0,60.6,3.2,3.2
130753,U,NE,Mollisols,A,35,40,NT,442,5.6,35.3,1.3,63.4,2.76,2.8
130754,U,NE,Mollisols,A,0,5,NT,495,7.0,28.8,1.7,69.5,1.86,1.9
130755,U,NE,Mollisols,A,5,16,NT,404,5.4,34.0,1.6,64.4,1.68,1.7
130756,U,NE,Mollisols,A,16,30,NT,481,5.5,42.6,0.4,57.0,3.27,3.3
130757,U,NE,Mollisols,A,30,40,NT,479,5.7,34.9,1.4,63.7,3.13,3.1
130758,U,NE,mollisols,A,0,5,T,531,6.1,24.8,3.9,71.3,2.11,2.1
130759,U,NE,mollisols,A,5,14,T,476,5.1,26.0,3.4,70.6,1.91,1.9
130760,U,NE,mollisols,A,14,28,T,459,5.2,29.1,2.3,68.6,2.04,2.0
130761,U,NE,mollisols,A,28,40,T,498,5.7,32.9,2.0,65.1,3.11,3.1
130762,U,NE,mollisols,A,0,5,T,512,6.2,24.0,3.0,73.0,2.1,2.1
130763,U,NE,mollisols,A,5,12,T,457,5.2,24.3,3.0,72.7,1.89,1.9
130764,U,NE,mollisols,A,12,22,T,404,5.2,31.8,2.7,65.5,2.03,2.0
130765,U,NE,mollisols,A,22,40,T,404,5.9,33.1,3.0,63.9,2.09,2.1
130766,U,NE,mollisols,A,0,5,T,530,5.4,23.2,3.4,73.4,2.27,2.3
130767,U,NE,mollisols,A,5,18,T,421,5.1,23.3,3.4,73.3,1.79,1.8
130768,U,NE,mollisols,A,18,30,T,404,5.1,30.2,2.6,67.2,2.14,2.1
130769,U,NE,mollisols,A,30,40,T,404,5.7,30.5,2.9,66.6,2.42,2.4
130770,U,NE,mollisols,A,0,5,T,474,6.0,21.5,5.3,73.2,1.97,2.0
130771,U,NE,mollisols,A,5,12,T,438,5.3,21.9,6.1,72.0,1.84,1.8
130772,U,NE,mollisols,A,12,24,T,385,5.1,26.5,5.0,68.5,1.67,1.7
130773,U,NE,mollisols,A,24,40,T,349,6.0,29.0,4.8,66.2,1.93,1.9
130774,U,NE,mollisols,A,0,5,T,493,5.4,22.6,3.2,74.2,2.12,2.1
130775,U,NE,mollisols,A,5,13,T,438,5.0,23.2,3.4,73.4,1.8,1.8
130776,U,NE,mollisols,A,13,25,T,366,5.1,28.5,2.7,68.8,1.78,1.8
130777,U,NE,mollisols,A,25,40,T,404,5.8,30.3,2.9,66.8,2.5,2.5
131495,U,KS,mollisols,A,0,5,NT,455,5.5,18.9,6.8,74.3,1.84,1.8
131496,U,KS,mollisols,A,5,13,NT,310,4.9,20.7,5.2,74.1,1.13,1.1
131497,U,KS,mollisols,A,13,27,NT,292,5.4,22.9,4.3,72.8,1.09,1.1
131498,U,KS,mollisols,A,27,40,NT,292,5.9,23.4,5.7,70.9,1.08,1.1
131499,U,KS,mollisols,A,0,5,NT,419,5.6,18.2,8.2,73.6,1.68,1.7
131500,U,KS,mollisols,A,5,16,NT,310,5.3,19.7,7.5,72.8,1.15,1.2
131501,U,KS,mollisols,A,16,30,NT,292,5.9,21.5,3.4,75.1,1.06,1.1
131502,U,KS,mollisols,A,30,40,NT,293,6.2,24.3,3.1,72.6,1.26,1.3
131503,U,KS,mollisols,A,0,5,NT,437,5.7,17.6,6.9,75.5,1.7,1.7
131504,U,KS,mollisols,A,5,15,NT,274,5.2,21.2,4.7,74.1,1.04,1.0
131505,U,KS,mollisols,A,15,26,NT,255,5.5,21.9,3.2,74.9,0.98,1.0
131506,U,KS,mollisols,A,26,40,NT,292,6.3,24.1,2.6,73.3,1.25,1.2
131507,U,KS,mollisols,A,0,5,NT,437,5.6,18.4,5.8,75.8,1.99,2.0
131508,U,KS,mollisols,A,5,20,NT,274,5.2,21.4,3.8,74.8,1.06,1.1
131509,U,KS,mollisols,A,20,30,NT,311,5.7,24.9,1.5,73.6,1.09,1.1
131510,U,KS,mollisols,A,30,40,NT,311,6.2,24.4,3.1,72.5,1.29,1.3
131511,U,KS,mollisols,A,0,5,NT,657,5.3,21.4,5.5,73.1,1.94,1.9
131512,U,KS,mollisols,A,5,16,NT,311,5.1,21.4,5.5,73.1,1.16,1.2
131513,U,KS,mollisols,A,16,28,NT,311,5.2,22.9,2.9,74.2,1.06,1.1
131514,U,KS,mollisols,A,28,40,NT,293,5.8,24.4,1.5,74.1,1.27,1.3
131515,U,NE,mollisols,A,0,5,NT,661,7.5,25.1,6.6,68.3,2.64,2.6
131516,U,NE,mollisols,A,5,17,NT,441,6.6,28.8,5.3,65.9,1.5,1.5
131517,U,NE,mollisols,A,17,28,NT,367,6.4,30.8,5.4,63.8,1.32,1.3
131518,U,NE,mollisols,A,28,40,NT,368,6.4,30.6,4.8,64.6,1.32,1.3
131519,U,NE,mollisols,A,0,5,NT,587,7.2,26.0,6.5,67.5,2.56,2.6
131520,U,NE,mollisols,A,5,14,NT,422,6.4,27.9,5.9,66.2,1.61,1.6
131521,U,NE,mollisols,A,14,31,NT,367,6.2,30.4,5.9,63.7,1.31,1.3
131523,U,NE,mollisols,A,0,5,NT,477,6.4,25.9,5.8,68.3,1.75,1.7
131524,U,NE,mollisols,A,5,17,NT,367,5.6,28.2,5.3,66.5,1.3832,1.4
131525,U,NE,mollisols,A,17,33,NT,349,6.2,29.8,6.1,64.1,1.33,1.3
131527,U,NE,entisols,A,0,5,NT,495,6.9,28.3,7.5,64.2,1.93,1.9
131528,U,NE,entisols,A,5,11,NT,367,6.2,28.0,6.4,65.6,1.33,1.3
131529,U,NE,entisols,A,11,21,NT,331,6.3,29.4,7.2,63.4,1.25,1.3
131532,U,NE,mollisols,A,0,5,NT,659,7.0,27.1,8.3,64.6,1.97,2.0
131533,U,NE,mollisols,A,5,15,NT,421,6.3,28.8,7.8,63.4,1.37,1.4
131534,U,NE,mollisols,A,15,28,NT,386,6.4,31.3,6.6,62.1,1.28,1.3
131535,U,NE,mollisols,A,28,40,NT,385,6.5,29.6,6.0,64.4,1.47,1.5
131536,U,NE,mollisols,A,0,5,NT,548,6.0,22.0,10.3,67.7,2.1,2.1
131537,U,NE,mollisols,A,5,13,NT,566,5.6,24.5,9.8,65.7,1.31,1.3
131538,U,NE,mollisols,A,13,26,NT,348,6.0,25.2,8.3,66.5,1.22,1.2
131539,U,NE,mollisols,A,26,40,NT,329,6.6,24.7,10.0,65.3,0.9,0.9
131540,U,NE,mollisols,A,0,5,NT,511,5.9,21.9,10.8,67.3,1.73,1.7
131541,U,NE,mollisols,A,5,12,NT,383,5.5,23.7,10.5,65.8,1.1,1.1
131542,U,NE,mollisols,A,12,30,NT,329,6.1,25.5,9.8,64.7,0.94,0.9
131543,U,NE,mollisols,A,30,40,NT,293,6.6,28.0,7.6,64.4,0.92,0.9
131544,U,NE,mollisols,A,0,5,NT,547,6.6,22.3,10.3,67.4,2.23,2.2
131545,U,NE,mollisols,A,5,15,NT,383,5.5,23.3,9.8,66.9,1.18,1.2
131546,U,NE,mollisols,A,15,30,NT,366,5.8,26.6,8.5,64.9,1.02,1.0
131547,U,NE,mollisols,A,30,40,NT,385,6.3,31.2,7.0,61.8,1.2,1.2
131548,U,NE,mollisols,A,0,5,NT,584,6.1,20.8,9.6,69.6,2.15,2.2
131549,U,NE,mollisols,A,5,15,NT,401,5.4,22.6,8.7,68.7,1.29,1.3
131550,U,NE,mollisols,A,15,28,NT,365,5.8,24.1,8.6,67.3,1.08,1.1
131551,U,NE,mollisols,A,28,40,NT,348,6.5,26.8,8.7,64.5,1.01,1.0
131552,U,NE,mollisols,A,0,5,NT,566,5.9,23.0,9.8,67.2,2,2.0
131553,U,NE,mollisols,A,5,14,NT,347,5.4,24.1,8.2,67.7,1.07,1.1
131554,U,NE,mollisols,A,14,29,NT,292,6.0,26.1,8.5,65.4,0.93,0.9
131555,U,NE,mollisols,A,29,40,NT,257,6.3,28.3,4.7,67.0,0.83,0.8
131903,U,NE,mollisols,A,0,5,T,461,5.3,28.0,7.8,64.2,1.49,1.5
131904,U,NE,mollisols,A,5,15,T,350,6.2,29.1,6.1,64.8,1.09,1.1
131905,U,NE,mollisols,A,15,31,T,277,6.6,29.8,6.2,64.0,0.88,0.9
131906,U,NE,mollisols,A,31,40,T,221,7.0,22.9,9.2,67.9,0.66,0.7
131907,U,NE,mollisols,A,0,5,T,422,5.4,22.7,10.7,66.6,1.36,1.4
131908,U,NE,mollisols,A,5,19,T,294,6.8,23.1,10.9,66.0,0.83,0.8
131909,U,NE,mollisols,A,19,31,T,257,6.9,22.5,13.2,64.3,0.73,0.7
131910,U,NE,mollisols,A,31,40,T,332,7.0,24.4,11.0,64.6,1.02,1.0
131911,U,NE,mollisols,A,0,5,T,551,5.3,23.4,13.2,63.4,1.35,1.4
131912,U,NE,mollisols,A,5,18,T,368,6.7,24.3,10.3,65.4,0.89,0.9
131913,U,NE,mollisols,A,18,26,T,386,7.1,24.1,13.1,62.8,0.88,0.9
131914,U,NE,mollisols,A,26,40,T,478,7.0,23.4,8.5,68.1,1.38,1.4
131915,U,NE,mollisols,A,0,5,T,497,5.7,27.0,7.0,66.0,1.46,1.5
131916,U,NE,mollisols,A,5,17,T,387,6.8,27.3,6.4,66.3,0.97,1.0
131917,U,NE,mollisols,A,17,29,T,332,6.8,27.2,5.6,67.2,0.87,0.9
131919,U,NE,mollisols,A,0,5,T,478,5.1,21.3,10.9,67.8,1.32,1.3
131920,U,NE,mollisols,A,5,14,T,386,6.0,22.2,11.6,66.2,0.96,1.0
131921,U,NE,mollisols,A,14,23,T,367,6.6,21.4,10.7,67.9,0.86,0.9
131922,U,NE,mollisols,A,23,40,T,368,6.7,21.7,14.5,63.8,0.94,0.9
131923,U,NE,mollisols,A,0,5,T,623,5.5,21.5,10.4,68.1,1.94,1.9
131924,U,NE,mollisols,A,5,13,T,440,5.0,24.1,10.4,65.5,1.45,1.5
131925,U,NE,mollisols,A,13,28,T,349,5.3,27.5,9.4,63.1,1.34,1.3
131926,U,NE,mollisols,A,28,40,T,332,6.2,27.9,9.6,62.5,1.26,1.3
131927,U,NE,mollisols,A,0,5,T,611,5.6,21.3,10.1,68.6,1.91,1.9
131928,U,NE,mollisols,A,5,13,T,441,5.4,23.1,9.7,67.2,1.45,1.4
131929,U,NE,mollisols,A,13,29,T,368,5.5,26.4,9.2,64.4,1.38,1.4
131930,U,NE,mollisols,A,29,40,T,332,6.5,27.1,8.4,64.5,1.31,1.3
131931,U,NE,mollisols,A,0,5,T,587,5.5,21.7,8.9,69.4,1.84,1.8
131932,U,NE,mollisols,A,5,13,T,495,5.4,23.3,8.9,67.8,1.58,1.6
131933,U,NE,mollisols,A,13,28,T,368,5.4,26.2,7.8,66.0,1.37,1.4
131934,U,NE,mollisols,A,28,40,T,350,6.0,26.8,7.2,66.0,1.36,1.4
131935,U,NE,mollisols,A,0,5,T,513,5.4,22.9,8.0,69.1,1.69,1.7
131936,U,NE,mollisols,A,5,14,T,404,5.2,24.6,8.1,67.3,1.45,1.5
131937,U,NE,mollisols,A,14,27,T,387,5.7,27.8,7.1,65.1,1.58,1.6
131938,U,NE,mollisols,A,27,40,T,368,6.2,27.1,6.7,66.2,1.52,1.5
131939,U,NE,mollisols,A,0,5,T,549,5.6,20.4,7.6,72.0,1.78,1.8
131940,U,NE,mollisols,A,5,14,T,367,5.4,24.0,6.6,69.4,1.4,1.4
131941,U,NE,mollisols,A,14,27,T,368,5.5,27.1,6.1,66.8,1.54,1.5
131942,U,NE,mollisols,A,27,40,T,331,6.3,27.0,6.1,66.9,1.43,1.4
133742,U,OR,inceptisols,O,0,2,,16581,,,,,42.63,42.6
133743,U,OR,inceptisols,A,2,14,,413,5.7,20.4,30.8,48.8,4.55,4.6
133750,U,OR,inceptisols,O,0,2,,13501,,,,,33.25,33.2
133751,U,OR,inceptisols,A,2,13,,487,5.4,9.8,60.7,29.5,2.22,2.2
133752,U,OR,inceptisols,AB,13,29,,412,5.6,9.2,60.3,30.5,1.53,1.5
133758,U,OR,andisols,O,0,3,,10430,,,,,22.27,22.3
133759,U,OR,andisols,A,3,10,,598,5.6,26.1,16.2,57.7,3.94,3.9
133760,U,OR,andisols,AB,10,19,,448,5.6,25.6,16.2,58.2,2.13,2.1
133764,U,OR,andisols,O,0,2,,13588,,,,,22.67,22.7
133765,U,OR,andisols,A,2,12,,1507,5.5,28.9,23.2,47.9,5.74,5.7
133766,U,OR,andisols,A,12,22,,567,5.5,30.3,21.8,47.9,4.27,4.3
133767,U,OR,andisols,AB,22,37,,491,5.8,26.9,23.5,49.6,3.77,3.8
133773,U,OR,inceptisols,O,0,3,,21307,,,,,46.3,46.3
133774,U,OR,inceptisols,A,3,11,,450,5.5,12.9,53.7,33.4,2.52,2.5
133775,U,OR,inceptisols,AB,11,24,,412,5.5,12.5,55.4,32.1,2.32,2.3
133781,U,OR,andisols,O,0,2,,3452,,,,,25.94,25.9
133782,U,OR,andisols,A,2,12,,485,5.7,19.5,49.7,30.8,3.89,3.9
133787,U,OR,andisols,O,0,2,,16085,,,,,41.38,41.4
133788,U,OR,andisols,A,2,17,,446,5.6,11.2,65.8,23.0,2.71,2.7
133793,U,OR,andisols,O,0,2,,15668,,,,,35.23,35.2
133794,U,OR,andisols,A,2,17,,523,5.3,14.8,43.0,42.2,2.32,2.3
133801,U,OR,andisols,O,0,2,,19455,,,,,41.84,41.8
133802,U,OR,andisols,A,2,10,,644,5.7,26.9,26.4,46.7,5.41,5.4
133803,U,OR,andisols,AB,10,24,,415,5.9,27.3,26.4,46.3,2.84,2.8
133809,U,OR,inceptisols,O,0,2,,17046,,,,,24.13,24.1
133810,U,OR,inceptisols,A,2,18,,646,5.1,18.9,49.4,31.7,3.21,3.2
133816,U,OR,alfisols,O,0,1,,14467,,,,,32.2,32.2
133817,U,OR,alfisols,A,1,11,,718,4.5,21.0,38.2,40.8,6.44,6.4
133818,U,OR,alfisols,A,11,23,,566,4.8,20.6,38.1,41.3,4.05,4.1
133819,U,OR,alfisols,AB,23,43,,337,5.3,19.8,41.3,38.9,1.38,1.4
133824,U,OR,alfisols,O,0,2,,16301,,,,,29.58,29.6
133825,D,OR,alfisols,A,2,11,,1875,5.5,29.2,15.3,55.5,7.26,7.3
133826,U,OR,alfisols,AB,11,22,,639,5.5,28.2,15.0,56.8,6.05,6.0
133831,U,OR,alfisols,O,0,1,,14381,,,,,38.56,38.6
133832,U,OR,alfisols,A,1,14,,1439,6.0,34.1,19.4,46.5,5.35,5.4
133833,U,OR,alfisols,AB,14,30,,914,5.5,37.5,18.7,43.8,3.28,3.3
134598,U,AZ,entisols,A,0,8,,255,8.6,19.5,63.8,16.7,0.7448,1.5
134599,U,AZ,entisols,A,8,43,,73,8.2,11.8,79.3,8.9,0.3484,0.9
134603,U,AZ,entisols,A,0,10,,73,9.0,16.4,42.1,41.5,0.1568,1.4
134607,U,AZ,entisols,A,0,18,,184,8.5,22.6,46.1,31.3,0.5528,1.6
134612,U,AZ,entisols,A,0,15,,183,8.3,21.2,41.6,37.2,0.4444,1.6
134613,U,AZ,entisols,AB,15,38,,110,8.5,20.6,39.5,39.9,0.2968,1.5
134617,U,AZ,entisols,A,0,23,,36,8.9,11.5,50.1,38.4,0.1532,1.4
134618,U,AZ,entisols,A,23,46,,36,9.0,9.6,46.2,44.2,0.106,1.4
134622,U,AZ,entisols,A,0,33,,109,9.0,13.2,38.6,48.2,0.2876,1.7
134626,U,AZ,entisols,A,0,20,,73,8.4,30.5,23.0,46.5,0.3688,1.7
134629,U,AZ,entisols,A,0,20,,184,8.4,32.0,35.5,32.5,0.6784,1.7
134635,U,AZ,aridisols,A,0,13,,146,8.4,16.7,52.3,31.0,0.4368,1.3
134639,U,AZ,aridisols,A,0,15,,109,8.5,15.3,65.9,18.8,0.4416,0.9
134643,U,AZ,aridisols,A,0,15,,109,8.4,19.1,61.4,19.5,0.1784,0.7
134644,U,AZ,aridisols,AB,15,33,,109,8.5,19.5,64.4,16.1,0.218,0.7
134648,U,AZ,aridisols,A,0,28,,146,8.6,15.8,53.8,30.4,0.2304,1.4
134653,U,AZ,aridisols,A,0,13,,290,7.9,6.4,67.9,25.7,0.7716,1.5
134658,U,AZ,aridisols,A,0,10,,72,8.0,5.6,85.5,8.9,0.1256,0.4
134659,U,AZ,aridisols,A,10,33,,373,7.5,26.3,51.3,22.4,1.2852,2.0
134660,U,AZ,aridisols,A,33,43,,182,8.1,11.2,68.9,19.9,0.3956,1.0
134664,U,AZ,aridisols,A,0,10,,254,7.9,7.4,74.8,17.8,0.9096,1.5
134669,U,AZ,aridisols,A,0,20,,164,8.4,12.9,44.7,42.4,0.6112,1.9
134670,U,AZ,aridisols,AB,20,51,,164,,14.4,37.3,48.3,0.572,1.9
134680,U,AZ,aridisols,A,0,18,,146,8.2,14.6,42.4,43.0,0.8168,1.3
134685,U,AZ,entisols,A,0,28,,109,8.3,6.4,71.7,21.9,0.2968,1.1
134691,U,AZ,mollisols,A,0,18,,273,8.1,12.6,75.4,12.0,0.6544,0.7
134695,U,AZ,mollisols,A,86,97,,109,8.2,13.8,75.9,10.3,0.2728,0.4
134699,U,AZ,vertisols,A,0,10,,316,8.1,41.3,33.3,25.4,0.9148,1.3
134703,U,AZ,mollisols,A,0,18,,480,7.8,35.3,39.4,25.3,1.6176,1.7
134704,U,AZ,mollisols,A,18,53,,109,8.2,11.6,67.1,21.3,0.2536,0.4
134709,U,AZ,mollisols,A,0,20,,329,8.0,23.2,43.5,33.3,1.0156,1.1
134714,U,AZ,mollisols,A,0,46,,311,8.0,16.6,63.8,19.6,1.0896,1.2
134718,U,AZ,mollisols,A,124,135,,183,7.8,17.8,61.3,20.9,0.4068,0.6
134720,U,AZ,mollisols,A,0,51,,272,8.0,11.2,79.9,8.9,0.6488,0.7
134723,U,AZ,mollisols,A,0,28,,384,7.6,20.2,43.4,36.4,1.4896,1.5
134724,U,AZ,mollisols,AB,28,51,,385,7.6,21.2,41.8,37.0,1.2584,1.3
134729,U,AZ,vertisols,A,0,15,,148,7.9,56.9,6.6,36.5,0.4736,1.2
136166,U,TX,alfisols,A,0,3,T,218,7.5,13.0,78.6,8.4,0.3052,0.3
136167,U,TX,alfisols,A,3,9,T,310,6.8,12.8,79.1,8.1,0.2976,0.3
136168,U,TX,alfisols,A,9,30,T,231,7.3,12.8,79.0,8.2,0.2664,0.3
136170,U,TX,alfisols,A,0,3,T,236,8.1,10.6,82.4,7.0,0.2764,0.3
136171,U,TX,alfisols,A,3,15,T,200,8.0,10.3,82.9,6.8,0.1816,0.2
136172,U,TX,alfisols,A,15,27,T,218,8.1,11.3,81.4,7.3,0.224,0.2
136174,U,TX,alfisols,A,0,3,T,274,8.1,14.8,74.9,10.3,0.3276,0.3
136175,U,TX,alfisols,A,3,19,T,255,7.8,12.6,79.5,7.9,0.2576,0.3
136176,U,TX,alfisols,A,19,33,T,200,7.6,13.4,78.9,7.7,0.2164,0.2
136178,U,TX,alfisols,A,0,3,T,255,7.2,13.5,78.9,7.6,0.294,0.3
136179,U,TX,alfisols,A,3,12,T,218,6.6,12.8,79.9,7.3,0.2416,0.3
136180,U,TX,alfisols,A,12,30,T,200,7.4,12.5,80.4,7.1,0.2328,0.2
136182,U,TX,alfisols,A,0,3,T,218,7.7,13.4,76.9,9.7,0.2576,0.3
136183,U,TX,alfisols,A,3,18,T,182,7.3,13.8,78.1,8.1,0.2752,0.3
136184,U,TX,alfisols,A,18,28,T,219,7.6,14.4,77.6,8.0,0.2716,0.3
136186,U,TX,alfisols,A,0,3,T,109,8.4,14.5,75.8,9.7,0.1944,0.2
136187,U,TX,alfisols,A,3,15,T,109,8.4,13.8,76.7,9.5,0.158,0.2
136190,U,TX,alfisols,A,0,3,T,109,8.7,13.3,77.6,9.1,0.1516,0.2
136191,U,TX,alfisols,A,3,10,T,109,8.6,12.8,77.8,9.4,0.1892,0.2
136194,U,TX,alfisols,A,0,3,T,109,8.7,15.4,74.2,10.4,0.1868,0.2
136195,U,TX,alfisols,A,3,15,T,183,8.3,14.7,76.2,9.1,0.1796,0.2
136196,U,TX,alfisols,A,15,35,T,201,8.2,13.8,77.9,8.3,0.1856,0.2
136199,U,TX,alfisols,A,3,13,T,146,8.1,13.0,77.6,9.4,0.1616,0.2
136202,U,TX,alfisols,A,0,3,T,109,8.6,14.9,76.3,8.8,0.1668,0.2
136203,U,TX,alfisols,A,3,14,T,164,8.0,15.4,76.7,7.9,0.1792,0.2
136204,U,TX,alfisols,AB,14,29,T,219,8.3,14.3,78.0,7.7,0.2168,0.2
136206,U,TX,alfisols,A,0,3,T,218,8.0,13.9,79.4,6.7,0.2892,0.3
136207,U,TX,alfisols,A,3,10,T,255,8.0,13.4,80.4,6.2,0.2516,0.3
136208,U,TX,alfisols,A,10,31,T,273,7.1,13.3,80.4,6.3,0.3124,0.3
136210,U,TX,alfisols,A,0,3,T,218,8.0,12.7,80.8,6.5,0.2848,0.3
136211,U,TX,alfisols,A,3,15,T,218,6.4,12.8,80.8,6.4,0.2736,0.3
136212,U,TX,alfisols,A,15,29,T,255,7.1,,,,0.3124,0.3
136214,U,TX,alfisols,A,0,3,T,182,8.0,13.1,80.4,6.5,0.2712,0.3
136215,U,TX,alfisols,A,3,18,T,218,7.6,12.5,81.7,5.8,0.2588,0.3
136216,U,TX,alfisols,A,18,30,T,218,7.2,12.5,80.9,6.6,0.2712,0.3
136218,U,TX,alfisols,A,0,3,T,218,8.0,13.1,80.6,6.3,0.3076,0.3
136219,U,TX,alfisols,A,3,9,T,182,6.9,12.8,81.3,5.9,0.2588,0.3
136220,U,TX,alfisols,A,9,32,T,218,7.0,12.8,80.8,6.4,0.2688,0.3
136222,U,TX,alfisols,A,0,3,T,218,8.0,12.3,82.1,5.6,0.2676,0.3
136223,U,TX,alfisols,A,3,19,T,218,7.6,12.0,82.5,5.5,0.2412,0.2
136224,U,TX,alfisols,A,19,36,T,182,7.5,11.8,82.5,5.7,0.2488,0.3
136225,U,TX,alfisols,A,36,40,T,221,7.3,27.3,59.6,13.1,0.4276,0.4
136286,U,TX,alfisols,A,0,8,T,291,7.8,12.1,77.0,10.9,0.634,0.7
136287,U,TX,alfisols,A,8,25,T,182,7.8,10.7,81.0,8.3,0.3076,0.3
136293,U,TX,alfisols,A,0,16,T,219,8.0,12.3,79.6,8.1,0.2928,0.3
136294,U,TX,alfisols,A,16,36,T,219,7.8,12.4,80.0,7.6,0.294,0.3
137389,U,OR,alfisols,O,0,2,,14974,,,,,46.58,46.6
137390,U,OR,alfisols,A,2,12,,644,5.3,23.4,14.2,62.4,5.84,5.8
137391,U,OR,alfisols,AB,12,35,,489,5.5,31.3,10.4,58.3,2.4,2.4
137397,U,OR,ultisols,O,0,3,,10746,,,,,33.54,33.5
137398,U,OR,ultisols,A,3,12,,1064,5.7,24.6,19.4,56.0,8.75,8.8
137404,U,OR,inceptisols,O,0,2,,12791,,,,,33.83,33.8
137405,U,OR,inceptisols,A,2,15,,611,5.8,26.4,24.4,49.2,5.1,5.1
137410,U,OR,andisols,O,0,2,,15032,,,,,44.92,44.9
137411,U,OR,andisols,A,2,20,,567,5.6,23.7,21.6,54.7,5.16,5.2
137418,U,OR,inceptisols,O,0,2,,15531,,,,,41.13,41.1
137419,U,OR,inceptisols,A,2,13,,617,4.8,24.1,38.7,37.2,3.96,4.0
137420,D,OR,inceptisols,A,13,25,,970,4.6,24.8,39.2,36.0,5.26,5.3
137426,U,OR,ultisols,O,0,3,,12347,,,,,36.16,36.2
137427,U,OR,ultisols,A,3,14,,488,6.2,19.2,18.9,61.9,2.83,2.8
